postid,acceptedanswerid,answer_owner,accountid,topic,score
18007,18008.0,5400.0,952951.0,T12,0.6809418201446533
7870,7872.0,655.0,92852.0,T1,0.5610324144363403
7870,7872.0,655.0,92852.0,T5,0.22260914742946625
7870,7872.0,655.0,92852.0,T12,0.20057600736618042
13760,13762.0,971.0,410094.0,T12,0.8367393016815186
7776,7781.0,665.0,59387.0,T1,0.3672865331172943
7776,7781.0,665.0,59387.0,T12,0.42202621698379517
7697,7704.0,665.0,59387.0,T1,0.12576916813850403
7697,7704.0,665.0,59387.0,T2,0.11534976214170456
7697,7704.0,665.0,59387.0,T3,0.2130461484193802
7697,7704.0,665.0,59387.0,T9,0.19903939962387085
7697,7704.0,665.0,59387.0,T12,0.33618342876434326
7553,7555.0,485.0,251740.0,T7,0.38516077399253845
7553,7555.0,485.0,251740.0,T9,0.23075269162654877
7553,7555.0,485.0,251740.0,T11,0.14605015516281128
7553,7555.0,485.0,251740.0,T12,0.17846378684043884
7204,7207.0,971.0,410094.0,T1,0.5867486000061035
7204,7207.0,971.0,410094.0,T12,0.3558034896850586
7062,7063.0,665.0,59387.0,T2,0.2580742835998535
7062,7063.0,665.0,59387.0,T7,0.21172912418842316
7062,7063.0,665.0,59387.0,T12,0.45134246349334717
18680,18691.0,971.0,410094.0,T2,0.1485552042722702
18680,18691.0,971.0,410094.0,T10,0.5480974316596985
18680,18691.0,971.0,410094.0,T12,0.29289743304252625
6842,6860.0,655.0,92852.0,T7,0.3466539680957794
6842,6860.0,655.0,92852.0,T12,0.3650248348712921
6842,6860.0,655.0,92852.0,T13,0.13867925107479095
6827,6835.0,971.0,410094.0,T7,0.12077043950557709
6827,6835.0,971.0,410094.0,T9,0.3431074619293213
6827,6835.0,971.0,410094.0,T12,0.35968199372291565
13841,13842.0,6253.0,1058123.0,T8,0.21080587804317474
13841,13842.0,6253.0,1058123.0,T9,0.45312178134918213
13841,13842.0,6253.0,1058123.0,T10,0.29926836490631104
19128,19129.0,5400.0,952951.0,T4,0.26799827814102173
19128,19129.0,5400.0,952951.0,T7,0.1375505030155182
19128,19129.0,5400.0,952951.0,T9,0.11729388684034348
19128,19129.0,5400.0,952951.0,T12,0.3744395077228546
6329,6330.0,836.0,32523.0,T4,0.1665256917476654
6329,6330.0,836.0,32523.0,T11,0.46845531463623047
6329,6330.0,836.0,32523.0,T12,0.272479385137558
6020,6024.0,655.0,92852.0,T7,0.22920899093151093
6020,6024.0,655.0,92852.0,T9,0.1019052267074585
6020,6024.0,655.0,92852.0,T12,0.26733556389808655
6020,6024.0,655.0,92852.0,T13,0.3239954710006714
14029,14031.0,5400.0,952951.0,T7,0.13711827993392944
14029,14031.0,5400.0,952951.0,T9,0.4359799325466156
14029,14031.0,5400.0,952951.0,T12,0.3313462734222412
5644,5645.0,294.0,17512.0,T2,0.2693201005458832
5644,5645.0,294.0,17512.0,T11,0.1351323425769806
5644,5645.0,294.0,17512.0,T12,0.3757242262363434
5644,5645.0,294.0,17512.0,T13,0.11110712587833405
5119,5121.0,665.0,59387.0,T1,0.28414562344551086
5119,5121.0,665.0,59387.0,T3,0.1323535144329071
5119,5121.0,665.0,59387.0,T5,0.232246994972229
5119,5121.0,665.0,59387.0,T9,0.10668652504682541
5119,5121.0,665.0,59387.0,T12,0.23375451564788818
5091,5093.0,2092.0,371288.0,T9,0.5397417545318604
5091,5093.0,2092.0,371288.0,T12,0.3756332993507385
4471,4472.0,655.0,92852.0,T7,0.18267400562763214
4471,4472.0,655.0,92852.0,T10,0.1933160275220871
4471,4472.0,655.0,92852.0,T12,0.4214186668395996
4193,4194.0,37.0,256882.0,T4,0.1139223724603653
4193,4194.0,37.0,256882.0,T5,0.1485813558101654
4193,4194.0,37.0,256882.0,T11,0.5213046073913574
4193,4194.0,37.0,256882.0,T13,0.18751829862594604
3844,3846.0,953.0,220335.0,T1,0.3201448619365692
3844,3846.0,953.0,220335.0,T7,0.28335514664649963
3844,3846.0,953.0,220335.0,T12,0.21789613366127014
3707,3708.0,485.0,251740.0,T7,0.3149535655975342
3707,3708.0,485.0,251740.0,T9,0.13197560608386993
3707,3708.0,485.0,251740.0,T12,0.5124099850654602
3674,3675.0,665.0,59387.0,T1,0.2733655273914337
3674,3675.0,665.0,59387.0,T9,0.13035210967063904
3674,3675.0,665.0,59387.0,T11,0.15435320138931274
3674,3675.0,665.0,59387.0,T12,0.28060054779052734
3600,3604.0,655.0,92852.0,T9,0.5094413161277771
3600,3604.0,655.0,92852.0,T10,0.10596788674592972
3600,3604.0,655.0,92852.0,T12,0.27963975071907043
3543,3549.0,485.0,251740.0,T12,0.805888295173645
2837,2841.0,485.0,251740.0,T3,0.18419088423252106
2837,2841.0,485.0,251740.0,T12,0.7497490644454956
2703,2708.0,1567.0,42163.0,T2,0.12806369364261627
2703,2708.0,1567.0,42163.0,T12,0.7249457240104675
2631,2634.0,485.0,251740.0,T12,0.8163434267044067
2552,2555.0,485.0,251740.0,T1,0.46134671568870544
2552,2555.0,485.0,251740.0,T3,0.1753711849451065
2552,2555.0,485.0,251740.0,T12,0.30439648032188416
2087,2089.0,294.0,17512.0,T2,0.11059839278459549
2087,2089.0,294.0,17512.0,T4,0.31346988677978516
2087,2089.0,294.0,17512.0,T7,0.3010437786579132
2087,2089.0,294.0,17512.0,T11,0.11217442154884338
1653,1655.0,22.0,275634.0,T7,0.14600835740566254
1653,1655.0,22.0,275634.0,T9,0.38190796971321106
1653,1655.0,22.0,275634.0,T12,0.2992332875728607
75,80.0,33.0,6080.0,T12,0.9599119424819946
2982,2983.0,57.0,21049.0,T9,0.15969203412532806
2982,2983.0,57.0,21049.0,T12,0.5515902638435364
14727,14728.0,8385.0,1319667.0,T11,0.9302620887756348
5227,5228.0,2092.0,371288.0,T1,0.30454781651496887
5227,5228.0,2092.0,371288.0,T3,0.24893169105052948
5227,5228.0,2092.0,371288.0,T12,0.3292446732521057
22925,22926.0,975.0,61611.0,T1,0.2336587905883789
22925,22926.0,975.0,61611.0,T3,0.13220463693141937
22925,22926.0,975.0,61611.0,T11,0.2590971291065216
22925,22926.0,975.0,61611.0,T12,0.34148991107940674
14881,14884.0,2568.0,207607.0,T5,0.21611832082271576
14881,14884.0,2568.0,207607.0,T11,0.6585695147514343
5897,5901.0,1574.0,319571.0,T1,0.49924811720848083
5897,5901.0,1574.0,319571.0,T5,0.13214224576950073
5897,5901.0,1574.0,319571.0,T12,0.3455073833465576
23101,23216.0,37.0,256882.0,T3,0.1850581020116806
23101,23216.0,37.0,256882.0,T12,0.8033449053764343
15102,15107.0,975.0,61611.0,T4,0.331448495388031
15102,15107.0,975.0,61611.0,T11,0.16286897659301758
15102,15107.0,975.0,61611.0,T12,0.24969269335269928
15202,15204.0,971.0,410094.0,T11,0.5157109498977661
15202,15204.0,971.0,410094.0,T12,0.1508958488702774
15214,15215.0,2568.0,207607.0,T2,0.7647939324378967
15214,15215.0,2568.0,207607.0,T12,0.17477111518383026
15260,15270.0,485.0,251740.0,T1,0.28629812598228455
15260,15270.0,485.0,251740.0,T3,0.2183992862701416
15260,15270.0,485.0,251740.0,T12,0.41639459133148193
5932,5974.0,2737.0,358347.0,T9,0.1404363512992859
5932,5974.0,2737.0,358347.0,T11,0.5345472693443298
5932,5974.0,2737.0,358347.0,T12,0.19429247081279755
15436,15445.0,5400.0,952951.0,T10,0.6124997138977051
15436,15445.0,5400.0,952951.0,T12,0.22997944056987762
6236,6240.0,3306.0,210645.0,T9,0.19949929416179657
6236,6240.0,3306.0,210645.0,T12,0.6053929328918457
6957,6958.0,836.0,32523.0,T4,0.12194053828716278
6957,6958.0,836.0,32523.0,T10,0.1037449911236763
6957,6958.0,836.0,32523.0,T11,0.11850221455097198
6957,6958.0,836.0,32523.0,T12,0.42967134714126587
6957,6958.0,836.0,32523.0,T13,0.21145375072956085
15599,15602.0,975.0,61611.0,T1,0.22868689894676208
15599,15602.0,975.0,61611.0,T3,0.1737925410270691
15599,15602.0,975.0,61611.0,T12,0.5693978071212769
15722,15724.0,665.0,59387.0,T5,0.2664033770561218
15722,15724.0,665.0,59387.0,T11,0.3600722551345825
15722,15724.0,665.0,59387.0,T12,0.33229219913482666
15934,15938.0,9611.0,131106.0,T1,0.2614513635635376
15934,15938.0,9611.0,131106.0,T7,0.24159763753414154
15934,15938.0,9611.0,131106.0,T9,0.14719273149967194
15934,15938.0,9611.0,131106.0,T12,0.2538519501686096
15943,15945.0,294.0,17512.0,T3,0.20552551746368408
15943,15945.0,294.0,17512.0,T7,0.1821543276309967
15943,15945.0,294.0,17512.0,T9,0.1397441327571869
15943,15945.0,294.0,17512.0,T12,0.44762784242630005
8033,8041.0,5393.0,966735.0,T3,0.2598223090171814
8033,8041.0,5393.0,966735.0,T11,0.6695488095283508
16164,16265.0,2568.0,207607.0,T5,0.6488070487976074
16164,16265.0,2568.0,207607.0,T12,0.3017268180847168
8066,8067.0,485.0,251740.0,T9,0.6886212825775146
8066,8067.0,485.0,251740.0,T12,0.2993581295013428
16731,16732.0,485.0,251740.0,T3,0.1596488207578659
16731,16732.0,485.0,251740.0,T12,0.739630937576294
8456,8460.0,5411.0,969353.0,T7,0.20716504752635956
8456,8460.0,5411.0,969353.0,T9,0.2643340229988098
8456,8460.0,5411.0,969353.0,T12,0.3557125926017761
16796,17846.0,5400.0,952951.0,T1,0.18481884896755219
16796,17846.0,5400.0,952951.0,T2,0.32022538781166077
16796,17846.0,5400.0,952951.0,T6,0.2991902530193329
16806,17094.0,975.0,61611.0,T10,0.4493200182914734
16806,17094.0,975.0,61611.0,T12,0.37814486026763916
16958,16962.0,971.0,410094.0,T1,0.21478517353534698
16958,16962.0,971.0,410094.0,T12,0.6639427542686462
17067,17068.0,9611.0,131106.0,T5,0.34577494859695435
17067,17068.0,9611.0,131106.0,T12,0.3169597387313843
17067,17068.0,9611.0,131106.0,T13,0.28897497057914734
17172,17173.0,485.0,251740.0,T5,0.23287780582904816
17172,17173.0,485.0,251740.0,T12,0.5871007442474365
17234,17235.0,971.0,410094.0,T2,0.10376221686601639
17234,17235.0,971.0,410094.0,T3,0.32044753432273865
17234,17235.0,971.0,410094.0,T12,0.5334843993186951
17393,17409.0,665.0,59387.0,T4,0.2742237150669098
17393,17409.0,665.0,59387.0,T7,0.39715760946273804
17393,17409.0,665.0,59387.0,T11,0.10102672129869461
17393,17409.0,665.0,59387.0,T12,0.15349891781806946
25635,25636.0,485.0,251740.0,T3,0.28535449504852295
25635,25636.0,485.0,251740.0,T4,0.19636385142803192
25635,25636.0,485.0,251740.0,T12,0.42357560992240906
8757,8759.0,396.0,129668.0,T4,0.5176170468330383
8757,8759.0,396.0,129668.0,T12,0.3054489195346832
9156,9157.0,6002.0,210802.0,T9,0.411144495010376
9156,9157.0,6002.0,210802.0,T12,0.48300132155418396
17593,17596.0,975.0,61611.0,T2,0.1757952719926834
17593,17596.0,975.0,61611.0,T7,0.2754286527633667
17593,17596.0,975.0,61611.0,T12,0.4466550350189209
9668,9669.0,1051.0,165030.0,T1,0.10978928953409195
9668,9669.0,1051.0,165030.0,T4,0.16071873903274536
9668,9669.0,1051.0,165030.0,T12,0.5985937118530273
17847,17850.0,485.0,251740.0,T1,0.16445687413215637
17847,17850.0,485.0,251740.0,T3,0.1842239499092102
17847,17850.0,485.0,251740.0,T12,0.5374456644058228
10270,10273.0,2006.0,295878.0,T1,0.36397090554237366
10270,10273.0,2006.0,295878.0,T3,0.1526436060667038
10270,10273.0,2006.0,295878.0,T7,0.11728860437870026
10270,10273.0,2006.0,295878.0,T12,0.32201239466667175
17899,17900.0,8548.0,1338249.0,T12,0.8460602164268494
18011,18015.0,971.0,410094.0,T3,0.2966028153896332
18011,18015.0,971.0,410094.0,T10,0.15157131850719452
18011,18015.0,971.0,410094.0,T12,0.4349396228790283
10292,10295.0,975.0,61611.0,T11,0.2316768914461136
10292,10295.0,975.0,61611.0,T12,0.5418332815170288
18086,18088.0,5400.0,952951.0,T1,0.135614275932312
18086,18088.0,5400.0,952951.0,T5,0.20510616898536682
18086,18088.0,5400.0,952951.0,T10,0.20140080153942108
18086,18088.0,5400.0,952951.0,T12,0.41331303119659424
18087,18104.0,2568.0,207607.0,T7,0.25842276215553284
18087,18104.0,2568.0,207607.0,T9,0.2102009654045105
18087,18104.0,2568.0,207607.0,T12,0.4448774456977844
18154,18156.0,665.0,59387.0,T2,0.20794986188411713
18154,18156.0,665.0,59387.0,T7,0.13678008317947388
18154,18156.0,665.0,59387.0,T12,0.5076116919517517
18162,18163.0,975.0,61611.0,T12,0.7150434851646423
18162,18163.0,975.0,61611.0,T13,0.13499976694583893
18185,18187.0,5400.0,952951.0,T7,0.3098662197589874
18185,18187.0,5400.0,952951.0,T9,0.35186338424682617
18185,18187.0,5400.0,952951.0,T12,0.22499015927314758
18207,18209.0,485.0,251740.0,T1,0.1228308156132698
18207,18209.0,485.0,251740.0,T7,0.20316259562969208
18207,18209.0,485.0,251740.0,T12,0.6362412571907043
13120,13121.0,8548.0,1338249.0,T8,0.14788644015789032
13120,13121.0,8548.0,1338249.0,T9,0.744260311126709
18505,18535.0,971.0,410094.0,T3,0.11586757749319077
18505,18535.0,971.0,410094.0,T7,0.3222147226333618
18505,18535.0,971.0,410094.0,T12,0.4071931540966034
18533,18543.0,5400.0,952951.0,T1,0.3381092846393585
18533,18543.0,5400.0,952951.0,T11,0.35973721742630005
18533,18543.0,5400.0,952951.0,T12,0.2309637814760208
12313,12314.0,7694.0,998962.0,T9,0.3097105324268341
12313,12314.0,7694.0,998962.0,T12,0.5860536694526672
18936,18938.0,655.0,92852.0,T10,0.3878959119319916
18936,18938.0,655.0,92852.0,T12,0.44582173228263855
11393,11394.0,3775.0,528777.0,T1,0.2539558410644531
11393,11394.0,3775.0,528777.0,T7,0.30178698897361755
11393,11394.0,3775.0,528777.0,T11,0.21310628950595856
11393,11394.0,3775.0,528777.0,T12,0.16465002298355103
19193,19240.0,655.0,92852.0,T7,0.5126211047172546
19193,19240.0,655.0,92852.0,T12,0.3092478811740875
19214,19216.0,5400.0,952951.0,T1,0.26866576075553894
19214,19216.0,5400.0,952951.0,T5,0.17618419229984283
19214,19216.0,5400.0,952951.0,T7,0.14312134683132172
19214,19216.0,5400.0,952951.0,T12,0.3369317948818207
11662,11670.0,2568.0,207607.0,T1,0.16244447231292725
11662,11670.0,2568.0,207607.0,T7,0.23111790418624878
11662,11670.0,2568.0,207607.0,T12,0.350214421749115
19448,19449.0,836.0,32523.0,T1,0.3970145583152771
19448,19449.0,836.0,32523.0,T12,0.4575376808643341
14890,14893.0,9041.0,92839.0,T7,0.3222475051879883
14890,14893.0,9041.0,92839.0,T9,0.656048595905304
4524,4529.0,453.0,238568.0,T1,0.15412220358848572
4524,4529.0,453.0,238568.0,T12,0.7988511919975281
19749,19750.0,3339.0,331827.0,T1,0.2705414593219757
19749,19750.0,3339.0,331827.0,T9,0.2511744499206543
19749,19750.0,3339.0,331827.0,T12,0.34526607394218445
19751,19754.0,227.0,10730.0,T2,0.30261650681495667
19751,19754.0,227.0,10730.0,T11,0.6265029907226562
19756,19777.0,5400.0,952951.0,T7,0.24182620644569397
19756,19777.0,5400.0,952951.0,T9,0.5814689993858337
19756,19777.0,5400.0,952951.0,T13,0.11030955612659454
19790,19792.0,975.0,61611.0,T2,0.15087111294269562
19790,19792.0,975.0,61611.0,T12,0.6586179137229919
19911,19914.0,655.0,92852.0,T4,0.19500143826007843
19911,19914.0,655.0,92852.0,T7,0.2536695599555969
19911,19914.0,655.0,92852.0,T12,0.16613148152828217
19911,19914.0,655.0,92852.0,T13,0.15687882900238037
4530,4531.0,294.0,17512.0,T2,0.7810348868370056
4530,4531.0,294.0,17512.0,T3,0.16681402921676636
20095,20099.0,975.0,61611.0,T3,0.23927493393421173
20095,20099.0,975.0,61611.0,T12,0.749644935131073
4536,4537.0,33.0,6080.0,T1,0.2746545672416687
4536,4537.0,33.0,6080.0,T12,0.6364827752113342
20166,20169.0,971.0,410094.0,T7,0.2939995229244232
20166,20169.0,971.0,410094.0,T12,0.5686251521110535
20209,20213.0,5400.0,952951.0,T1,0.4991004467010498
20209,20213.0,5400.0,952951.0,T12,0.39952898025512695
20242,20243.0,971.0,410094.0,T4,0.6414418816566467
20242,20243.0,971.0,410094.0,T12,0.3349023461341858
4555,4556.0,2678.0,406999.0,T2,0.4076195955276489
4555,4556.0,2678.0,406999.0,T4,0.172678142786026
4555,4556.0,2678.0,406999.0,T11,0.14028096199035645
4555,4556.0,2678.0,406999.0,T12,0.14834649860858917
4555,4556.0,2678.0,406999.0,T13,0.10614535957574844
6694,6695.0,3365.0,528752.0,T4,0.12610316276550293
6694,6695.0,3365.0,528752.0,T12,0.4634660482406616
6694,6695.0,3365.0,528752.0,T13,0.28308814764022827
20404,20405.0,975.0,61611.0,T4,0.4009307622909546
20404,20405.0,975.0,61611.0,T7,0.22604329884052277
20404,20405.0,975.0,61611.0,T12,0.17277178168296814
20406,20407.0,971.0,410094.0,T4,0.243055522441864
20406,20407.0,971.0,410094.0,T7,0.31502291560173035
20406,20407.0,971.0,410094.0,T11,0.24214334785938263
6756,6762.0,4612.0,22815.0,T2,0.6008502244949341
6756,6762.0,4612.0,22815.0,T12,0.1712372750043869
6756,6762.0,4612.0,22815.0,T13,0.14455105364322662
7687,7694.0,5105.0,140479.0,T1,0.21027624607086182
7687,7694.0,5105.0,140479.0,T9,0.1314774602651596
7687,7694.0,5105.0,140479.0,T12,0.5726286172866821
20684,20685.0,975.0,61611.0,T2,0.3799029290676117
20684,20685.0,975.0,61611.0,T8,0.1246841624379158
20684,20685.0,975.0,61611.0,T12,0.24809630215168
20707,20709.0,5400.0,952951.0,T2,0.20750416815280914
20707,20709.0,5400.0,952951.0,T5,0.4704144597053528
20707,20709.0,5400.0,952951.0,T12,0.28875845670700073
14305,14306.0,6253.0,1058123.0,T1,0.24661265313625336
14305,14306.0,6253.0,1058123.0,T3,0.24294622242450714
14305,14306.0,6253.0,1058123.0,T9,0.11753803491592407
14305,14306.0,6253.0,1058123.0,T12,0.376762330532074
20871,20873.0,11003.0,1032899.0,T1,0.3101804554462433
20871,20873.0,11003.0,1032899.0,T7,0.13927796483039856
20871,20873.0,11003.0,1032899.0,T9,0.2510797679424286
20871,20873.0,11003.0,1032899.0,T12,0.23101353645324707
8803,8806.0,1918.0,334068.0,T7,0.25061118602752686
8803,8806.0,1918.0,334068.0,T9,0.23192188143730164
8803,8806.0,1918.0,334068.0,T12,0.353518009185791
10551,10552.0,665.0,59387.0,T3,0.17374517023563385
10551,10552.0,665.0,59387.0,T4,0.16405387222766876
10551,10552.0,665.0,59387.0,T11,0.13225600123405457
10551,10552.0,665.0,59387.0,T12,0.37676477432250977
10615,10616.0,5882.0,889437.0,T4,0.1642298847436905
10615,10616.0,5882.0,889437.0,T7,0.6119157075881958
10615,10616.0,5882.0,889437.0,T12,0.12679865956306458
14465,14468.0,836.0,32523.0,T1,0.2889430522918701
14465,14468.0,836.0,32523.0,T9,0.14155808091163635
14465,14468.0,836.0,32523.0,T12,0.38047513365745544
21225,21234.0,836.0,32523.0,T7,0.22555965185165405
21225,21234.0,836.0,32523.0,T9,0.3815130293369293
21225,21234.0,836.0,32523.0,T12,0.23360192775726318
2503,2504.0,57.0,21049.0,T3,0.2023584544658661
2503,2504.0,57.0,21049.0,T5,0.5500468611717224
2503,2504.0,57.0,21049.0,T7,0.21261727809906006
2405,2409.0,28.0,83488.0,T1,0.11683646589517593
2405,2409.0,28.0,83488.0,T4,0.5164549350738525
2405,2409.0,28.0,83488.0,T12,0.3390357792377472
2372,2374.0,836.0,32523.0,T9,0.6840420365333557
2372,2374.0,836.0,32523.0,T12,0.219002366065979
10691,10692.0,3339.0,331827.0,T1,0.18020856380462646
10691,10692.0,3339.0,331827.0,T9,0.3708778917789459
10691,10692.0,3339.0,331827.0,T12,0.2962872385978699
10694,10695.0,6640.0,1135889.0,T3,0.18231534957885742
10694,10695.0,6640.0,1135889.0,T11,0.3485564589500427
10694,10695.0,6640.0,1135889.0,T12,0.36960649490356445
2178,2179.0,33.0,6080.0,T2,0.4132038354873657
2178,2179.0,33.0,6080.0,T11,0.43181440234184265
10729,10732.0,6253.0,1058123.0,T9,0.621383011341095
10729,10732.0,6253.0,1058123.0,T12,0.22451850771903992
21305,21312.0,836.0,32523.0,T2,0.33605140447616577
21305,21312.0,836.0,32523.0,T10,0.11244158446788788
21305,21312.0,836.0,32523.0,T12,0.4301007091999054
2010,2011.0,422.0,397395.0,T7,0.2045762687921524
2010,2011.0,422.0,397395.0,T10,0.2881101071834564
2010,2011.0,422.0,397395.0,T12,0.48395252227783203
12684,12685.0,971.0,410094.0,T3,0.19312834739685059
12684,12685.0,971.0,410094.0,T12,0.7546968460083008
1621,1622.0,22.0,275634.0,T3,0.17111283540725708
1621,1622.0,22.0,275634.0,T12,0.64280104637146
1427,1431.0,453.0,238568.0,T9,0.2584459185600281
1427,1431.0,453.0,238568.0,T12,0.6413429379463196
1362,1363.0,33.0,6080.0,T9,0.43588677048683167
1362,1363.0,33.0,6080.0,T12,0.5212286114692688
1344,1348.0,294.0,17512.0,T1,0.15558834373950958
1344,1348.0,294.0,17512.0,T11,0.32227444648742676
1344,1348.0,294.0,17512.0,T12,0.32411831617355347
10847,10848.0,6253.0,1058123.0,T1,0.2647446095943451
10847,10848.0,6253.0,1058123.0,T12,0.6936993598937988
1063,1064.0,294.0,17512.0,T7,0.11760703474283218
1063,1064.0,294.0,17512.0,T9,0.6187838315963745
1063,1064.0,294.0,17512.0,T12,0.194955974817276
627,630.0,158.0,167147.0,T1,0.26036855578422546
627,630.0,158.0,167147.0,T9,0.13396883010864258
627,630.0,158.0,167147.0,T12,0.5706577897071838
34159,34160.0,975.0,61611.0,T2,0.2882990539073944
34159,34160.0,975.0,61611.0,T3,0.2573941946029663
34159,34160.0,975.0,61611.0,T7,0.24073851108551025
34159,34160.0,975.0,61611.0,T12,0.18692567944526672
398,399.0,156.0,47803.0,T9,0.24814896285533905
398,399.0,156.0,47803.0,T12,0.6020057797431946
377,384.0,151.0,493665.0,T9,0.5618536472320557
377,384.0,151.0,493665.0,T12,0.3464239239692688
369,370.0,57.0,21049.0,T5,0.3062956631183624
369,370.0,57.0,21049.0,T7,0.11071905493736267
369,370.0,57.0,21049.0,T12,0.5616081357002258
14516,14517.0,8414.0,1317946.0,T9,0.6262577176094055
14516,14517.0,8414.0,1317946.0,T12,0.3398301899433136
244,251.0,22.0,275634.0,T1,0.6779383420944214
244,251.0,22.0,275634.0,T12,0.2765829861164093
162,167.0,33.0,6080.0,T4,0.5743920803070068
162,167.0,33.0,6080.0,T12,0.3501257002353668
14820,14821.0,227.0,10730.0,T2,0.32916468381881714
14820,14821.0,227.0,10730.0,T4,0.45711877942085266
14820,14821.0,227.0,10730.0,T12,0.1484798640012741
22752,22754.0,10950.0,175757.0,T1,0.4606812596321106
22752,22754.0,10950.0,175757.0,T7,0.1563050001859665
22752,22754.0,10950.0,175757.0,T9,0.10175913572311401
22752,22754.0,10950.0,175757.0,T12,0.27139899134635925
22865,22867.0,655.0,92852.0,T4,0.19281210005283356
22865,22867.0,655.0,92852.0,T7,0.5023091435432434
22865,22867.0,655.0,92852.0,T11,0.15791992843151093
22865,22867.0,655.0,92852.0,T12,0.12458273768424988
22903,22936.0,6566.0,10108.0,T4,0.6281033158302307
22903,22936.0,6566.0,10108.0,T12,0.2673415541648865
22937,22939.0,975.0,61611.0,T4,0.4562969207763672
22937,22939.0,975.0,61611.0,T5,0.17079882323741913
22937,22939.0,975.0,61611.0,T11,0.34396737813949585
22985,22986.0,971.0,410094.0,T10,0.23351968824863434
22985,22986.0,971.0,410094.0,T12,0.4747374653816223
22985,22986.0,971.0,410094.0,T13,0.2800825536251068
35542,35543.0,6253.0,1058123.0,T12,0.6007678508758545
35542,35543.0,6253.0,1058123.0,T13,0.1864691972732544
15014,15022.0,9611.0,131106.0,T2,0.1015092208981514
15014,15022.0,9611.0,131106.0,T4,0.1630600541830063
15014,15022.0,9611.0,131106.0,T9,0.18764925003051758
15014,15022.0,9611.0,131106.0,T12,0.3925454318523407
23097,23098.0,975.0,61611.0,T10,0.8144170641899109
23097,23098.0,975.0,61611.0,T12,0.1648387610912323
23315,23321.0,5400.0,952951.0,T10,0.7738530039787292
23315,23321.0,5400.0,952951.0,T12,0.19350767135620117
15262,15263.0,3813.0,134753.0,T6,0.22919419407844543
15262,15263.0,3813.0,134753.0,T7,0.24485589563846588
15262,15263.0,3813.0,134753.0,T8,0.1562867909669876
15262,15263.0,3813.0,134753.0,T12,0.2927732765674591
23454,23466.0,6566.0,10108.0,T2,0.15869423747062683
23454,23466.0,6566.0,10108.0,T9,0.22675800323486328
23454,23466.0,6566.0,10108.0,T12,0.536399781703949
23598,23626.0,37.0,256882.0,T7,0.24058914184570312
23598,23626.0,37.0,256882.0,T9,0.2126019150018692
23598,23626.0,37.0,256882.0,T12,0.38848912715911865
23632,23633.0,5400.0,952951.0,T1,0.4473121166229248
23632,23633.0,5400.0,952951.0,T9,0.16142651438713074
23632,23633.0,5400.0,952951.0,T12,0.3685792088508606
23778,23779.0,5400.0,952951.0,T1,0.2788698971271515
23778,23779.0,5400.0,952951.0,T12,0.5677264928817749
15446,15447.0,137.0,71001.0,T2,0.22187139093875885
15446,15447.0,137.0,71001.0,T12,0.6788784861564636
24338,24340.0,6253.0,1058123.0,T1,0.7752264738082886
24338,24340.0,6253.0,1058123.0,T4,0.13356174528598785
15475,15566.0,10082.0,1038692.0,T8,0.10357371717691422
15475,15566.0,10082.0,1038692.0,T10,0.2687635123729706
