tag,DownVotes,user_id,rownum
"mysql","13","572","5"
"ubiquity","1","633","1"
"xcode","56","714","1"
"macos","54","714","2"
"objective-c","22","714","3"
"mouse","20","714","4"
"focus","20","714","5"
"phpunit","12","727","1"
"unit-testing","12","727","2"
"php","12","727","3"
"conditional-operator","2","727","4"
"delphi","2","727","5"
".net","3","729","1"
"deployment","2","729","2"
"iis-6","2","729","3"
"asp.net-mvc","2","729","4"
"sql-server","2","729","5"
"wcf","4","747","1"
"asp.net","3","747","2"
"c#","2","747","3"
"function","1","747","4"
"vb.net","1","747","5"
"javascript","176","811","1"
"html","55","811","2"
"java","43","811","3"
"string","35","811","4"
"jquery","34","811","5"
"objective-c","14","842","1"
"c++","12","842","2"
"iphone","12","842","3"
"c","11","842","4"
"cocoa","9","842","5"
"c#","13","891","1"
"multithreading","5","891","2"
"singleton","5","891","3"
"python","3","891","4"
"enums","3","891","5"
"c++","63","1043","1"
"iphone","61","1043","2"
"exception-handling","43","1043","3"
"exception","43","1043","4"
"ios","40","1043","5"
"c#","49","20481","1"
"c","28","20481","2"
"c++","26","20481","3"
".net","15","20481","4"
"pdf","15","20481","5"
"delphi","4","20786","1"
"shutdown","1","20786","2"
"windows-messages","1","20786","3"
"ms-word","1","20786","4"
"unicode","1","20786","5"
"passenger","28","20816","1"
"ruby-on-rails","21","20816","2"
"puma","14","20816","3"
"ssl","14","20816","4"
"nginx","11","20816","5"
"regex","39","20938","1"
"java","15","20938","2"
"html","5","20938","3"
"php","5","20938","4"
"string","5","20938","5"
"c#","34","21061","1"
"javascript","19","21061","2"
"d3.js","13","21061","3"
".net","13","21061","4"
"charts","7","21061","5"
"sql","5","21155","1"
"sql-server","5","21155","2"
"oracle","1","21155","3"
"like-keyword","1","21155","4"
"toad","1","21155","5"
"java","4","21368","1"
"windows","2","21368","2"
"memory","2","21368","3"
"user-interface","1","21368","4"
"collections","1","21368","5"
"c#","13","21433","1"
"wpf","10","21433","2"
".net","5","21433","3"
"xaml","5","21433","4"
"seo","4","21433","5"
"asn.1","1","21435","1"
"recursion","1","21435","2"
"ber","1","21435","3"
"bubble-sort","1","21435","4"
"c","1","21435","5"
"python","25","21475","1"
"importerror","16","21475","2"
"python-import","16","21475","3"
"regex","14","21475","4"
"validation","10","21475","5"
"scala","8","21755","1"
"c++","7","21755","2"
"c","5","21755","3"
"inheritance","5","21755","4"
"c++-faq","5","21755","5"
"cocoa-touch","5","21915","1"
"iphone","2","21915","2"
"google-maps","1","21915","3"
"objective-c","1","21915","4"
"c++","18","22080","1"
"qt","15","22080","2"
"visual-studio","7","22080","3"
"node.js","5","22080","4"
"c++","19","1175","1"
"iphone","12","1175","2"
"c","11","1175","3"
"ios","7","1175","4"
"memory","7","1175","5"
"javascript","25","1200","1"
"c#","19","1200","2"
"php","17","1200","3"
"security","13","1200","4"
"objective-c","13","1200","5"
"c#","14","1242","1"
"delphi","10","1242","2"
"dependencies","7","1242","3"
"powershell","7","1242","4"
"compiler-errors","7","1242","5"
"ruby-on-rails","12","1249","1"
"c#","10","1249","2"
"jquery","9","1249","3"
"css","8","1249","4"
"javascript","7","1249","5"
"java","90","1288","1"
"c#","41","1288","2"
"c++","33","1288","3"
"algorithm","29","1288","4"
"c","28","1288","5"
"svn","9","1441","1"
"c++","8","1441","2"
"c#","5","1441","3"
"windows","5","1441","4"
"javascript","4","1441","5"
"python","5","1474","1"
"uitableview","2","1474","2"
"synchronous","2","1474","3"
"asynchronous","2","1474","4"
"cocoa-touch","2","1474","5"
"multipartform-data","1","1486","1"
"git","1","1486","2"
"ruby-on-rails-3","1","1486","3"
"java","1","1486","4"
"ruby-on-rails","1","1486","5"
"c#","6","1514","1"
"javascript","3","1514","2"
".net","2","1514","3"
"wpf","1","1514","4"
"date","1","1514","5"
"java","31","1527","1"
"c++","30","1527","2"
"c","21","1527","3"
"algorithm","14","1527","4"
"c#","13","1527","5"
"managed-c++","3","1529","1"
"c++-cli","3","1529","2"
"string","3","1529","3"
"compression","2","1529","4"
"algorithm","2","1529","5"
"c#","7","1533","1"
"validation","4","1533","2"
"xml","4","1533","3"
"file","4","1533","4"
"filesystems","3","1533","5"
"c++","79","13744","1"
"performance","29","13744","2"
"svn","26","13744","3"
"c#","24","13744","4"
"c","18","13744","5"
"sharepoint","19","13813","1"
"c#","4","13813","2"
"moss","4","13813","3"
"silverlight-2.0","3","13813","4"
"silverlight-3.0","3","13813","5"
"ruby","15","13831","1"
"ruby-on-rails-3","7","13831","2"
"version-control","5","13831","3"
"ruby-on-rails","5","13831","4"
"git","5","13831","5"
"go","67","13860","1"
"bash","16","13860","2"
"postgresql","16","13860","3"
"javascript","14","13860","4"
"command-line","12","13860","5"
"java","15","13940","1"
"multithreading","6","13940","2"
"simpledateformat","6","13940","3"
"date","6","13940","4"
"ordinal","6","13940","5"
"c#","10","14048","1"
".net","7","14048","2"
"winforms","6","14048","3"
"asp.net","4","14048","4"
"session-state","3","14048","5"
"perl","23","14132","1"
"raku","11","14132","2"
"regex","8","14132","3"
"string","5","14132","4"
"file-io","5","14132","5"
"ruby","13","14253","1"
"ruby-on-rails","13","14253","2"
"ruby-on-rails-3","4","14253","3"
"php","4","14253","4"
"activerecord","3","14253","5"
"ember.js","1","14521","1"
"handlebars.js","1","14521","2"
"sass","1","14521","3"
"testing","11","14924","1"
"unit-testing","11","14924","2"
"eclipse","11","14924","3"
"junit","11","14924","4"
"java","10","14924","5"
"c++","6","15065","1"
"javascript","5","15065","2"
"objective-c","5","15065","3"
"c","5","15065","4"
"json","5","15065","5"
"ruby-on-rails","102","15245","1"
"ruby","79","15245","2"
"ruby-on-rails-3","32","15245","3"
"rubygems","17","15245","4"
"rspec","11","15245","5"
"ios","12","15371","1"
"xhtml","8","15371","2"
"xcode","6","15371","3"
"storyboard","6","15371","4"
"uistoryboard","6","15371","5"
"sql","20","15401","1"
"sql-server","17","15401","2"
"database","12","15401","3"
"python","11","15401","4"
"c","8","15401","5"
"c#","3","26221","1"
"email","2","26221","2"
".net","2","26221","3"
"validation","1","26221","4"
"out-of-memory","1","26221","5"
"svn","4","26387","1"
"comments","2","26387","2"
"return-value","1","26387","3"
"code-duplication","1","26387","4"
"open-source","1","26387","5"
"c#","10","26396","1"
"wcf","6","26396","2"
"git","6","26396","3"
"visual-studio","6","26396","4"
"msbuild","5","26396","5"
"c#","39","26414","1"
".net","10","26414","2"
"wpf","10","26414","3"
"sql","7","26414","4"
"java","31","7671","1"
"clojure","7","7671","2"
"final","4","7671","3"
"oop","4","7671","4"
"type-conversion","3","7671","5"
"c++","3","7740","1"
"blackberry","3","7740","2"
"java-me","2","7740","3"
"appworld","1","7740","4"
"java","1","7740","5"
"html","18","7988","1"
"webcam","15","7988","2"
"video","15","7988","3"
"svg","6","7988","4"
"cpu-usage","6","7988","5"
"ios","22","8047","1"
"iphone","10","8047","2"
"objective-c","9","8047","3"
"git","8","8047","4"
"rest","6","8047","5"
"c++","32","8078","1"
"c#","27","8078","2"
"c","24","8078","3"
"data-structures","14","8078","4"
"visual-c++","14","8078","5"
"c++","11","8090","1"
"c","7","8090","2"
"user-defined-functions","2","8090","3"
"iso9660","2","8090","4"
"include","2","8090","5"
"c++","77","8123","1"
"c","39","8123","2"
"strict-aliasing","17","8123","3"
"string","17","8123","4"
"stdstring","17","8123","5"
"python","99","8206","1"
"c++","38","8206","2"
"c","31","8206","3"
"dictionary","28","8206","4"
"object","24","8206","5"
"perl","41","8233","1"
"regex","8","8233","2"
"hash","5","8233","3"
"pack","4","8233","4"
"sorting","3","8233","5"
"c","10","8331","1"
"php","9","8331","2"
"c++","8","8331","3"
"svn","5","8331","4"
"ignore","4","8331","5"
"perl","31","8355","1"
"regex","4","8355","2"
"naming-conventions","3","8355","3"
"language-agnostic","3","8355","4"
"hungarian-notation","3","8355","5"
"c++","15","8446","1"
"visual-studio","7","8446","2"
"naming-conventions","6","8446","3"
"c#","5","8446","4"
"standards","5","8446","5"
"wpf","5","15428","1"
"textblock","5","15428","2"
"sql-server","1","15428","3"
"formatting","1","15428","4"
"reporting-services","1","15428","5"
"lisp","10","15517","1"
"c++","9","15517","2"
"malloc","8","15517","3"
"new-operator","8","15517","4"
"memory-management","8","15517","5"
"php","4","15534","1"
"linux","4","15534","2"
"regex","3","15534","3"
"gnome","2","15534","4"
"console","2","15534","5"
"postgresql","67","15785","1"
"python","12","15785","2"
"sql","10","15785","3"
"rowcount","10","15785","4"
"sql-delete","8","15785","5"
"c","24","15809","1"
"sockets","15","15809","2"
"algorithm","10","15809","3"
"gps","9","15809","4"
"language-agnostic","9","15809","5"
"xamarin.forms","1","15848","1"
"html","1","15848","2"
"xamarin.android","1","15848","3"
"css","1","15848","4"
"html-table","1","15848","5"
"immutability","3","16002","1"
"c#","3","16002","2"
"assembly","79","16007","1"
"c","77","16007","2"
"embedded","41","16007","3"
"arm","40","16007","4"
"gcc","27","16007","5"
"c++","37","16287","1"
"c","9","16287","2"
"pointers","6","16287","3"
"types","4","16287","4"
"call","4","16287","5"
"join","5","16430","1"
"mysql","5","16430","2"
"search","3","16430","3"
"scalability","3","16430","4"
"algorithm","3","16430","5"
"pointers","2","16460","1"
"iphone","1","16460","2"
"debugging","1","16460","3"
"ios","1","16460","4"
"xcode4","1","16460","5"
"objective-c","16","16892","1"
"c#","7","16892","2"
"mono","7","16892","3"
"xamarin.ios","7","16892","4"
"iphone","7","16892","5"
"c++","4","16990","1"
"algorithm","2","16990","2"
"geometry","2","16990","3"
"triangulation","2","16990","4"
"cgal","2","16990","5"
"python","27","17017","1"
"django","25","17017","2"
"django-models","6","17017","3"
"mysql","6","17017","4"
"dictionary","4","17017","5"
"c++","30","17027","1"
"c","17","17027","2"
"macos","9","17027","3"
"c#","9","17027","4"
"performance","8","17027","5"
"java","30","17041","1"
"string","18","17041","2"
"hibernate","6","17041","3"
"sql","5","17041","4"
"select","5","17041","5"
".net-4.0","2","17122","1"
".net-3.5","2","17122","2"
"c","1","17122","3"
"double-pointer","1","17122","4"
"app-config","1","17122","5"
"python","480","17160","1"
"typechecking","107","17160","2"
"types","38","17160","3"
"stdout","28","17160","4"
"python-2.x","28","17160","5"
"objective-c","4","36984","1"
"c++","39","1674","1"
"c","24","1674","2"
"memory-leaks","21","1674","3"
"makefile","5","1674","4"
"c++11","4","1674","5"
"php","2","1714","1"
"wordpress","2","1714","2"
"sql","2","1714","3"
"r","1","1714","4"
"sybase","1","1714","5"
"c++","12","1891","1"
"c","9","1891","2"
"performance","6","1891","3"
"io","6","1891","4"
"concatenation","4","1891","5"
"c#","13","1954","1"
".net","10","1954","2"
"android","4","1954","3"
"atom-editor","3","1954","4"
"powershell","3","1954","5"
"c#","49","2199","1"
".net","25","2199","2"
"sql-server","14","2199","3"
"sql","13","2199","4"
"asp.net","8","2199","5"
"udp","10","2274","1"
"networking","10","2274","2"
"tcp","10","2274","3"
"subclipse","2","2274","4"
"mysql","2","2274","5"
"c#","2","2289","1"
"c++","2","2289","2"
"static","1","2289","3"
"2d","1","2289","4"
"database","1","2289","5"
"c++","70","2368","1"
"coding-style","8","2368","2"
"c++11","8","2368","3"
"pointers","6","2368","4"
"reference","6","2368","5"
"gcc","3","2387","1"
"linker","3","2387","2"
"dll","2","2387","3"
"merge","2","2387","4"
"c#","2","2387","5"
"sql","3","2586","1"
"sql-server","3","2586","2"
"stored-procedures","2","2586","3"
"upsert","2","2586","4"
"performance","1","2586","5"
"java","161","2598","1"
"c#","44","2598","2"
"oop","39","2598","3"
".net","20","2598","4"
"deprecated","19","2598","5"
"c++","27","2666","1"
"c","21","2666","2"
"arrays","8","2666","3"
"coding-style","5","2666","4"
"static","4","2666","5"
"ember.js","6","2701","1"
"language-agnostic","4","2701","2"
"ember-data","4","2701","3"
"wcf","3","2701","4"
"c++","3","2701","5"
"c++","9","2971","1"
"c","6","2971","2"
"jquery","3","2971","3"
"recursion","3","2971","4"
"javascript","3","2971","5"
"vim","20","2974","1"
"c++","20","2974","2"
"linux","19","2974","3"
"apache","19","2974","4"
"regex","16","2974","5"
"iphone","33","2998","1"
"ios","23","2998","2"
"objective-c","13","2998","3"
"xcode","9","2998","4"
"app-store","7","2998","5"
"python","78","3002","1"
"windows","20","3002","2"
"cmd","16","3002","3"
"image","9","3002","4"
"regex","9","3002","5"
"java","10","3009","1"
"performance","6","3009","2"
"python","6","3009","3"
"go","6","3009","4"
"objective-c","6","3009","5"
"python","18","10138","1"
"psycopg2","7","10138","2"
"postgresql","6","10138","3"
"multithreading","5","10138","4"
"timeout","5","10138","5"
"c#","35","10174","1"
".net","20","10174","2"
"sql-server","11","10174","3"
"java","11","10174","4"
"utf-16","8","10174","5"
"csv","5","10238","1"
"xlsx","5","10238","2"
"converter","5","10238","3"
"excel","5","10238","4"
"linux","5","10238","5"
"c++","3","10247","1"
"xor","1","10247","2"
"xslt","1","10247","3"
"boolean","1","10247","4"
"templates","1","10247","5"
"python","54","10293","1"
"html","14","10293","2"
"dom","8","10293","3"
"parsing","8","10293","4"
"pip","6","10293","5"
"c#","19","10387","1"
".net","10","10387","2"
"delphi","8","10387","3"
"linq","6","10387","4"
"asp.net","5","10387","5"
"c","30","10396","1"
"c++","29","10396","2"
"windows","12","10396","3"
"fortran","11","10396","4"
"nmake","11","10396","5"
"c#","153","10431","1"
"unit-testing","107","10431","2"
"c++","19","10431","3"
"c","18","10431","4"
"crash","9","10431","5"
"c++","18","10755","1"
"svn","13","10755","2"
"version-control","10","10755","3"
"msscc","7","10755","4"
"powerbuilder","7","10755","5"
"c#","9","11123","1"
"bash","6","11123","2"
"shell","6","11123","3"
"date","6","11123","4"
"strftime","6","11123","5"
"java","73","11142","1"
"spring","16","11142","2"
"jetty","16","11142","3"
"file","5","11142","4"
"swt","5","11142","5"
"c#","45","11182","1"
".net","26","11182","2"
"iis","18","11182","3"
"asp.net","17","11182","4"
"visual-studio","16","11182","5"
"java","28","44330","1"
"javascript","22","44330","2"
"python","17","44330","3"
"math","11","44330","4"
"c++","112","3146","1"
"git","41","3146","2"
"c","27","3146","3"
"singleton","24","3146","4"
"design-patterns","22","3146","5"
"c++","180","3153","1"
"c","79","3153","2"
"http","43","3153","3"
"python","37","3153","4"
"c#","36","3153","5"
"c++","15","3279","1"
"file-io","10","3279","2"
"fstream","9","3279","3"
"mmap","9","3279","4"
"c","7","3279","5"
"c#","35","3312","1"
".net","18","3312","2"
"process","6","3312","3"
"32bit-64bit","5","3312","4"
"encryption","4","3312","5"
"c#","16","3320","1"
".net","10","3320","2"
"unit-testing","6","3320","3"
"moq","6","3320","4"
"mocking","6","3320","5"
"emacs","12","3673","1"
"elisp","3","3673","2"
"aquamacs","2","3673","3"
"emacs23","2","3673","4"
"clipboard","2","3673","5"
"ruby-on-rails","14","3736","1"
"datetime","11","3736","2"
"ruby","11","3736","3"
"c-preprocessor","3","3736","4"
"c","3","3736","5"
"c++","3","3830","1"
"version-control","2","3830","2"
"c","2","3830","3"
"struct","1","3830","4"
"fonts","1","3830","5"
"c++","14","3886","1"
"c","7","3886","2"
"language-agnostic","6","3886","3"
"java","5","3886","4"
"svn","5","3886","5"
"javascript","14","11236","1"
"java","13","11236","2"
"msbuild","10","11236","3"
".net","7","11236","4"
"option","6","11236","5"
"c#","18","11241","1"
"linq-to-sql","13","11241","2"
"linq","12","11241","3"
".net","9","11241","4"
"sql-server","5","11241","5"
"java","9","11427","1"
"singleton","5","11427","2"
"design-patterns","5","11427","3"
"classloader","3","11427","4"
"html","2","11427","5"
"c#","20","11525","1"
".net","16","11525","2"
"asp.net","16","11525","3"
"javascript","12","11525","4"
"css","11","11525","5"
"ruby-on-rails","3","11530","1"
"ruby-on-rails-3","3","11530","2"
"web-services","2","11530","3"
"testing","2","11530","4"
"model-view-controller","2","11530","5"
"c++","25","11649","1"
"python","22","11649","2"
"javascript","21","11649","3"
"visual-studio","20","11649","4"
"code-metrics","19","11649","5"
"vba","21","11683","1"
"excel","13","11683","2"
"sql","12","11683","3"
"c#","11","11683","4"
"sql-server","9","11683","5"
"c","13","11694","1"
"c++","10","11694","2"
"methods","9","11694","3"
"oop","9","11694","4"
"terminology","9","11694","5"
"coredump","3","11703","1"
"gdb","3","11703","2"
"debugging","3","11703","3"
"insight","3","11703","4"
"cygwin","3","11703","5"
"javascript","3","11820","1"
"backslash","1","11820","2"
"jquery","1","11820","3"
"internet-explorer-7","1","11820","4"
"onchange","1","11820","5"
"c++","32","11828","1"
"reference","13","11828","2"
"class-members","13","11828","3"
"enums","6","11828","4"
"namespaces","5","11828","5"
"javascript","27","11834","1"
"linux","23","11834","2"
"shell","22","11834","3"
"bash","22","11834","4"
"c++","22","11834","5"
"c++","14","11898","1"
"c#","10","11898","2"
"enums","5","11898","3"
"language-agnostic","4","11898","4"
"pre-increment","4","11898","5"
"c#","1","23418","1"
"wpf","1","23418","2"
"ironruby","1","23418","3"
"scalatra","1","23418","4"
"code-generation","1","23418","5"
"java","8","23637","1"
"javascript","2","23637","2"
"collections","2","23637","3"
"dom","2","23637","4"
"character","1","23637","5"
"c","18","23643","1"
"c++","18","23643","2"
"linux","18","23643","3"
"lowercase","8","23643","4"
"rename","8","23643","5"
"objective-c","14","23649","1"
"ios","13","23649","2"
"swift","11","23649","3"
"iphone","8","23649","4"
"cocoa-touch","4","23649","5"
"c++","24","23934","1"
"c","14","23934","2"
"binary","7","23934","3"
"bit-fields","7","23934","4"
"compiler-construction","5","23934","5"
"java","72","24054","1"
"jquery","44","24054","2"
"javascript","25","24054","3"
"python","21","24054","4"
"html","19","24054","5"
"iphone","2","24168","1"
"itunes","1","24168","2"
"ipad","1","24168","3"
"uitableview","1","24168","4"
"icons","1","24168","5"
"javascript","6","24433","1"
"jquery","5","24433","2"
"safari","4","24433","3"
"c++","19","6266","1"
"python","14","6266","2"
"git-branch","10","6266","3"
"git","10","6266","4"
"branch","10","6266","5"
"ruby","5","6304","1"
"methods","2","6304","2"
"ruby-on-rails","1","6304","3"
"diff","1","6304","4"
"defensive-programming","1","6304","5"
"git","780","6309","1"
"github","208","6309","2"
"eclipse","106","6309","3"
"java","97","6309","4"
"version-control","89","6309","5"
"c++","24","6345","1"
"stl","4","6345","2"
"c","3","6345","3"
"inline","2","6345","4"
"mfc","2","6345","5"
"jquery","122","6440","1"
"javascript","64","6440","2"
"css","17","6440","3"
"html","17","6440","4"
"c#","9","6440","5"
"cocoa","15","6443","1"
"objective-c","14","6443","2"
"macos","5","6443","3"
"iphone","4","6443","4"
"osx-lion","3","6443","5"
"groovy","54","6509","1"
"java","18","6509","2"
"grails","7","6509","3"
"sql","5","12113","1"
"sqlite","4","12113","2"
"rdbms","2","12113","3"
"database","2","12113","4"
"button","1","12113","5"
"perl","25","12195","1"
"hash","4","12195","2"
"xml","2","12195","3"
"ruby","2","12195","4"
"python","2","12195","5"
"git","24","12274","1"
"git-tag","16","12274","2"
"getlatest","16","12274","3"
"git-checkout","16","12274","4"
"perl","7","12274","5"
"git","4","12471","1"
"git-commit","2","12471","2"
"git-submodules","2","12471","3"
"version-control","1","12471","4"
"memory","1","12471","5"
"python","403","12855","1"
"string","49","12855","2"
"list","41","12855","3"
"regex","35","12855","4"
"php","31","12855","5"
"java","159","12943","1"
"performance","41","12943","2"
"optimization","32","12943","3"
"reflection","27","12943","4"
