index,answers,creation_date,len,postid,question,ratio,raw,source,tags,title,uniq,words,probability
11098,"no it s not worthless    to successfully attack an account an attacker needs to know the salt for that account and every account s salt should be different the hashing algorightm used  and  the final stored password hash  given  all  of that information you can write a program that keeps trying to hash different potential passwords until it finds one that matches    if it s a  bad  salt too simple or short this can be made much faster because the program can use rainbow lookup tables to match the final stored password hash to the string that was hashed and then just subtract the salt  but they still need all the information  if it s a  shared  salt this is bad because an attacker and use the salt to generate a rainbow table in advance that s good for any account on your system  if an attacker knows the salt the hashed password and the hash algorithm then they can mount a brute-force dictionary attack or rainbow attack  assuming brute force attack of md5,sha1,sha256 algorithms with gpu has a throughput greater than 1 billion of tries per second and sha512 around 300m/s if you use one of these algorithms it will slow down hacker who used rainbow table less likely but it will not slow down hacker who used brute force attack more likely it will definitively not protect you it just add a bit of security against outdated rainbow table for these algo a bit is better than nothing   but if you use a strongest algorithm eg bcrypt salt definitively worth it even if stored with hash because brut force is not feasible in term of time so rainbow make sense  have a look at this   article  and to summarize     if you are a user      make sure all your passwords are 12 characters or more ideally a lot more i recommend adopting pass phrases which are not only a lot easier to remember than passwords if not type but also ridiculously secure against brute forcing purely due to their length      if you are a developer      use bcrypt or pbkdf2 exclusively to hash anything you need to be secure these new hashes were specifically designed to be difficult to implement on gpus do not use any other form of hash almost every other popular hashing scheme is vulnerable to brute forcing by arrays of commodity gpus which only get faster and more parallel and easier to program for every year       posted by jeff atwood   this should give you an idea of how it works  lets say you want to encrypt a word secret after it is encrypted lets say it now looks like this 00110010   if a hacker knows the encryption algorithm they can create a table of words and their corresponding encrypted values so they take the encrypted password 00110010 and find it in the table now they know that the password used to generate 00110010 was the word secret if you salt the word first then a generic lookup table will be useless to the hacker a generic lookup table being a table of unsalted dictionary words and their encrypted values  if you salt the word first saltsecret now the encrypted value will look different and the hacker wont find it in the lookup table  however they can still start creating their own lookup table from scratch using your salt and eventually they will be able to reverse lookup passwords   so to answer the question if the passwords are sufficiently complex it will take ages for the hacker to figure them out you could change your salt every year and they would have to start creating a table all over again  knowing the salt makes it possible to do a brute-force attack but that doesn t make it useless salt prevents the attacker from using an already generated rainbow table which you could find on the web  the best way to prevent brute-forcing is simply to use long complex passwords  salting was introduced or at least made popular in unix /etc/passwd file which was world-readable it is usually assumed that the salt as well as the encrypted password is known to the cracker the purpose of the salt is the slow-down of the cracking process since the same password won t map to the same encrypted string it is  not  a secret in itself  no they re not useless  so long as you use a unique salt for each row then the salt will  prevent  slow down an attack the attacker will need to mount a brute force attack rather than using  rainbow tables  against the password hashes  as mentioned in the comments you should ensure that the salt is a sensible size",2009-07-08 14:26:12.723 UTC,869,1098452,let s say i have a table of users set up like this   when a user is created a randomly-generated salt is produced and stored in the database alongside the results of something like    i m wondering that if a malicious user gets their hands on this data would they be able to use it to crack users s passwords?  if so what s a way that it could be prevented,0.018411967779056387,16,so,hash|language-agnostic|security,are salts useless for security if the attacker knows them,3,attacks|protection|vulnerability,0.49676841497421265
32886,interesting problem but the int in java is limited to 2^31-1 you could crox this limit use long or biginteger,2014-01-11 19:00:11.21 UTC,126,21066549,for those unfamiliar with the problem  here  it is  i am getting a stackoverflowerror with the following code    }  high level flow  -for numbers 2 - 100000 generate a collatz sequence for that number.-chain list is a list to store the length of the sequence generated for each number i.e sequence size for number 13 is 10 see example.-if the current sequence size is bigger than the max in the chain list clear chain list and add the new max also store the value of i in maxreq to remember the starting number that produces the longest chain,0.023809523809523808,3,so,java|stack-overflow,project euler 14 - java stackoverflowerror,2,overflowerror|stack overflow,0.49503108859062195
1152,,2020-05-03 19:58:14,72,61580821,today i heard of the term catastroph cancel and would like to know what is the right way to comput the varianc of veri small numer valu in general? sinc i use python veri often i am mainli interest in whether numpi s implement take catastroph cancel into account? what can i do if that is not the case,0.013888888888888888,1,so,precision|python|underflow,how to comput the varianc of veri small numer valu,1,underflow,0.4948453903198242
11484,sha-1 is weak because of collision attacks   https://en.wikipedia.org/wiki/sha-1#attacks      in an interview yin states that roughly we exploit the following two weaknesses one is that the file preprocessing step is not complicated enough another is that certain math operations in the first 20 rounds have unexpected security problems     https://www.schneier.com/blog/archives/2005/02/sha1_broken.html      collisions in the the full sha-1 in 2^69 hash operations much less  than the brute-force attack of 2^80 operations based on the hash  length      collisions in sha-0 in 2^39 operations      collisions in 58-round sha-1 in 2^33 operations   there is a collision attack on sha-1 s compression function that requires only 2^57 sha-1 evaluations,2016-06-26 13:15:53.497 UTC,246,38038841,microsoft google and mozilla have decided not to accept it in 2017 because of the flaws found by researchers and i saw sha-1 is depreciated nearly everywhere simply because people think that it s not safe anymore but unlike md5 currently there is no known collision found on sha-1 and even the fastest algorithm for the collision of sha-1 still requires nearly 2^60 evaluations which is still a very large number   my question is why sha-1 a hash algorithm which hasn t been found any collisions and which still requires a large amount of time to find a collision is depreciated? i understand sha-2 is more secure but it is also slower than sha-1 why most people recommend to trade performance for the so-called security where the security of sha-1 is not even an issue for most situations,0.032520325203252036,8,so,cryptography|hash,why is sha-1 considered insecure,4,flaws|attacks|exploit|weakness,0.4922197461128235
18603,"the point of salting is to prevent the amortization of the attacker s effort  with no salt a single table of precomputed hash-password entries e.g md5 of all alphanumeric 5 character strings easy to find online can be used on every user in every database in the world  with a site-specific salt the attacker has to compute the table himself and can then use it on all users of the site  with a per-user salt the attacker has to expend this effort for every user separately  of course this doesn t do much to protect really weak passwords straight out of a dictionary but it protects reasonably strong passwords against this amortization  simply put salting does not prevent a hash from attack bruteforce or dictionary it only makes it harder the attacker will either need to find the salting algorithm which if implemented properly will make use of more iterations or bruteforce the algo which unless very simple is nearly impossible salting also almost completely discards the option of rainbow table lookups..  in simplest terms without salting each candidate password need only be hashed once to check it against every user anywhere in the known universe collection of compromised databases whose password is hashed via the same algorithm  with salting if the number of possible salt values substantially exceeds the number of users in the known universe each candidate password must be hashed separately for each user against whom it will be tested  the idea behind dictionary attack is that you take a hash and find the password from which this hash was calculated  without  hash calculation now do the same with salted password - you can t   not using a salt makes password search as easy as lookup in the database adding a salt make attacker perform hash calculation of all possible passwords even for dictionary attach this significantly increases time of attack   salt makes  rainbow table  attacks much more difficult since it makes a single password hash much harder to crack imagine you have a horrid password of just the number 1 a rainbow table attack would crack this immediately   now imagine each password in the db is salted with a long random value of many random characters now your lousy password of 1 is stored in the db as a hash of 1 plus a bunch of random characters the salt so in this example the rainbow table needs to have the hash for something like 1   so assuming your salt is something secure and random say  %isldghasklu %#%# the hacker s rainbow table would need to have an entry for 1*%isldghasklu*%#%# now using a rainbow table on even this simple password is no longer practical   also - one more imporatant point - using a user-specific salt prevents the detection of two users with the same password - their hashes would match that s why many times the hash is hashsalt + username + password   if you try and keep the hash secret the attacker also can not verify the hashes   edit- just noticed the main point was made in a comment above  a dictionary is a structure where values are indexed by keys in the case of a pre-computed dictionary attack each key is a hash and the corresponding value is a password that results in the hash with a pre-computed dictionary in hand an attacker can instantly lookup a password that will produce the necessary hash to log in  with salt the space required to store the dictionary grows rapidly&hellip so rapidly that trying to pre-compute a password dictionary soon becomes pointless  the best salts are randomly chosen from a cryptographic random number generator eight bytes is a practical size and more than 16 bytes serves no purpose   salt does much more than just make an attacker s job more irritating it eliminates an entire class of attack&mdash;the use of precomputed dictionaries  another element is necessary to completely secure passwords and that is key-strengthening  one round of sha-1 is not good enough  a safe password hashing algorithm should be  very  slow computationally   many people use pbkdf2 a key derivation function that feeds back results to the hash function  thousands  of times the bcrypt algorithm is similar using an iterative key derivation that is slow  when the hashing operation is very slow a precomputed table becomes more and more desirable to an attacker but proper salt defeats that approach   comments  below are the comments i made on the question   without salt an attacker wouldn t use the method demonstrated in update 2 he d simply do a lookup in a pre-computed table and get the password in o1 or olog n time n being the number of candidate passwords salt is what prevents that and forces him to use the on approach shown in update 2   once reduced to an on attack we have to consider how long each attempt takes key-strengthening can cause each attempt in the loop to take a full second meaning that the time needed to test 10k passwords on 10k users will stretch from 3 days to 3  years &hellip and with only 10k passwords you re likely to crack zero passwords in that time   you have to consider that an attacker is going to use the fastest tools he can not php so thousands of iterations rather than 100 would be a good parameter for key-strengthening it should take a large fraction of a second to compute the hash for a single password   key-strengthening is part of the standard key derivation algorithms pbkdf1 and pbkdf2 from pkcs #5 which make great password obfuscation algorithms the derived key is the hash  a lot of users on stackoverflow refer to  this article  because it was a response to jeff atwood s post about the dangers of rainbow tables it s not my favorite article but it does discuss these concepts in more detail   of course you assume the attacker has everything salt hash user name assume the attacker is a corrupt hosting company employee who dumped the user table on your myprettypony.com fansite he s trying recover these passwords because he s going to turn around and see if your pony fans used the same password on their citibank.com accounts   with a well-designed password scheme it will be  impossible  for this guy to recover any passwords  yes you need just 3 days for sha1salt | password that s why good password storage algorithms use 1000-iteration hashing you will need 8 years  salts are implemented to prevent rainbow table attacks a rainbow table is a list of pre-calculated hashes which makes translating a hash into it s phrase much more simple you need to understand that salting isn t effective as a modern prevention to cracking a password unless we have a modern hashing algo   so lets say we re working with sha1 taking advantage of recent exploits discovered with this algo and lets say we have a computer running at 1,000,000 hashes/second  it would take 5.3 million million million years to find a collision  so yeah php can work 300 a second big woop doesn t really matter the reason we salt is because if someone did bother to generate all common dictionary phrases  2^160 people welcome to 2007 era exploits  so here s an actual database with 2 users i use for testing and admin purposes   in fact the salting scheme is your sha1registration time + user name go ahead tell me my password these are real passwords in production you can even sit there and hash out a word list in php go wild  i m not crazy i just know that this is secure for fun sake test s password is      you would need to generate an entire rainbow table perpended with   for  just  this user that means i can actually allow my passwords to not all be compromised by a single rainbow table the hacker needs to generate an entire rainbow table for 27662aee8eee1cb5ab4917b09bdba31d091ab732 for test and again f3f7735311217529f2e020468004a2aa5b3dee7f for briang think back to the 5.3 million million million years for all hashes think of the size of storing just the 2^80 hashes that s well over 20  yottabytes  it s not going to happen   don t confuse salting as a means of making a hash something you can t ever decode it s a means of preventing a rainbow table from translating  all  your user passwords it s imposable at this level of technology  to be more precise a  dictionary attack  i.e an attack where all words in an exhaustive list are tried gets not impossible but it gets  impractical   each bit of salt doubles the amount of storage and computation required    this is different from pre-computed dictionary attacks like attacks involving rainbow tables where it does not matter whether the salt is secret or not  example with a 64-bit salt i.e 8 bytes you need to check 2 64  additional password combinations in your dictionary attack with a dictionary containing 200,000 words you will have to make     200,000 * 2 64  = 3.69 * 10 24    tests in the worst case - instead of 200,000 tests without salt  an additional benefit of using salt is that an attacker cannot pre-compute the password hashes from his dictionary it would simply take too much time and/or space   update   your update assumes that an attacker already knows the salt or has stolen it this is of course a different situation still it is not possible for the attacker to use a pre-computed rainbow table what matters here a lot is the speed of the hashing function to make an attack impractical the hashing function needs to be slow md5 or sha are not good candidates here because they are designed to be fast better candidates for hashing algorithms are blowfish or some variations of it   update 2   a good read on the matter of securing your password hashes in general going much beyond the original question but still interesting       enough with the rainbow tables what you need to know about secure password schemes     corollary of the article use salted hashes created with  bcrypt  based on blowfish or  eksblowfish  that allows you to use a configurable setup time to make hashing slow  it doesn t stop dictionary attacks  what it does is stop someone who manages to get a copy of your password file from using a  rainbow table  to figure out what the passwords are from the hashes  eventually it can be brute-forced though  the answer to that part is to force your users to not use dictionary words as passwords minimum requirements of at least one number or special character for example   update   i should have mentioned this earlier but some most? password systems use a different salt for each password likely stored with the password itself  this makes a single rainbow table useless  this is how the unix  crypt  library works and modern unix-like oses have extended this library with new hash algorithms  i know for a fact that support for sha-256 and sha-512 were added in newer versions of gnu crypt",2010-08-25 13:50:01.423 UTC,2478,3566504,"update please note i am not asking what a salt is what a rainbow table is what a dictionary attack is or what the purpose of a salt is i am querying if you know the users salt and hash isn t it quite easy to calculate their password?   i understand the process and implement it myself in some of my projects   in the database you store   every implementation of salting i have seen adds the salt either at the end of the password or beginning   therfore a dictionary attack from a hacker who is worth his salt ha ha would simply run each keyword against the stored salts in the common combinations listed above  surely the implementation described above simply adds another step for the hacker without actually solving the underlying issue?  what alternatives are there to step around this issue or am i misunderstanding the problem?  the only thing i can think to do is have a secret blending algorithm that laces the salt and password together in a random pattern or adds other user fields to the hashing process meaning the hacker would have to have access to the database and code to lace them for a dictionary attack to prove fruitful update as pointed out in comments it s best to assume the hacker has access to all your information so this probably isn t best  let me give an example of how i propose a hacker would hack a user database with a list of passwords and hashes  data from our hacked database   common password dictionary   for each user record loop the common passwords and hash them   i hope this illustrates my point a lot better  given 10,000 common passwords and 10,000 user records we would need to calculate 100,000,000 hashes to discover as many user passwords as possible  it might take a few hours but it s not really an issue   update on cracking theory   we will assume we are a corrupt webhost that has access to a database of sha1 hashes and salts along with your algorithm to blend them  the database has 10,000 user records   this site  claims to be able to calculate 2,300,000,000 sha1 hashes per second using the gpu  in real world situation probably will be slower but for now we will use that quoted figure     95^4/2300000000/2*10000 = 177  seconds   given a full range of 95 printable ascii characters with a maximum length of 4 characters divided by the rate of calculation variable divided by 2 assuming the average time to discover password will on average require 50% of permutations for 10,000 users it would take 177 seconds to work out all users passwords where the length is &lt;= 4  let s adjust it a bit for realism     36^7/1000000000/2*10000 = 2 days   assuming non case sensitivity with a password length &lt;= 7 only alphanumeric chars it would take 4 days to solve for 10,000 user records and i ve halved the speed of the algorithm to reflect overhead and non ideal circumstance  it is important to recognise that this is a linear brute force attack all calculations are independant of one another therfore it s a perfect task for multiple systems to solve  ie easy to set up 2 computers running attack from different ends that would half the exectution time  given the case of recursively hashing a password 1,000 times to make this task more computationally expensive     36^7 / 1 000 000 000 / 2 * 1000  seconds = 10.8839117 hours   this represents a maximum length of 7 alpha-numeric characters at a less than half speed execution from quoted figure for  one user   recursively hashing 1,000 times effectively blocks a blanket attack but targetted attacks on user data are still vulnerable",0.018966908797417272,47,so,dictionary-attack|hash|salt|security,why do salts make dictionary attacks  impossible ,6,attacks|exploit|protection|vulnerability|weak password|dictionary attack,0.49165835976600647
6802,any unbroken  n -bit cryptographic hash function has a collision resistance of 2  n /2  this means that if you want to have a 2 128  collision resistance you need to use at minimum a 256-bit hash function as 2 64  operations are achievable you would not want to use a 128-bit hash a 160-bit hash that is a 2 80  security level is borderline using a 256-bit hash will give you a 2 128  security level which should be completely fine for the foreseeable future sometimes weaknesses in the hash function itself result in it being easier to break than the output digest would suggest the sha-2 family of hashes is one example that is currently unbroken sha-1 on the other hand  is broken  it has a 160-bit output but only a 2 63  security level against collisions rather than 2 80   i suspect you may be mixing up collision attacks with other types of attacks a collision attack will not allow an attacker to find input that hashes to an arbitrary value the formal definitions     preimage attack  - given  h  where  fm = h  find any  m   such that  fm  = h . find input that hashes to an arbitrary value     2nd preimage attack  - given  fm = h  find any  m   such that  m ≠ m   and  fm  = h . modify an input without changing the resulting hash     collision attack  - find any pair of  m  and  m   such that  m ≠ m   and  fm = fm  . find any two inputs that have the same hash    each attack has different implications a collision attack is problematic for certificates as they can be used in signatures that are valid for both benign and malicious versions of the same software a preimage attack is problematic for verification imagine if an attacker could modify an executable without changing its hash clearly a preimage attack is far more severe than a collision attack but it is also thankfully far more difficult to pull off the infamously insecure md4 algorithm for example is so bad at collision resistance that it is cheaper to find a collision than it is to run the hash function itself twice however as broken as it is preimage attacks against it are highly theoretical  if on the other hand you simply want to check for  accidental  corruption and are not intending to protect against an active attacker then a crc with a properly-selected polynomial would be ideal a crc can actually  guarantee error detection  up to a point  a perfect hashing algorithm will output random bits for any unique input assuming a perfect hashing algorithm and an infinite amount of memory the number of hashes you can generate before you will on average observe a duplicate is around   a hashing algorithm with a  digest length  of 32 bits will probably produce a duplicate after 77000 hashes or if you want to have a chance of only 0.0001% that you find a duplicate you may only generate 93 hashes using that algorithm that s definitely possible with current hardware  an algorithm with 64 bits output can already be used for over 6 million outputs before you have a chance higher than 0.0001% that a duplicate is produced but still 6 million we can do  so to have a high level of confidence and still being able to generate as many hashes as you like you need a certain number of bits but how many bits you need depends on what confidence level you want to achieve 128 bits is a good level for almost anything  another consideration is resilience against attacks often an algorithm is not completely broken but only weakened more and more until it becomes feasible to do realistic attacks in real-time if ever if your hashing algorithm is weakened you will still want to have enough confidence remaining that s why most protocols output a little more than necessary such as 256 bits  more about the math  https://en.wikipedia.org/wiki/birthday_attack,2018-03-22 17:12:54,728,182089,there are a number of hashing functions in wide spread use now seems the general range of bits is from 128 md5 to 512 sha-2  to prevent different types of hash collisions what are the recommended &amp minimum number of bits?  collisions   identifiers pgp keys bitcoin addresses etc...  files integrity checks  hmac transmission integrity  ,0.03021978021978022,22,sse,hash,minimum number of bits to prevent hash collisions,3,attacks|weakness|protection,0.49162283539772034
20225,let s say your password is   a dismally weak password  a   even without the hash it would take me about .. well hardly any time at all to crack that with a brute force approach  the hashes may make it easier but lack of the hashes doesn t necessarily make it impossible    a  this is why i always use the password   - it takes twice as long to crack :-  password hashes and salts make the password secure when stored in the database they do not protect against front-end cracking  a brute force cracker will run agains a website trying everything from a-999 etc.. a simple password of   will be cracked in no time at all no matter how secure the hash and salt is,2013-01-29 03:26:26.473 UTC,258,14575178,i m seeing it this way if a company can properly protect their hashes and they can prevent brute force attacks against their authentication system then why do passwords need to really have any strength at all?   if someone can t get the hashes and they can t brute-force then the passwords are relatively safe no?  of course the easy answer is yeah but the hashes aren t always kept safe but look at it from the perspective of the business if they require users to keep a strong password they re basically admitting that they can t both protect the hashes and prevent brute force attacks so it s a company who is putting the onus on their users for their own failings no,0.023255813953488372,6,so,brute-force|hash|passwords,why does password strength matter,3,attacks|protection|weak password,0.4904957115650177
8222,use    https://www.php.net/manual/en/function.password-hash.php  which will continually use the most secure method as php continues to release new versions asking users to update passwords isn t a huge issue whirlpool doesn t have any known cryptographic flaws but there are certainly better algorithms to use source  https://www.novatec-gmbh.de/en/blog/choosing-right-hashing-algorithm-slowness/   additionally the salt function shouldn t use   because it s not cryptographically secure if an attacker knows what the salt is before getting access to the database it can speed up crack time once access has been gained  all salt should be globally unique as much as can be reasonable  the algorithm you describe is normal fast hash such hashing algorithms should only be use to check integrity of files but not for hashing password whirlpool and similar algorithms are designed to be fast and thus make brute force attacks easier   use key stretching / password derivation  for instance use pbkdf2 scrypt or argon2 the are designed to make brute force attacks inefficient and thus to make password protection better  whirlpool itself is a cryptographically-secure hash function like sha-512 and has no known weaknesses that would be relevant to hashing secrets however using it directly for password hashing is a bad idea because it is fast allowing an attacker to guess many passwords per second this is not unique to the whirlpool hash a memory-hard kdf like argon2 should be used or  at least  a slow kdf like pbkdf2  see  how to securely hash passwords?  for information on why this is important,2019-08-30 18:42:37,336,216279,i copied the title from  another question  but it wasn t answered there and my case is a bit different  i have inherited an old website to maintain i noticed that the password hashing is not up to modern best practices but i would like to understand if it is reasonably safe or needs changing  here is the code that does the hashing   should i consider this procedure flawed/vulnerable for passwords of 8 characters and longer,0.026785714285714284,9,sse,hash|password-management|passwords|php,is a whirlpool hash with random salt secure enough,5,flaws|attacks|weakness|protection|vulnerability,0.4904916286468506
25865,the wikipedia article on md5 has a  section on security  which includes collision and preimage vulnerabilities     md5 uses the merkle–damgård construction so if two prefixes with the same hash can be constructed a common suffix can be added to both to make the collision more likely to be accepted as valid data by the application using it furthermore current collision-finding techniques allow to specify an arbitrary prefix an attacker can create two colliding files that both begin with the same content all the attacker needs to generate two colliding files is a template file with a 128-byte block of data aligned on a 64-byte boundary that can be changed freely by the collision-finding algorithm an example md5 collision with the two messages differing in 6 bits is       both produce the md5 hash 79054025255fb1a26e4bc422aef54eb4.[38] the difference between the two samples is the leading bit in each nibble has been flipped for example the 20th byte offset 0x13 in the top sample 0x87 is 10000111 in binary the leading bit in the byte also the leading bit in the first nibble is flipped to make 00000111 which is 0x07 as shown in the lower sample   if you just want to find any two inputs with the same md5 and don t care what that hash is the collision attack is for you  if instead you need to find an input that generates a particular output you need a  preimage attack  the references the article includes for the full theoretical preimage attack with computational complexity of 2 123.4  complexity are   yu sasaki kazumaro aoki 16 april 2009  finding preimages in full md5 faster than exhaustive search  springer berlin heidelberg  ming mao and shaohui chen and jin xu 2009  construction of the initial structure for preimage attack of md5  international conference on computational intelligence and security ieee computer society 1 442–445 doi:10.1109/cis.2009.214 isbn 978-0-7695-3931-7   note that this complexity is only slightly less than the data complexity of storing every possible md5 hash output without storing the string that generates the given hash which may be very long 2 128  * 2 7  = 2 135  this is ~10 27   tera bytes which is several orders of magnitude greater than the entire hard disk capacity of the entire world  and of course there is always the brute force approach you can compute md5 hashes for incremental inputs in a loop until you find an input that produces the given hash this might take a very long time if you store these values you re essentially creating a  rainbow table  but you mention a salt which is the traditional means of defeating a rainbow table but if you know the salt will remain fixed as in you re attacking a particular password in a database then you can brute force it with this method  finally you can always do a web search for a given md5 google will happily tell you that   is the  md5 for  password   and will probably succeed for an md5 of any common english word or even an arbitrary input string below a certain length if you have weak passwords and weak salts you might get lucky with this approach,2014-10-14 20:36:42.21 UTC,581,26369835,i m using the following lines to create a hashed string    my question is how can i find a collision? meaning finding two different strings which create the same output? what would be the best strategy? thanks,0.01721170395869191,10,so,hash|md5|random,what is the best strategy to create a collision with md5 hash algorithm,4,attacks|weakness|vulnerability|weak password,0.49044427275657654
2958,first salts are not meant to be secret so i m not sure what is accomplished by this approach  second if  you  have to brute-force the salt then the  attacker  can too what i m assuming is that your approach depends on the attacker not knowing your custom encryption scheme and this is a bad idea the strength of encryption is that it is secure even if an attacker knows your scheme if you are using a secure encryption algorithm then you don t need to try to improve it often improving a known scheme weakens it    assuming that you re using per-user salts i.e a different salt for each user account rainbow tables are already an impractical means of attacking the hashed passwords rainbow tables are typically used where there is either no salt or a salt which is common to all accounts and preferably known to the attacker ahead of time  where you re using a password hashing scheme such as bcrypt if you re looking to make this harder for an attacker it s best to use the mechanisms provided by the scheme e.g the work factor rather than inveting your own,2015-02-23 17:23:34,284,82346,would it be a good idea security-wise to store salts with their last character removed and then bruteforce the last character to further the amount of time it would take to create rainbow tables and such? this is assuming the hashing algorithm in use is whirlpool  this would make logins take a little longer but it would be a restriction on bruteforcing speed that cannot be bypassed like other methods can  thank you in advance,0.028169014084507043,8,sse,databases|hash|salt,is bruteforcing the last character of a salt a good idea,3,bypass|attacks|weakness,0.4903750717639923
15746,i think the key here is the word feasible in crypto-land feasible means reasonable amount of time compared to the value of whatever it is i m trying to break or maybe less time that it would take using brute-force depending on how you look at things  so if i can find 1 collision feasibly then i can find n collisions feasibly because   is still small  there will still be  some  n where    would this apply to other hash functions? i believe so but i could be wrong  let the flaming commence  this is not a property of all hash functions but a weakness of the  merkle–damgård construction  which md5 and sha-1 are based on known as  length extension  the weakness involves the fact that you can resume the hash calculation with specially-selected appended data for full details of how this is used to generate arbitrarily many collisions see     multicollisions in iterated hash functions application to cascaded constructions   antoine joux   for a related attack based on this idea see    understanding hash length extension attacks    flickr s api signature forgery vulnerability,2010-10-25 16:46:58.93 UTC,305,4016875,from wikipedia i read      joux[3]  noted that 2-collisions lead to n-collisions if it is feasible to find two messages with the same md5 hash it is effectively no more difficult to find as many messages as the attacker desires with identical md5 hashes     but why is this so? i can t imagine why? the algorithms are open right people can read the maths which generates the hashes which is the digest machinery so if we know one collision why does it help find new ones?  is it just making small iterations to both of the first collision messages and then monitoring their changes to remap them,0.022950819672131147,7,so,cryptography|digest-authentication|hash|security,why does a collision detection in a cryptographic hash function make finding other collisions easier,4,attacks|forgery|weakness|vulnerability,0.48877212405204773
