tag,DownVotes,user_id,rownum
"python","98","3171","1"
"android","78","3171","2"
"java","33","3171","3"
"networking","29","3171","4"
"ip-address","26","3171","5"
"c#","30","3201","1"
"database","24","3201","2"
"ms-access","20","3201","3"
"sql","19","3201","4"
"sql-server","17","3201","5"
"ios","79","6330","2"
"objective-c","75","6330","3"
"cocoa-touch","52","6330","4"
"cocoa","18","6330","5"
"java","59","6367","1"
"equality","32","6367","2"
"floating-accuracy","32","6367","3"
"c#","20","6367","4"
"c++","14","6367","5"
"python","21","6372","1"
"datetime","14","6372","2"
"datetime-parsing","14","6372","3"
"iso8601","14","6372","4"
"rfc3339","14","6372","5"
".net","14","6461","1"
"sql-server","12","6461","2"
"sql","10","6461","3"
"c#","10","6461","4"
"remember-me","8","6461","5"
"c++","28","6508","1"
"java","28","6508","2"
"c#","24","6508","3"
".net","19","6508","4"
"tcp","14","6508","5"
"php","72","6521","1"
"javascript","43","6521","2"
"c","36","6521","3"
"bit-manipulation","24","6521","4"
"optimization","23","6521","5"
"java","3","6554","1"
"jakarta-ee","1","6554","2"
"protocol-buffers","1","6554","3"
"javascript","1","6554","4"
"exception","1","6554","5"
"c++","55","6610","1"
"coding-style","9","6610","2"
"c","8","6610","3"
"oop","6","6610","4"
"c#","6","6610","5"
"php","6","6629","1"
"python","4","6629","2"
"git","2","6629","3"
"file-io","2","6629","4"
"c","2","6629","5"
"oracle","8","6703","1"
"xml","4","6703","2"
"c#","32","1","1"
".net","24","1","2"
"memorystream","20","1","3"
"memory-leaks","20","1","4"
"security","14","1","5"
"jquery","4","3","1"
"asp.net-mvc","4","3","2"
"html","3","3","3"
"timeout","2","3","4"
"asp.net","2","3","5"
"c++","59","13","1"
"java","49","13","2"
"c","24","13","3"
"language-agnostic","20","13","4"
"python","20","13","5"
"sql-server","43","29","1"
"sql","31","29","2"
"c#","21","29","3"
"naming-conventions","21","29","4"
"sql-scripts","19","29","5"
".net","5","33","1"
"c#","4","33","2"
"wpf","3","33","3"
"xaml","3","33","4"
"controls","3","33","5"
"php","13","34","1"
"pass-by-value","12","34","2"
"pass-by-reference","12","34","3"
"variables","12","34","4"
"git","3","34","5"
"virtualbox","1","46","1"
"virtual-pc","1","46","2"
"for-loop","1","46","3"
"email","1","46","4"
"file","1","46","5"
".net","10","49","1"
"c#","9","49","2"
"editor","5","49","3"
"vim","5","49","4"
"optimization","5","49","5"
"sql","14","51","1"
"c#","9","51","2"
"asp.net","7","51","3"
".net","7","51","4"
"random","6","51","5"
"c#","108","67","1"
"javascript","83","67","2"
"jquery","52","67","3"
"image","47","67","4"
".net","41","67","5"
".net","18","71","1"
"c#","15","71","2"
"coding-style","12","71","3"
"asp.net","12","71","4"
"logging","11","71","5"
"php","20","72","1"
"iphone","14","72","2"
"sql","9","72","3"
"doctrine","6","72","4"
"orm","6","72","5"
"objective-c","8","4702","1"
"coding-style","7","4702","2"
"python","6","4702","3"
"text-editor","5","4702","4"
"policy","5","4702","5"
"java","452","4725","1"
"arraylist","106","4725","2"
"collections","102","4725","3"
"linked-list","98","4725","4"
"generics","55","4725","5"
"amazon-web-services","23","4782","1"
"javascript","5","4782","2"
"performance","5","4782","3"
"amazon-ec2","5","4782","4"
"asp.net","4","4782","5"
"php","77","4833","1"
"javascript","23","4833","2"
"url","19","4833","3"
"mysql","14","4833","4"
"arrays","7","4833","5"
"ms-access","7","4873","1"
"database","2","4873","2"
"vba","2","4873","3"
"c#","2","4873","4"
"msg","1","4873","5"
"resources","1","4910","1"
"c#","2","4911","1"
"c","1","4911","2"
"visio","1","4911","3"
"gpo","1","4911","4"
"screen","1","4911","5"
"c#","17","4965","1"
"dom","9","4965","2"
"javascript","9","4965","3"
"clipboard","9","4965","4"
".net","7","4965","5"
"python","23","4977","1"
"units-of-measurement","22","4977","2"
"naming","22","4977","3"
"c#","13","4977","4"
"java","11","4977","5"
"c++","11","5049","1"
"c","7","5049","2"
"go","7","5049","3"
"css","3","5049","4"
"visual-studio","3","5049","5"
"c#","21","5056","1"
"javascript","12","5056","2"
"urlencode","8","5056","3"
"url","8","5056","4"
"html","7","5056","5"
"hex","2","5114","1"
"ascii","2","5114","2"
"perl","1","5114","3"
"mysql","1","5114","4"
"ubuntu","1","5114","5"
"python","54","5190","1"
"php","41","5190","2"
"networking","37","5190","3"
"ip-address","34","5190","4"
"java","32","5190","5"
"java","58","8946","1"
"android","8","8946","2"
"c++","7","8946","3"
"css","7","8946","4"
"json","6","8946","5"
"c++","5","8999","1"
"c","4","8999","2"
"c++11","2","8999","3"
"data-structures","2","8999","4"
"iphone","1","8999","5"
"javascript","236","9021","1"
"html","146","9021","2"
"php","127","9021","3"
"jquery","103","9021","4"
"css","55","9021","5"
"md5","23","9047","1"
"hash","23","9047","2"
"c++","6","9047","3"
"objective-c","5","9047","4"
"c#","5","9047","5"
"windows","3","9073","1"
"performance","2","9073","2"
"datetime","1","9073","3"
"c","1","9073","4"
"windows-task-scheduler","1","9073","5"
"javascript","61","9128","1"
"html","37","9128","2"
"optimization","29","9128","3"
"href","29","9128","4"
"performance","29","9128","5"
"c#","39","77","1"
".net","14","77","2"
"reflection","11","77","3"
"visual-studio","10","77","4"
"ide","9","77","5"
"c#","67","91","1"
".net","47","91","2"
"svn","31","91","3"
"git","28","91","4"
"exception","20","91","5"
"c#","33","96","1"
"html","22","96","2"
"oop","20","96","3"
"javascript","18","96","4"
"java","16","96","5"
"c++","18","112","1"
"compile-time","4","112","2"
"string","4","112","3"
"templates","4","112","4"
"typename","4","112","5"
"php","32","115","1"
"mysql","20","115","2"
"sql-update","11","115","3"
"sql","11","115","4"
"download","10","115","5"
"concurrency","3","142","1"
"title-case","3","142","2"
"format","3","142","3"
"string","3","142","4"
"terminology","3","142","5"
"microcontroller","2","144","1"
"embedded","2","144","2"
"javascript","1","144","3"
"http","1","144","4"
"rest","1","144","5"
"browser","7","157","1"
"autocomplete","7","157","2"
"html","7","157","3"
"forms","7","157","4"
"algorithm","5","157","5"
"perl","6","164","1"
"macos","3","164","2"
"iphone","3","164","3"
"virtualization","3","164","4"
"hash","2","164","5"
"php","5","204","1"
"eclipse","2","204","2"
"twitter","2","204","3"
"plugins","2","204","4"
"api","2","204","5"
"user-agent","14","227","1"
"timezone","14","227","2"
"browser","14","227","3"
"timezone-offset","14","227","4"
"html","14","227","5"
"powershell","10","243","1"
"windows","3","243","2"
"xml","2","243","3"
"database","1","243","4"
"recursive-descent","1","243","5"
"c#","135","267","1"
".net","68","267","2"
"sql","43","267","3"
"python","38","267","4"
"sqlite","21","267","5"
"image","6","3798","4"
"operators","6","3798","5"
"html","39","3909","1"
"optimization","37","3909","2"
"href","37","3909","3"
"performance","37","3909","4"
"javascript","37","3909","5"
"git","1","3914","1"
"django-views","1","3914","2"
"django-registration","1","3914","3"
"django","1","3914","4"
"java","48","3916","1"
"maven","8","3916","2"
"jakarta-ee","8","3916","3"
"eclipse","7","3916","4"
"jpa","6","3916","5"
"c++","40","3937","1"
"c#","25","3937","2"
"arrays","13","3937","3"
"java","13","3937","4"
"javascript","12","3937","5"
"java","16","3973","1"
"datetime","5","3973","2"
"time","4","3973","3"
"epoch","3","3973","4"
"ruby","3","3973","5"
"python","30","3978","1"
"c++","16","3978","2"
"perforce","12","3978","3"
"c","11","3978","4"
"string","11","3978","5"
"iphone","39","4007","1"
"html","16","4007","2"
"javascript","16","4007","3"
"internet-explorer","14","4007","4"
"xhtml","14","4007","5"
"c#","41","4068","1"
"algorithm","3","4068","2"
"udpclient","3","4068","3"
"exception","3","4068","4"
"sockets","3","4068","5"
"c++","172","4086","1"
"string","91","4086","2"
"parsing","84","4086","3"
"startswith","82","4086","4"
"substring","82","4086","5"
"c#","14","4092","1"
"javascript","6","4092","2"
"asp.net","6","4092","3"
"browser","5","4092","4"
"asp.net-mvc","4","4092","5"
"git","24","8207","1"
"newline","20","8207","2"
"cross-platform","20","8207","3"
"eol","20","8207","4"
"github","5","8207","5"
"date","2","8262","1"
"php","2","8262","2"
"ide","1","8262","3"
"f#","1","8262","4"
"data-structures","1","8262","5"
"ruby","23","8279","1"
"javascript","6","8279","2"
"internet-explorer","6","8279","3"
"events","6","8279","4"
"ruby-on-rails-3","4","8279","5"
"javascript","5","8338","1"
"jquery","3","8338","2"
"ajax","2","8338","3"
"remote-server","2","8338","4"
"php","2","8338","5"
"c#","18","8384","1"
"c++","8","8384","2"
"null-coalescing-operator","7","8384","3"
"null","7","8384","4"
"jquery","4","8384","5"
"xmpp","8","8388","1"
"regex","2","8388","2"
"php","1","8388","3"
"web-applications","1","8388","4"
"ipv6","1","8388","5"
"security","13","8411","1"
"csrf","13","8411","2"
"google-chrome","4","636","1"
"html","4","636","2"
"c#","3","636","3"
".net","3","636","4"
"php","3","636","5"
"jquery","5","698","1"
"javascript","5","698","2"
"asp.net","3","698","3"
"css","2","698","4"
"jquery-ui","2","698","5"
"regex","13","730","1"
"database-design","5","730","2"
"batch-file","4","730","3"
"language-agnostic","4","730","4"
"arguments","4","730","5"
"javascript","81","736","1"
"break","41","736","2"
"nested-loops","41","736","3"
"loops","41","736","4"
"arrays","29","736","5"
"sql-server","170","740","1"
"sql","72","740","2"
"tsql","59","740","3"
"sql-server-2005","35","740","4"
"types","34","740","5"
"javascript","15","751","1"
"performance","14","751","2"
"html","14","751","3"
"optimization","14","751","4"
"href","14","751","5"
"java","17","758","1"
"android","12","758","2"
"launcher","10","758","3"
"titlebar","10","758","4"
"stdout","10","758","5"
"c#","36","781","1"
".net","27","781","2"
"sql-server","11","781","3"
"sql","8","781","4"
"string","7","781","5"
"c#","14","872","1"
".net","14","872","2"
"string","11","872","3"
"operators","11","872","4"
"binary-operators","11","872","5"
"google-chrome","4","878","1"
"timeline","4","878","2"
"garbage-collection","4","878","3"
"dictionary","2","878","4"
"python","2","878","5"
"php","1","889","1"
"autorun","1","889","2"
"git","349","893","1"
"python","291","893","2"
"c++","187","893","3"
"version-control","153","893","4"
"c","69","893","5"
"iphone","2","2075","1"
"threadpool","1","2075","2"
"uiimageview","1","2075","3"
"cocoa","1","2075","4"
"multithreading","1","2075","5"
"c#","2","2078","1"
"html","2","2078","2"
"asynchronous","2","2078","3"
"css","2","2078","4"
"xhtml","2","2078","5"
"c++","33","2131","1"
"stl","18","2131","2"
"language-agnostic","16","2131","3"
"string","12","2131","4"
"c#","12","2131","5"
"php","24","2169","1"
"oop","7","2169","2"
"pass-by-reference","6","2169","3"
"performance","5","2169","4"
"inheritance","4","2169","5"
"php","23","2238","1"
"java","21","2238","2"
"html","8","2238","3"
"string","7","2238","4"
"security","6","2238","5"
".net","14","2257","1"
"java","12","2257","2"
"c#","9","2257","3"
"database","8","2257","4"
"sql","8","2257","5"
"google-chrome","2","2271","1"
"memory-management","1","2271","2"
"redirect","1","2271","3"
"php","1","2271","4"
"multithreading","1","2271","5"
"php","27","2287","1"
"html","20","2287","2"
"javascript","19","2287","3"
"browser","11","2287","4"
"xhtml","11","2287","5"
"html","12","2321","1"
"css","10","2321","2"
"javascript","8","2321","3"
"django","6","2321","4"
"python","5","2321","5"
"asp.net","17","2385","1"
"asp.net-mvc","17","2385","2"
"c#","10","2385","3"
"sql-server","8","2385","4"
"localization","7","2385","5"
"c#","56","2424","1"
"html","48","2424","2"
"sql","28","2424","3"
"css","28","2424","4"
".net","26","2424","5"
"ruby","2","9474","1"
"rest","2","9474","2"
"ruby-on-rails","2","9474","3"
"model-view-controller","2","9474","4"
"python","44","9493","1"
"python-idle","8","9493","2"
"string","5","9493","3"
"punctuation","3","9493","4"
"arguments","3","9493","5"
"c++","159","9530","1"
"c","76","9530","2"
"python","60","9530","3"
"objective-c","45","9530","4"
"windows","34","9530","5"
"jquery","7","9625","1"
"javascript","3","9625","2"
"slickgrid","3","9625","3"
"autosize","2","9625","4"
"jquery-events","2","9625","5"
"java","10","9636","1"
"android","7","9636","2"
"macos","4","9636","3"
"iphone","4","9636","4"
"gradle","4","9636","5"
".net","4","9711","1"
"wcf","3","9711","2"
"asp.net-web-api","2","9711","3"
"windbg","2","9711","4"
"windows","2","9711","5"
"perl","11","9719","1"
"module","5","9719","2"
"scoping","5","9719","3"
"call","1","9719","4"
"cpan","1","9719","5"
"ms-access","118","9787","1"
"python","8","1553","1"
"jvm","8","1553","2"
"java","8","1553","3"
"c","7","1553","4"
"performance","6","1553","5"
"c#","318","1583","1"
".net","109","1583","2"
"asp.net","68","1583","3"
"html","64","1583","4"
"sql-server","54","1583","5"
"javascript","25","1585","1"
"html","17","1585","2"
"java","16","1585","3"
"exception","15","1585","4"
"assertion","15","1585","5"
"php","8","1588","1"
"css","2","1588","2"
"css-tables","2","1588","3"
"svn","1","1588","4"
"mysql","1","1588","5"
"svn","4","1625","1"
"c++","3","1625","2"
"code-analysis","3","1625","3"
"wxwidgets","3","1625","4"
"unit-testing","3","1625","5"
"c#","4","1644","1"
".net","2","1644","2"
"wpf","2","1644","3"
"nhibernate","2","1644","4"
"asp.net","1","1644","5"
"c++","43","1737","1"
"c","21","1737","2"
"caching","6","1737","3"
"optimization","6","1737","4"
"strict-aliasing","6","1737","5"
"asp.net","4","1738","1"
"appfabric","3","1738","2"
"c#","3","1738","3"
".net-3.5","2","1738","4"
"caching","2","1738","5"
"php","5","1745","1"
".htaccess","1","1745","2"
"url-rewriting","1","1745","3"
"sql","1","1745","4"
"syntax-error","1","1745","5"
"windows-phone-7","73","1755","1"
"c#","33","1755","2"
"silverlight","15","1755","3"
"xaml","12","1755","4"
"air","9","1755","5"
"c++","120","4323","1"
"python","94","4323","2"
"c","79","4323","3"
"linux","27","4323","4"
"numpy","22","4323","5"
"sql-server","32","4337","1"
"c#","27","4337","2"
".net","25","4337","3"
"sql","22","4337","4"
"mysql","17","4337","5"
"c++","14","4418","1"
"algorithm","9","4418","2"
"performance","7","4418","3"
"php","7","4418","4"
"sql","6","4418","5"
"java","8","4419","1"
"bitwise-operators","4","4419","2"
"ram","2","4419","3"
"operating-system","2","4419","4"
"cpu","2","4419","5"
"python","37","4435","1"
"syntax","29","4435","2"
"namespaces","27","4435","3"
"c#","26","4435","4"
"sql-server","13","4435","5"
"asp.net-mvc","1","4443","1"
"c#","1","4443","2"
"modelstate","1","4443","3"
"axapta","15","4509","1"
"dynamics-ax-2012","8","4509","2"
"x++","8","4509","3"
"dynamics-ax-2009","7","4509","4"
"dynamics-ax-2012-r2","2","4509","5"
"c#","17","4525","1"
"csv","8","4525","2"
".net","7","4525","3"
"unit-testing","6","4525","4"
"nunit","6","4525","5"
"c#","8","4570","1"
"documentation","7","4570","2"
"xml","7","4570","3"
"powershell","5","4570","4"
"poco","4","4570","5"
"ruby-on-rails","32","4590","1"
"ruby","22","4590","2"
"c#","15","4590","3"
"rubygems","9","4590","4"
"macos","8","4590","5"
"css","5","4636","1"
"php","4","4636","2"
"background-image","3","4636","3"
"html","3","4636","4"
"image","3","4636","5"
"join","1","4646","1"
"sql","1","4646","2"
"php","72","4668","1"
"magento","26","4668","2"
"javascript","21","4668","3"
"language-features","6","4668","4"
"drupal","5","4668","5"
"bash","101","7552","1"
"linux","57","7552","2"
"shell","54","7552","3"
"awk","40","7552","4"
"sed","38","7552","5"
"c#","11","7583","1"
"wpf","10","7583","2"
"delegates","2","7583","3"
".net-3.5","2","7583","4"
"dependency-properties","2","7583","5"
"java","11","7613","1"
"javascript","8","7613","2"
"jquery","6","7613","3"
"object","4","7613","4"
"slider","3","7613","5"
"c++","7","7618","1"
"binaryfiles","6","7618","2"
"c#","6","7618","3"
"ofstream","6","7618","4"
"memory-leaks","4","7618","5"
"php","19","7675","1"
"mysql","4","7675","2"
"jquery","3","7675","3"
"javascript","3","7675","4"
"html","3","7675","5"
"javascript","28","7679","1"
"file-access","7","7679","2"
"python","6","7679","3"
"unicode","5","7679","4"
"cross-browser","5","7679","5"
"entity-framework","44","7714","1"
"asp.net-mvc","42","7714","2"
"c#","34","7714","3"
"javascript","30","7714","4"
"html","25","7714","5"
"c#","31","7872","1"
"asp.net","9","7872","2"
"sql","8","7872","3"
".net","8","7872","4"
"security","15","1820","1"
"java","13","1820","2"
"xss","7","1820","3"
"syntax","5","1820","4"
"generics","5","1820","5"
"javascript","150","1831","1"
"jquery","128","1831","2"
"css","79","1831","3"
"height","70","1831","4"
"parameters","29","1831","5"
"c#","53","1862","1"
".net","22","1862","2"
"javascript","18","1862","3"
"python","18","1862","4"
"sql","18","1862","5"
"windows","10","1879","1"
"command-line","7","1879","2"
"path-variables","7","1879","3"
"cmd","2","1879","4"
"exit-code","1","1879","5"
"c++","68","1898","1"
"c","44","1898","2"
"algorithm","25","1898","3"
"c#","23","1898","4"
"language-agnostic","15","1898","5"
"java","7","1900","1"
"hibernate","7","1900","2"
"persistence","7","1900","3"
"xss","3","1900","4"
"html","3","1900","5"
"c#","61","1942","1"
".net","25","1942","2"
"javascript","24","1942","3"
"sql","21","1942","4"
"sql-server","14","1942","5"
"c++","284","1968","1"
"c#","165","1968","2"
"language-agnostic","88","1968","3"
"c","67","1968","4"
".net","58","1968","5"
"javascript","24","4203","1"
"git","23","4203","2"
"python","18","4203","3"
"java","13","4203","4"
"sql","11","4203","5"
"java","232","4249","1"
"directory","31","4249","2"
"bash","29","4249","3"
"eclipse","18","4249","4"
"file","16","4249","5"
"java","9","4257","1"
"php","7","4257","2"
"javascript","6","4257","3"
"collections","5","4257","4"
"web","5","4257","5"
"python","301","4279","1"
"datetime","30","4279","2"
"python-3.x","28","4279","3"
"subprocess","27","4279","4"
"windows","17","4279","5"
"vba","19","4280","1"
"excel","10","4280","2"
"collections","6","4280","3"
"string","2","4280","4"
"arrays","2","4280","5"
"linux","5","4285","1"
"performance","3","4285","2"
"c#","3","4285","3"
"c","3","4285","4"
"switch-statement","3","4285","5"
"javascript","11","4321","1"
"php","10","4321","2"
"dom","7","4321","3"
"arrays","3","4321","4"
"shell","3","4321","5"
"javascript","13","5646","1"
"css","7","5646","2"
"jquery","6","5646","3"
"php","5","5646","4"
"html","5","5646","5"
"security","12","5674","1"
"httponly","9","5674","2"
"asp-classic","5","5674","3"
"php","5","5674","4"
"xss","4","5674","5"
"objective-c","9","5696","1"
"iphone","6","5696","2"
"cocoa-touch","5","5696","3"
"ios","5","5696","4"
"c++","5","5696","5"
"xss","5","5746","1"
"authentication","3","5746","2"
"javascript","2","5746","3"
"service","2","5746","4"
"asp.net","2","5746","5"
"c++","21","5801","1"
"c","9","5801","2"
"linux","8","5801","3"
"pygtk","4","5801","4"
"gtk","4","5801","5"
"chars","1","5965","1"
"svn","1","5965","2"
"ruby","1","5965","3"
"python","1","5965","4"
"c++","295","5987","1"
"python","128","5987","2"
"floating-point","45","5987","3"
"performance","39","5987","4"
"c","38","5987","5"
"php","2","6085","1"
"fgets","1","6085","2"
"simplexml","1","6085","3"
"soap","1","6085","4"
"fread","1","6085","5"
"json","6","6152","1"
"javascript","6","6152","2"
"debugging","6","6152","3"
"bash","2","6152","4"
"c","2","6152","5"
"git-history-graph","1","6160","1"
"rsync","1","6160","2"
"linux","1","6160","3"
"git","1","6160","4"
"shell","1","6160","5"
"c++","81","6210","1"
"c","21","6210","2"
"performance","13","6210","3"
"floating-point","12","6210","4"
"algorithm","10","6210","5"
"php","6","6260","1"
"c#","5","6260","2"
"projects-and-solutions","5","6260","3"
"visual-studio","5","6260","4"
"hidden-features","3","6260","5"
"design-patterns","40","6276","1"
"singleton","39","6276","2"
"c#","23","6276","3"
".net","10","6276","4"
"winforms","8","6276","5"
"cygwin","3","6277","1"
"preprocessor","3","6277","2"
"dvcs","3","6277","3"
"msysgit","3","6277","4"
"svn","3","6277","5"
"xapian","1","6302","1"
"php","1","6302","2"
"macos","1","6302","3"
"django-urls","1","6302","4"
"filesystems","1","6302","5"
"iphone","132","6330","1"
"optimization","2","282","1"
"derby","1","282","2"
"database-connection","1","282","3"
"c#","11","357","1"
"sql","11","357","2"
"sql-server","11","357","3"
"performance","10","357","4"
"database","7","357","5"
"c#","9","364","1"
"dynamic-languages","6","364","2"
"html","6","364","3"
"javascript","5","364","4"
"css","5","364","5"
"sql-server","23","369","1"
"c#","22","369","2"
"sql","18","369","3"
"user-interface","10","369","4"
"python","8","369","5"
"javascript","38","392","1"
"c#","18","392","2"
"css","16","392","3"
"jquery","15","392","4"
"iframe","14","392","5"
"c#","25","419","1"
"javascript","22","419","2"
"time","20","419","3"
"jquery","20","419","4"
".net","18","419","5"
"php","341","476","1"
"javascript","100","476","2"
"html","42","476","3"
"arrays","42","476","4"
"python","40","476","5"
"database","9","571","1"
"c#","8","571","2"
"weather","8","571","3"
"datasource","8","571","4"
"weather-api","8","571","5"
"objective-c","59","582","1"
"ios","43","582","2"
"iphone","38","582","3"
"xcode","35","582","4"
"git","29","582","5"
"java","25","3211","1"
"noclassdeffounderror","24","3211","2"
"svg","17","3211","3"
"dom","17","3211","4"
"jquery","17","3211","5"
"c","24","3232","1"
"c++","11","3232","2"
"main","5","3232","3"
"overloading","5","3232","4"
"return-type","5","3232","5"
"javascript","8","3287","1"
"php","7","3287","2"
"jquery","6","3287","3"
"html","6","3287","4"
"css","4","3287","5"
"inversion-of-control","23","3381","1"
"dependency-injection","23","3381","2"
"ioc-container","23","3381","3"
"javascript","12","3381","4"
"asp.net","10","3381","5"
"python","24","3421","1"
"constructor","9","3421","2"
"integer","7","3421","3"
"svn","7","3421","4"
"string-formatting","7","3421","5"
"java","150","3474","1"
"security","25","3474","2"
"hash","13","3474","3"
"passwords","11","3474","4"
"encryption","11","3474","5"
"windows","26","3501","1"
"winapi","24","3501","2"
"nsis","13","3501","3"
"c++","13","3501","4"
"c#","6","3501","5"
"string","2","3508","1"
"c++","2","3508","2"
"math","2","3508","3"
"angle","1","3508","4"
"filesystems","1","3508","5"
"c++","8","3514","1"
"c","3","3514","2"
"exception","2","3514","3"
"bash","2","3514","4"
"linux","2","3514","5"
"algorithm","1","3524","1"
"math","1","3524","2"
"c#","1","3524","3"
"interop","1","3524","4"
"pinvoke","1","3524","5"
"php","24","3542","1"
"java","19","3542","2"
"javascript","14","3542","3"
"mysql","10","3542","4"
"html","9","3542","5"
"c#","14","3546","1"
".net","9","3546","2"
"azure","4","3546","3"
"string.format","3","3546","4"
"string","3","3546","5"
"c#","48","3603","1"
".net","20","3603","2"
"windows-phone-7","6","3603","3"
"asp.net-mvc","5","3603","4"
"msdeploy","5","3603","5"
"sql-injection","6","3641","1"
"user-input","6","3641","2"
"xss","6","3641","3"
"sanitization","6","3641","4"
"berkeley-db","3","3641","5"
"c++","14","3719","1"
"windows","8","3719","2"
"c-preprocessor","6","3719","3"
"c","6","3719","4"
"include","6","3719","5"
"iphone","7","3737","1"
"javascript","7","3737","2"
"objective-c","6","3737","3"
"ios","5","3737","4"
"parsing","4","3737","5"
"sql","8","3743","1"
"sql-server","5","3743","2"
"c#","4","3743","3"
"database","3","3743","4"
"sockets","2","3743","5"
"vb.net","7","3798","1"
"conditional-operator","6","3798","2"
"postgresql","6","3798","3"
"javascript","164","6782","1"
"jquery","57","6782","2"
"arrays","34","6782","3"
"php","26","6782","4"
"c","23","6782","5"
"rest","170","6819","1"
"java","39","6819","2"
"web-services","36","6819","3"
"documentation","35","6819","4"
"http","35","6819","5"
"c#","2","6902","1"
"nhibernate","1","6902","2"
"checkbox","1","6902","3"
"asp.net-mvc","1","6902","4"
"treeview","1","6902","5"
"cookies","6","6910","1"
"browser","6","6910","2"
"wpf","33","900","1"
"c#","30","900","2"
".net","11","900","3"
"binding","7","900","4"
"xaml","5","900","5"
".net","74","905","1"
"c#","50","905","2"
"security","42","905","3"
"obfuscation","40","905","4"
"javascript","39","905","5"
"python","44","912","1"
"go","15","912","2"
"design-patterns","15","912","3"
"anti-patterns","15","912","4"
"singleton","15","912","5"
"actionscript-3","11","914","1"
"flash","7","914","2"
"actionscript","5","914","3"
"apache-flex","4","914","4"
"performance","3","914","5"
"javascript","29","956","1"
"jquery","20","956","2"
"url","11","956","3"
"streaming","9","956","4"
"json","9","956","5"
"obfuscation","1","988","1"
"java","1","988","2"
"c#","156","1053","1"
"c++","63","1053","2"
".net","58","1053","3"
"string","40","1053","4"
"c","34","1053","5"
"php","30","2443","1"
"javascript","27","2443","2"
"java","11","2443","3"
"jquery","9","2443","4"
"language-features","8","2443","5"
"asp.net","69","2525","1"
"c#","58","2525","2"
"asp.net-core-mvc","36","2525","3"
"asp.net-core","33","2525","4"
"authorization","31","2525","5"
"javascript","45","2688","1"
"is-empty","27","2688","2"
"null","27","2688","3"
"c#","14","2688","4"
".net","10","2688","5"
"asp.net","1","2720","1"
"asp.net-mvc","1","2720","2"
"asynchronous","1","2720","3"
"string","1","2720","4"
"c#","1","2720","5"
"html","3","2935","1"
"font-size","2","2935","2"
"python","1","2935","3"
"local-storage","1","2935","4"
"limit","1","2935","5"
"python","47","2979","1"
"file","21","2979","2"
"namespaces","14","2979","3"
"package","14","2979","4"
"java","10","2979","5"
"ruby","553","2988","1"
"python","155","2988","2"
"architecture","128","2988","3"
"inversion-of-control","126","2988","4"
"design-patterns","125","2988","5"
"c#","456","3043","1"
"c#","144","5274","1"
".net","111","5274","2"
"monads","29","5274","3"
"sql-server","21","5274","4"
".net-2.0","18","5274","5"
"keyboard-shortcuts","1","5296","1"
"asp.net","1","5296","2"
"visual-studio","1","5296","3"
"shortcuts","1","5296","4"
"linux","1","5296","5"
"language-agnostic","4","5298","1"
