id,tag
"376346","<java><recursion><stack-overflow><collatz>"
"391913","<c#><.net><multithreading><locking><deadlock>"
"394836","<security><json><csrf>"
"394895","<python><multithreading><segmentation-fault><stack-size>"
"396100","<c++><memory-leaks>"
"409449","<python><function><parameters><arguments><sanitization>"
"413940","<sql><postgresql><underflow>"
"420599","<memory><memory-leaks>"
"421893","<xss><forms>"
"423802","<java><memory-leaks><profiling><hprof>"
"428478","<c#><asp.net-mvc><xss>"
"429254","<perl><memory-leaks><garbage-collection>"
"432491","<objective-c><cocoa><memory><memory-management><memory-leaks>"
"433700","<c><segmentation-fault>"
"443009","<operator-overloading><stack-overflow>"
"443237","<java><sql-server><deadlock>"
"444191","<c#><.net><multithreading><deadlock>"
"466601","<perl><apache><memory><memory-leaks><mod-perl>"
"469098","<.net><memory-leaks>"
"470820","<performance><internet-explorer><memory-leaks>"
"472700","<c#><unit-testing><nunit><deadlock>"
"473760","<.net><asp.net><memory-leaks>"
"475539","<iphone><ios><memory-management><memory-leaks>"
"478242","<iphone><cocoa-touch><memory-leaks><instruments>"
"487173","<iphone><objective-c><image><memory-leaks><picker>"
"487889","<php><security><session-hijacking>"
"491527","<javascript><memory-leaks><event-handling>"
"493909","<asp.net><ajax><xss>"
"494327","<iphone><xcode><memory-leaks>"
"505465","<debugging><gcc><gdb><segmentation-fault>"
"507249","<c++><macos><memory-leaks><heap>"
"508398","<c#><multithreading><deadlock>"
"510955","<c++><windows><memory-leaks>"
"511289","<delphi><memory-leaks><delphi-2009>"
"512371","<oracle><plsql><deadlock><row-number>"
"516869","<jquery><ajax><jquery-ui><memory-leaks><jquery-ui-progressbar>"
"517950","<c#><com><memory-leaks>"
"520107","<c#><multithreading><user-interface><deadlock>"
"527296","<python><multithreading><debugging><deadlock>"
"528127","<wpf><events><memory-leaks>"
"528405","<security><browser><cookies><xss><httponly>"
"531717","<.net><memory-leaks>"
"532346","<python><debugging><memory-leaks><twisted>"
"532917","<memory-leaks>"
"533021","<sql-server><deadlock>"
"536432","<c><multithreading><pthreads><deadlock>"
"537103","<sql-injection>"
"541620","<.net><sql-injection>"
"554138","<c><macos><error-handling><segmentation-fault>"
"556616","<c#><locking><deadlock>"
"560507","<objective-c><cocoa><memory-management><memory-leaks><properties>"
"562617","<.net><multithreading><synchronization><locking><race-condition>"
"562843","<vhdl><synthesis><dead-code>"
"565425","<c#><.net><asp.net><tsql><sql-injection>"
"580177","<c><struct><malloc><segmentation-fault>"
"582663","<c++><com><memory-leaks><com-interop><.net-1.1>"
"585149","<.net-3.5><windows-services><memory-leaks><windows-server-2003><performance-monitor>"
"586759","<iphone><cocoa><cocoa-touch><memory-leaks>"
"595187","<orm><deadlock>"
"596057","<.net><dataset><sql-injection>"
"600757","<c#><memory-leaks>"
"611520","<php><directory><directory-traversal>"
"612964","<iphone><xcode><debugging><memory-leaks>"
"620733","<c#><.net><memory-leaks><garbage-collection><managed>"
"626290","<sql-server><sql-server-2005><nhibernate><datetime><memory-leaks>"
"639034","<c#><asp.net><xss>"
"641666","<javascript><jquery><memory-leaks><closures>"
"643122","<mysql><transactions><deadlock><innodb>"
"651481","<php><security><web-applications><xss>"
"653012","<java><memory-management><java-me><memory-leaks><mobile>"
"656274","<c#><c++><memory-leaks><unmanaged><profiler>"
"656583","<php><upload><virus>"
"661908","<sql-server><sql-server-2005><deadlock>"
"664718","<c><pointers><segmentation-fault>"
"665094","<apache-flex><actionscript-3><debugging><memory-leaks><papervision3d>"
"666573","<windows><logging><scripting><echo><sanitization>"
"667177","<security><buffer-overflow>"
"670791","<java><memory-leaks><reference><garbage-collection>"
"674724","<objective-c><iphone><cocoa-touch><memory-leaks><instruments>"
"679270","<database><security><file-io><malware>"
"685904","<delphi><memory-leaks><fastmm><dunit>"
"686397","<java><memory-leaks>"
"687059","<security><tcp><firewall><network-protocols><exploit>"
"693270","<php><mysql><zend-framework><sql-injection>"
"697336","<java><memory-leaks><jvm-hotspot><permgen>"
"701580","<php><javascript><html><security><xss>"
"703856","<sql><sql-server><sql-injection>"
"706367","<iphone><memory><memory-management><memory-leaks>"
"709145","<c++><memory-leaks><ace>"
"712975","<c++><memory-leaks>"
"714125","<javascript><memory-leaks>"
"720508","<sql-server-2008><deadlock>"
"728063","<c#><memory-leaks>"
"728088","<iphone><memory><instruments><memory-leaks>"
"730913","<c++><memory-leaks>"
"735894","<database><database-design><deadlock>"
"738846","<c><memory-leaks><free><malloc>"
"739850","<javascript><security><xss>"
"742730","<php><security><xss>"
"749911","<memory-leaks><clojure>"
"751957","<jsp><buffer-overflow>"
"756908","<objective-c><cocoa><memory-leaks>"
"758743","<iphone><cocoa><cocoa-touch><objective-c><memory-leaks>"
"761077","<iphone><objective-c><cocoa><cocoa-touch><memory-leaks>"
"765285","<c#><.net><memory-leaks><serial-port>"
"767392","<c++><memory-management><memory-leaks>"
"770555","<ruby><memory><memory-leaks>"
"789826","<c><pointers><segmentation-fault>"
"795237","<mysql><database><multithreading><innodb><race-condition>"
"797883","<mysql><jpa><transactions><deadlock><innodb>"
"798933","<objective-c><memory-leaks><clang>"
"801589","<c#><wpf><memory-leaks><prism><autofac>"
"801737","<asp.net-mvc><security><csrf>"
"803150","<image><memory><internet-explorer-8><resize><memory-leaks>"
"803566","<python><multithreading><deadlock><embedding>"
"812980","<c#><dependency-injection><inversion-of-control><structuremap><stack-overflow>"
"829105","<eclipse><memory-leaks><rcp>"
"838540","<c><segmentation-fault><bus-error><sigbus>"
"838824","<sql-server><spring><jdbc><transactions><deadlock>"
"841984","<javascript><iframe><xss><policy><capability>"
"846460","<security><browser><trojan>"
"849549","<php><memory-leaks>"
"856358","<sql><oracle><deadlock><code-analysis><static-analysis>"
"863948","<java><unit-testing><memory-leaks><junit>"
"867660","<java><multithreading><java-me><mobile><deadlock>"
"867928","<c#><user-interface><spoofing>"
"871610","<c#><memory-leaks><bitmap>"
"879758","<multithreading><deadlock><multicore><com+>"
"882884","<c#><.net><memory-leaks><garbage-collection>"
"884781","<security><url><malware><malware-detection>"
"891913","<c++><pointers><memory-management><segmentation-fault>"
"895600","<c#><sanitization>"
"897020","<python><database><escaping><sql-injection>"
"898273","<c++><memory><stl><vector><memory-leaks>"
"901369","<python><xss>"
"902687","<c++><c><segmentation-fault><sleep><glfw>"
"904775","<javascript><ruby-on-rails><sanitization>"
"905118","<php><zend-framework><csrf>"
"914199","<c><assembly><segmentation-fault>"
"918180","<python><memory-leaks><swig>"
"919334","<asp.net><caching><.net-2.0><memory-leaks><asp.net-2.0>"
"920114","<jquery><html><dom><hardcode>"
"935463","<c><segmentation-fault>"
"935922","<delphi><memory-leaks><service><fastmm>"
"937178","<sql-server><sql-server-2000><deadlock>"
"939831","<sql><sql-server><tsql><queue><race-condition>"
"942421","<c++><language-agnostic><coding-style><infinite-loop>"
"943312","<c><segmentation-fault>"
"943841","<iphone><memory-management><instruments><memory-leaks>"
"945584","<perl><oracle><security><sql-injection><dbi>"
"959501","<sql-server-2008><deadlock><transactions><isolation>"
"960081","<iphone><objective-c><memory-leaks>"
"960122","<c++><xml><segmentation-fault><xerces-c>"
"969223","<stack-overflow><stack>"
"974136","<php><apache><memory><memory-leaks>"
"985535","<c#><.net><asp.net><algorithm><stack-overflow>"
"990015","<sql-server><logging><deadlock><isolation-level><audit-tables>"
"994371","<php><mysql><character-encoding><sql-injection><symbols>"
"997366","<c++><segmentation-fault><mutex><glfw>"
"1000192","<php><sanitization><sanitize>"
"1001073","<perl><security><xss>"
"1001448","<c++><unit-testing><memory-leaks><cppunit>"
"1003736","<asp.net-mvc><xss><antixsslibrary>"
"1008514","<c++><visual-studio-2008><memory-leaks><qt4>"
"1019945","<f#><memory-leaks><sequence><tail-recursion>"
"1021413","<iphone><objective-c><xml><memory-leaks><touchxml>"
"1021839","<.net><memory-leaks>"
"1034760","<image><matlab><segmentation-fault>"
"1035915","<delphi><interface><memory-leaks><delphi-2009><intraweb>"
"1037240","<linux><linux-kernel><segmentation-fault>"
"1037798","<java><xml><security><xerces><owasp>"
"1039244","<iphone><cocoa-touch><memory-management><memory-leaks>"
"1041477","<javascript><memory-leaks><air><adobe>"
"1042917","<sql-server><deadlock>"
"1043803","<multithreading><debugging><deadlock>"
"1043928","<multithreading><deadlock><idioms>"
"1044215","<windows><delphi><com><memory-leaks><wmi>"
"1049005","<java><oracle><memory-leaks><websphere>"
"1051090","<javascript><jquery><jquery-ui><memory-leaks><internet-explorer-6>"
"1051370","<c><unix><setuid><privilege-elevation>"
"1052145","<c++><eclipse><memory-management><memory-leaks>"
"1052979","<delphi><memory-leaks><delphi-2009><intraweb>"
"1056073","<iphone><xcode><memory-leaks><instruments>"
"1056693","<c#><winapi><memory-leaks><marshalling>"
"1058462","<sql><sql-server><oracle><security><owasp>"
"1059648","<iphone><xcode><memory-management><animation><memory-leaks>"
"1061235","<iphone><xcode><debugging><memory-leaks><instruments>"
"1063595","<java><stack-overflow>"
"1068649","<internet-explorer><memory-leaks>"
"1080649","<c++><segmentation-fault>"
"1081026","<objective-c><iphone-sdk-3.0><memory-leaks><instruments>"
"1083842","<c#><memory-leaks><clr><inotifypropertychanged><bindinglist>"
"1084032","<iphone><memory-leaks>"
"1085236","<php><javascript><web-applications><xss>"
"1086950","<tcp><udp><code-injection><spoofing>"
"1089296","<.net><c++><memory-leaks><mixed-mode>"
"1097781","<sql><dynamic><sql-injection>"
"1099437","<iphone><memory-leaks>"
"1102359","<java><multithreading><concurrency><deadlock>"
"1106166","<php><segmentation-fault>"
"1111408","<erlang><io><sanitization>"
"1113982","<javascript><jquery><dom><memory-leaks>"
"1115739","<java><sql><mysql><security><sql-injection>"
"1116308","<performance><xcode><memory-leaks><instruments>"
"1117263","<iphone><objective-c><memory-leaks><malloc><nsdateformatter>"
"1117685","<winforms><memory-leaks><circular-reference><dottrace>"
"1117983","<.net><winforms><c#-3.0><memory-leaks>"
"1119587","<session><owasp>"
"1120337","<vb6><subclass><memory-leaks>"
"1124657","<exploit>"
"1128458","<c++><memory-leaks><unmanaged>"
"1131332","<asp.net><sql><asp-classic><sql-injection>"
"1132561","<delphi><memory-leaks><string>"
"1136844","<c++><memory-leaks><new-operator>"
"1139687","<php><apache><debugging><infinite-loop>"
"1140487","<xss><antixsslibrary>"
"1145762","<c++><debugging><segmentation-fault><gtkmm>"
"1146715","<php><testing><web-applications><memory-leaks><load-testing>"
"1147355","<php><performance><memory-leaks>"
"1147387","<c#><multithreading><deadlock>"
"1150209","<java><deadlock>"
"1153364","<postgresql><deadlock>"
"1153569","<apache-flex><memory-leaks><air><profiling>"
"1164188","<iphone><iphone-sdk-3.0><memory-leaks>"
"1165233","<java><memory-management><jdbc><memory-leaks><resultset>"
"1172476","<perl><debugging><segmentation-fault>"
"1173241","<c#><string><replace><infinite-loop>"
"1177065","<windows><winapi><timer><resource-leak>"
"1178538","<c++><memory-management><shared-libraries><segmentation-fault>"
"1179750","<ruby-on-rails><database><sanitization>"
"1186164","<c><segmentation-fault>"
"1190568","<jquery><internet-explorer><memory-leaks>"
"1192999","<c><file><segmentation-fault>"
"1194606","<java><multithreading><deadlock>"
"1198990","<c#><stack-overflow><icloneable>"
"1205430","<java><multithreading><concurrency><deadlock><semaphore>"
"1214595","<javascript><jquery><popup><xss><same-origin-policy>"
"1214974","<javascript><xss>"
"1218830","<memory-leaks><closures><sidebar><windows-desktop-gadgets>"
"1224042","<c><function><memory-leaks>"
"1234431","<iphone><memory><instruments><memory-leaks>"
"1236679","<iphone><memory><memory-management><sdk><memory-leaks>"
"1236789","<iphone><memory><memory-leaks><consumption>"
"1240546","<ajax><gwt><dojo><xss><cross-domain>"
"1249182","<python><memory-leaks><pyqt><matplotlib>"
"1250050","<iphone><cocoa-touch><memory-leaks>"
"1250666","<iphone><objective-c><memory-leaks><utility>"
"1252367","<java><html><web-frameworks><hardcode>"
"1254148","<iis><ddos>"
"1258201","<c++><memory-leaks><goto>"
"1258550","<c><buffer-overflow><strcpy><c89><strncpy>"
"1259015","<asp.net><oracle><memory><client><memory-leaks>"
"1263599","<c++><memory><memory-management><memory-leaks><gdi+>"
"1266367","<c#><encoding><sql-injection><dataview><rowfilter>"
"1267173","<c++><windows><visual-studio-2005><memory-leaks>"
"1269801","<c++><visual-c++><memory-management><memory-leaks>"
"1270284","<objective-c><iphone><memory-leaks><instruments>"
"1270913","<delphi><memory-leaks><fastmm>"
"1272523","<string><memory-leaks><c++-cli>"
"1276579","<javascript><ajax><xmlhttprequest><race-condition>"
"1279722","<silverlight><ssl><certificate><verification><man-in-the-middle>"
"1280574","<hibernate><db2><deadlock>"
"1281549","<java><api><memory-leaks>"
"1288912","<objective-c><cocoa><memory-management><memory-leaks><garbage-collection>"
"1289855","<objective-c><arrays><pointers><memory-leaks>"
"1299466","<java><deadlock><prediction>"
"1299809","<c++><memory-leaks>"
"1306896","<mysql><deadlock><innodb>"
"1307820","<ruby><segmentation-fault>"
"1310023","<iphone><memory-management><memory-leaks>"
"1310178","<ruby-on-rails><stack-overflow>"
"1311592","<sql><sql-server><sql-server-2008><deadlock>"
"1317123","<c++><networking><nonblocking><denial-of-service><berkeley-sockets>"
"1317598","<javascript><xss>"
"1321328","<objective-c><iphone><xcode><memory-leaks><instruments>"
"1326361","<iphone><memory-leaks>"
"1326617","<memory><nsdata><memory-leaks>"
"1329535","<iphone><memory-leaks><instruments>"
"1330416","<iphone><memory-leaks><cfnetwork>"
"1332423","<wpf><memory-leaks>"
"1334299","<cocoa><image-processing><memory-leaks>"
"1335143","<iphone><objective-c><memory-management><memory-leaks>"
"1338645","<c++><c><segmentation-fault><tokyo-cabinet>"
"1339293","<python><django><debugging><memory-leaks>"
"1341690","<sql-server><deadlock>"
"1344795","<iphone><memory-leaks><uiimage><calayer><instruments>"
"1345755","<c#><wcf><deadlock>"
"1352313","<java><compilation><javac><stack-overflow>"
"1352588","<xcode><memory><avaudioplayer><memory-leaks>"
"1352980","<python><debugging><deadlock><multiprocessing>"
"1354610","<iphone><objective-c><memory-leaks><autorelease>"
"1354958","<c++><memory-leaks>"
"1359771","<perl><debugging><memory-leaks><memory-management><profiler>"
"1360900","<ruby-on-rails><ruby><concurrency><multithreading><deadlock>"
"1363452","<java><google-app-engine><sql-injection><jdoql>"
"1372869","<c#><c#-3.0><stack-overflow>"
"1376035","<c++><segmentation-fault>"
"1379564","<c++><memory><memory-leaks>"
"1381335","<java><tomcat><struts><xss>"
"1383756","<php><html><xss><sanitize><purify>"
"1384050","<iphone><memory><memory-leaks>"
"1385843","<multithreading><language-agnostic><deadlock>"
"1386684","<iphone><objective-c><memory-leaks><instruments>"
"1390165","<arrays><fortran><stack-overflow>"
"1392023","<sql><security><ado.net><sql-injection>"
"1393080","<junit><infinite-loop>"
"1396967","<iphone><core-data><memory-leaks><ios-simulator>"
"1397221","<php><html><escaping><sanitization>"
"1404183","<java><html><sanitization><sanitize>"
"1407942","<.net><exception><specifications><stack-overflow>"
"1409858","<sql><mysql><sql-injection>"
"1413320","<php><sql><mysql><sql-injection>"
"1413662","<xss><castle><nvelocity>"
"1414072","<memory><tomcat><jvm><memory-leaks><yourkit>"
"1414861","<bash><iframe><scripting><virus>"
"1419169","<c++><gcc><gdb><segmentation-fault><stdstring>"
"1423698","<objective-c><memory-management><cocos2d-iphone><autorelease><memory-leaks>"
"1426861","<sql><sql-injection><server-side-scripting>"
"1427478","<iphone><memory-leaks><uiimage><cgimage><cgbitmapcontextcreate>"
"1429335","<iphone><xcode><memory-leaks><avaudioplayer><instruments>"
"1432463","<php><rest><uri><sanitization>"
"1434714","<iphone><uiimage><memory-leaks>"
"1435415","<python><debugging><memory-management><memory-leaks>"
"1436465","<iphone><memory-leaks><uiimage><malloc><cgbitmapcontextcreate>"
"1437200","<sql-server-2005><deadlock>"
"1437791","<c#><.net><asp.net><properties><stack-overflow>"
"1440810","<c++><memory-leaks><hp-ux>"
"1443164","<c><segmentation-fault><fopen><fclose>"
"1444731","<sql><sql-server-2005><deadlock>"
"1446629","<sql-server><security><sql-injection>"
"1447499","<javascript><firefox><xss>"
"1449491","<c#><.net><asp.net-mvc><sanitization>"
"1452029","<iphone><objective-c><cocoa-touch><memory-management><memory-leaks>"
"1454380","<memory><mobile><internet-explorer><memory-leaks><gears>"
"1454450","<asp.net><thread-safety><deadlock><readerwriterlockslim>"
"1456899","<debugging><segmentation-fault>"
"1458099","<java><testing><memory-leaks>"
"1459739","<php><apache><security><owasp>"
"1461604","<asp.net><memory-leaks><componentart><webchartcontrol>"
"1462649","<jquery><memory-leaks>"
"1463009","<iis><memory-management><memory-leaks><garbage-collection>"
"1463175","<php><session><cookies><session-hijacking>"
"1469841","<javascript><jquery><memory-leaks>"
"1473510","<java><memory><memory-management><memory-leaks>"
"1474052","<linux><bash><shell><multiprocessing><race-condition>"
"1474101","<iphone><memory><pointers><memory-leaks>"
"1475442","<iphone><memory-management><memory-leaks><malloc>"
"1480278","<c++><templates><segmentation-fault>"
"1480452","<linux><memory-leaks><video-processing>"
"1481183","<iphone><image><memory-leaks><instruments>"
"1481382","<c++><segmentation-fault>"
"1487684","<windows><memory-management><memory-leaks><windbg>"
"1496121","<java><deadlock>"
"1498519","<internet-explorer-8><filter><xss>"
"1502799","<c++><windows><memory><memory-leaks>"
"1504899","<iphone><objective-c><xcode><memory-leaks><instruments>"
"1505489","<c#><c++><windows-7><memory-leaks><vshost.exe>"
"1518009","<iphone><objective-c><memory-leaks>"
"1520976","<perl><file-upload><cgi><sanitization>"
"1525177","<javascript><html><sanitization>"
"1527301","<objective-c><cocoa><segmentation-fault>"
"1530844","<c#><asp.net><regex><richtextbox><xss>"
"1531637","<iphone><objective-c><cocoa-touch><memory-leaks><uikit>"
"1533378","<java><c++><memory-leaks><java-native-interface>"
"1535326","<php><mysql><sql-injection>"
"1538958","<iphone><objective-c><memory-leaks><p2p><dealloc>"
"1539983","<cocoa><memory-leaks>"
"1540063","<memory-leaks><valgrind>"
"1541476","<objective-c><memory-leaks>"
"1541817","<c++><sorting><segmentation-fault>"
"1542457","<memory-leaks><valgrind><dlopen>"
"1545530","<linux><bash><memory-leaks>"
"1547562","<security><joomla><google-chrome><malware>"
"1549949","<c++><redirect><segmentation-fault><stdout>"
"1551997","<c++><visual-c++><memory-leaks>"
"1554526","<iphone><memory-leaks><instruments>"
"1558863","<iphone><objective-c><audio><memory-leaks><openal>"
"1560130","<asp.net><html><vb.net><string><sanitization>"
"1566045","<wpf><memory-leaks><c++-cli><picturebox>"
"1570660","<memory-leaks><mod-perl>"
"1579663","<c++><memory><memory-leaks>"
"1580419","<objective-c><memory-management><memory-leaks><garbage-collection>"
"1582161","<java><sql><jdbc><prepared-statement><sql-injection>"
"1583812","<ruby-on-rails><input><xss><sanitize>"
"1587540","<php><escaping><sql-injection>"
"1598928","<iphone><memory-leaks><nsxmlparser><nsxml>"
"1598932","<python><django><transactions><race-condition>"
"1599756","<cocoa><memory-leaks><nsautoreleasepool>"
"1602375","<iphone><memory-leaks><button>"
"1607681","<memory-leaks>"
"1608370","<asp.net><xss><validation>"
"1608522","<c#><sql-server><security><sql-injection>"
"1611756","<c++><c><memory-management><memory-leaks>"
"1622370","<jquery><memory-leaks><cluetip>"
"1624087","<javascript><internet-explorer><memory-leaks><dojo><frameset>"
"1625423","<c#><wpf><memory-leaks><richtextbox>"
"1626069","<zend-framework><zend-form><csrf>"
"1631940","<c++><memory-leaks><multiplatform><memory-profiling>"
"1632183","<encoding><asp-classic><textbox><xss>"
"1640582","<memory-leaks><spring.net>"
"1641231","<python><memory-leaks>"
"1650854","<javascript><php><security><xss>"
"1651616","<c++><qt><memory-leaks>"
"1657037","<php><memory-leaks><fork>"
"1658328","<iphone><memory><memory-leaks>"
"1660765","<c++><boost><multithreading><deadlock>"
"1662016","<asp.net-mvc><exception><antiforgerytoken>"
"1663498","<perl><memory-leaks>"
"1663740","<javascript><memory><memory-leaks><profiler>"
"1664567","<.net><memory-leaks><ironpython>"
"1668268","<encryption><blackberry><java-me><data-protection>"
"1673036","<iphone><memory-leaks><instruments>"
"1676593","<c><memory-leaks>"
"1678373","<flash><stack-overflow>"
"1678543","<c++><memory-leaks><devpartner>"
"1679725","<iphone><memory-leaks>"
"1683649","<iphone><memory><memory-leaks>"
"1684975","<c++><segmentation-fault>"
"1691528","<iphone><iphone-sdk-3.0><memory-leaks><uitextfield>"
"1692149","<iphone><memory-management><memory-leaks>"
"1694256","<pointers><segmentation-fault><multidimensional-array>"
"1696009","<c++><mysql><segmentation-fault>"
"1698933","<sql><deadlock>"
"1702602","<sql-server><xml><locking><deadlock>"
"1705727","<c++><segmentation-fault>"
"1705849","<wpf><memory-leaks><windows-xp><hwnd>"
"1714841","<c#><.net><wpf><memory-leaks><bitmapsource>"
"1718388","<sql><sql-server><oracle><sql-injection>"
"1718658","<sql><mysql><database><deadlock>"
"1720014","<memory-management><memory-leaks><operating-system>"
"1721092","<c#><memory><memory-leaks><timer>"
"1721112","<.net><memory><memory-leaks>"
"1722453","<php><regex><stack-overflow><pcre>"
"1726462","<c++><memory-leaks>"
"1727673","<gcc><assembly><segmentation-fault><inline-assembly>"
"1731802","<c><macos><time><segmentation-fault><time-t>"
"1732991","<iphone><objective-c><memory-leaks>"
"1735344","<c><memory><memory-leaks><x11><glx>"
"1735349","<c><linux><segmentation-fault><waitpid>"
"1738779","<instruments><memory-leaks>"
"1739875","<sql><wordpress><sql-injection>"
"1743607","<com><memory-leaks>"
"1743868","<com><memory-leaks>"
"1745472","<com><memory-leaks><com-interop><atl><bstr>"
"1745875","<asp.net><iis><windows-authentication><session-management><session-hijacking>"
"1746973","<c++><multithreading><segmentation-fault><multicore>"
"1747235","<c#><.net><events><memory-leaks><lambda>"
"1751408","<python><memory><opengl><boost><segmentation-fault>"
"1751616","<c><segmentation-fault><huffman-code><adaptive-compression>"
"1751896","<c><segmentation-fault>"
"1752261","<c++><boost><memory-leaks><boost-bind><boost-signals>"
"1752998","<windows><compatibility><buffer-overflow><msvcrt>"
"1753094","<c++><arrays><segmentation-fault>"
"1753790","<iphone><cocoa-touch><memory-leaks>"
"1754415","<c#><memory-leaks><garbage-collection><dispose>"
"1758631","<objective-c><iphone><memory-leaks><for-loop><instruments>"
"1765168","<mysql><database><virtualbox><sanitization>"
"1765351","<iphone><memory><sdk><sqlite><memory-leaks>"
"1765723","<django><csrf>"
"1765733","<php><infinite-loop>"
"1766301","<xcode><memory-leaks><stack-trace><instruments>"
"1767790","<asp.net><gridview><memory-leaks>"
"1768855","<javascript><jquery><stack-overflow>"
"1770890","<asp.net><iis><64-bit><windbg><deadlock>"
"1773079","<c++><c><linux><segmentation-fault><elf>"
"1779617","<ip><nat><spoof>"
"1780628","<security><xss><jsonp>"
"1782309","<iphone><objective-c><memory-leaks><uilabel>"
"1785772","<django><csrf>"
"1789298","<sql><sql-server><timeout><infinite-loop>"
"1791162","<iphone><memory-leaks><ios-simulator>"
"1795305","<concurrency><deadlock>"
"1796203","<php><codeigniter><xss>"
"1796410","<sql-server><stored-procedures><locking><deadlock>"
"1800013","<.net><sql><sql-server><vb.net><sql-injection>"
"1800423","<java><c++><stl><memory-leaks>"
"1802540","<javascript><jquery><ajax><memory-leaks>"
"1804416","<delphi><memory-leaks><activex><fastmm>"
"1805102","<objective-c><memory-leaks><cocos2d-iphone>"
"1807864","<java><ip-address><spoofing>"
"1811796","<php><mysql><sanitization>"
"1812086","<oracle><session><deadlock>"
"1813283","<django><csrf>"
"1816832","<java><memory><memory-leaks><clip>"
"1818861","<c++><visual-c++><memory-leaks><memory-management>"
"1819122","<sql><sql-injection><security>"
"1822529","<c#><asp.net><sql-injection>"
"1826566","<iphone><objective-c><memory-leaks>"
"1828005","<security><session><session-hijacking>"
"1838215","<jakarta-ee><struts><xss>"
"1840090","<c#><.net><windows-services><memory-leaks><remoting>"
"1840624","<django><virus>"
"1842738","<ruby><concurrency><multithreading><deadlock>"
"1845143","<javascript><dom-events><settimeout><race-condition><yui>"
"1847364","<c><memory-leaks>"
"1849929","<iphone><segmentation-fault><exit>"
"1849972","<java><multithreading><deadlock><interrupt>"
"1850251","<ruby-on-rails><xss><erubis>"
"1851528","<sql><mysql><locking><deadlock><transactions>"
"1856430","<mfc><memory-leaks>"
"1858229","<php><sanitization>"
