postid,hours_for_accepted_answer,nanswers,view_count,answersviews
46447002,14250.479722222222,1.0,716.0,0.0013966480446927375
11576372,14235.853611111112,3.0,1854.0,0.0016181229773462784
27106466,14216.659166666666,2.0,2166.0,0.0009233610341643582
22179773,14131.270833333334,1.0,5444.0,0.0001836884643644379
45024935,13901.576388888889,1.0,1286.0,0.0007776049766718507
40753520,13899.874444444444,1.0,2029.0,0.0004928536224741252
46634071,13872.74,1.0,1020.0,0.000980392156862745
49439020,13769.355555555556,3.0,6308.0,0.0004755865567533291
5509378,13652.598055555556,4.0,10254.0,0.0003900916715428126
2281566,13586.3275,5.0,12469.0,0.0004009944662763654
20516584,13539.865,1.0,1781.0,0.0005614823133071309
3725822,13535.145277777778,3.0,3542.0,0.0008469791078486731
43211850,13418.464722222223,6.0,14794.0,0.000405569825604975
7648623,13352.229444444445,3.0,9197.0,0.00032619332390997064
12616336,13299.958333333334,2.0,23731.0,8.427794867472926e-05
1299857,13279.205555555556,1.0,1775.0,0.0005633802816901409
27178887,13187.882777777777,1.0,1247.0,0.0008019246190858059
2677578,13132.393055555556,10.0,17599.0,0.0005682141030740383
43581985,13127.785277777777,2.0,3042.0,0.0006574621959237344
25735359,13024.025555555556,1.0,2998.0,0.000333555703802535
43690421,12882.399166666666,1.0,1455.0,0.0006872852233676976
21093003,12816.839166666667,2.0,6115.0,0.00032706459525756336
14558266,12796.469444444445,2.0,18374.0,0.00010884946119516709
1339293,12774.24,7.0,18330.0,0.00038188761593016914
24820725,12721.925833333333,2.0,4868.0,0.0004108463434675431
33594412,12694.4625,1.0,620.0,0.0016129032258064516
14786490,12659.595,1.0,2304.0,0.00043402777777777775
8034515,12638.354722222222,2.0,712.0,0.0028089887640449437
9881157,12617.224166666667,2.0,5507.0,0.0003631741420010895
15368187,12477.625277777777,1.0,2455.0,0.0004073319755600815
6293273,12273.115277777777,3.0,318.0,0.009433962264150943
13572089,12199.022777777778,1.0,362.0,0.0027624309392265192
15807425,12168.515,2.0,1154.0,0.0017331022530329288
42201503,12143.532222222222,1.0,334.0,0.0029940119760479044
1916993,12141.716666666667,1.0,1496.0,0.0006684491978609625
17749310,12042.62,1.0,683.0,0.0014641288433382138
37076977,12011.3575,1.0,523.0,0.0019120458891013384
3061471,11999.721944444444,2.0,1892.0,0.0010570824524312897
30012422,11901.636388888888,2.0,3127.0,0.0006395906619763352
23285467,11891.875555555556,1.0,1208.0,0.0008278145695364238
8308671,11846.996111111112,4.0,1936.0,0.002066115702479339
25317886,11787.884444444444,2.0,7207.0,0.0002775079783543777
12438279,11748.927222222223,2.0,3449.0,0.0005798782255726297
33666382,11696.613611111112,2.0,7822.0,0.00025568908207619537
19581110,11615.494166666667,5.0,24182.0,0.0002067653626664461
26974405,11583.595277777778,1.0,1299.0,0.0007698229407236335
34246780,11533.464166666667,1.0,61.0,0.01639344262295082
39948470,11480.403333333334,2.0,947.0,0.0021119324181626186
44931452,11446.752777777778,2.0,878.0,0.002277904328018223
49577277,11439.180277777778,1.0,90.0,0.011111111111111112
18575903,11375.288611111111,5.0,23175.0,0.0002157497303128371
33270433,11292.945555555556,1.0,275.0,0.0036363636363636364
45620675,11284.746111111112,1.0,1329.0,0.0007524454477050414
49083782,11258.666666666666,2.0,2831.0,0.0007064641469445425
27182701,11245.476388888888,6.0,88626.0,6.770022341073725e-05
53862391,11178.21,2.0,188.0,0.010638297872340425
1813283,11135.649166666666,4.0,2912.0,0.0013736263736263737
4549644,11006.065833333334,3.0,592.0,0.005067567567567568
45424496,10916.091944444444,2.0,1352.0,0.0014792899408284023
5954498,10868.763611111111,3.0,443.0,0.006772009029345372
52116524,10844.559444444445,3.0,431.0,0.0069605568445475635
11787558,10815.958055555555,3.0,7890.0,0.00038022813688212925
10861784,10815.820277777777,3.0,12675.0,0.00023668639053254438
37133282,10812.789722222222,1.0,28526.0,3.5055738624412815e-05
25494918,10777.530277777778,3.0,612.0,0.004901960784313725
35452118,10682.299444444445,1.0,12570.0,7.955449482895784e-05
25224014,10674.458333333334,1.0,6781.0,0.0001474708745022858
50904763,10635.16861111111,2.0,1850.0,0.001081081081081081
2613045,10625.848333333333,2.0,4271.0,0.0004682744088035589
44390621,10487.270833333334,3.0,4739.0,0.0006330449461911796
3246739,10441.405555555555,4.0,3108.0,0.001287001287001287
52428781,10358.398055555555,3.0,73.0,0.0410958904109589
37490868,10331.111666666666,2.0,429.0,0.004662004662004662
7043047,10252.731666666667,1.0,851.0,0.0011750881316098707
26322249,10184.310555555556,1.0,950.0,0.0010526315789473684
45813477,10153.025833333333,1.0,1852.0,0.0005399568034557236
25458624,10070.005833333333,1.0,1176.0,0.0008503401360544217
27899138,10011.691388888888,1.0,2101.0,0.00047596382674916705
10139891,9959.822222222223,3.0,3583.0,0.0008372871895060006
55841520,9921.487222222222,1.0,277.0,0.0036101083032490976
32257830,9872.993055555555,2.0,685.0,0.00291970802919708
6928554,9870.371388888889,4.0,530.0,0.007547169811320755
13654443,9816.377777777778,3.0,810.0,0.003703703703703704
2830861,9803.520555555555,2.0,1744.0,0.0011467889908256881
52361443,9803.070555555556,2.0,459.0,0.004357298474945534
32939919,9758.000555555556,2.0,5664.0,0.00035310734463276836
14369919,9701.710555555555,2.0,902.0,0.0022172949002217295
14799616,9647.60611111111,3.0,381.0,0.007874015748031496
20838642,9627.26638888889,4.0,1279.0,0.003127443315089914
13105017,9592.209444444445,2.0,805.0,0.002484472049689441
7445351,9562.811944444444,2.0,536.0,0.0037313432835820895
36483369,9491.159722222223,1.0,1093.0,0.0009149130832570906
1629685,9466.104722222222,2.0,67800.0,2.9498525073746314e-05
3871960,9460.496944444445,7.0,4576.0,0.0015297202797202797
5067600,9457.375833333334,2.0,1589.0,0.0012586532410320957
52461537,9457.370833333332,1.0,222.0,0.0045045045045045045
39409357,9418.489722222223,1.0,488.0,0.0020491803278688526
40526739,9409.679444444444,3.0,1756.0,0.0017084282460136675
27756065,9335.413611111111,1.0,499.0,0.002004008016032064
28705324,9302.971111111112,1.0,2180.0,0.00045871559633027525
36906799,9302.239444444445,2.0,190.0,0.010526315789473684
43742261,9240.724166666667,1.0,7501.0,0.0001333155579256099
2881222,9221.825555555555,1.0,2875.0,0.00034782608695652176
35450173,9204.725,2.0,1747.0,0.0011448196908986834
34053905,9184.440555555555,1.0,46.0,0.021739130434782608
6153712,9144.168055555556,2.0,1686.0,0.0011862396204033216
17280390,9140.804722222223,6.0,98918.0,6.065630117875412e-05
35343530,9136.553055555556,1.0,69.0,0.014492753623188406
9253237,9116.282777777778,1.0,746.0,0.0013404825737265416
44950188,9078.7425,1.0,269.0,0.0037174721189591076
33275848,9073.5025,2.0,1398.0,0.001430615164520744
6951062,9023.293055555556,4.0,935.0,0.0042780748663101605
27268520,9019.916388888889,2.0,317.0,0.006309148264984227
9646608,9002.380277777778,3.0,14549.0,0.00020619973881366417
2246649,8992.84111111111,1.0,699.0,0.001430615164520744
4270343,8973.390833333333,5.0,935.0,0.0053475935828877
36295167,8951.376944444444,4.0,7887.0,0.0005071636870800051
22886670,8949.668333333333,5.0,11879.0,0.00042091085108174087
339931,8936.601388888888,4.0,5158.0,0.0007754943776657619
21728752,8918.984444444444,1.0,496.0,0.0020161290322580645
9524146,8867.021666666667,3.0,10162.0,0.000295217476874631
56667233,8829.913333333334,2.0,1848.0,0.0010822510822510823
3520639,8724.468611111111,1.0,1835.0,0.0005449591280653951
44102166,8708.16,1.0,1253.0,0.0007980845969672786
52760424,8686.111111111111,2.0,529.0,0.003780718336483932
41628912,8667.058333333332,1.0,29.0,0.034482758620689655
7114378,8658.455277777777,1.0,1357.0,0.0007369196757553427
33969,8619.518333333333,3.0,49675.0,6.039255158530448e-05
36697478,8608.714444444444,2.0,669.0,0.0029895366218236174
10627542,8605.49888888889,4.0,4184.0,0.0009560229445506692
54213685,8599.496388888889,1.0,477.0,0.0020964360587002098
38870981,8550.498055555556,1.0,2606.0,0.0003837298541826554
5848184,8523.14388888889,2.0,620.0,0.0032258064516129032
5828368,8432.406388888889,1.0,212.0,0.0047169811320754715
17095291,8395.405555555555,1.0,5662.0,0.00017661603673613564
39025738,8391.845,2.0,709.0,0.0028208744710860366
3121622,8374.629444444445,2.0,9725.0,0.00020565552699228792
11975144,8369.079722222223,2.0,479.0,0.0041753653444676405
34820042,8347.222777777777,2.0,8124.0,0.0002461841457410143
54707156,8333.203611111112,1.0,49.0,0.02040816326530612
8351115,8294.59,1.0,512.0,0.001953125
6808471,8275.485,3.0,3910.0,0.0007672634271099745
45055122,8243.096944444444,2.0,1728.0,0.0011574074074074073
49585900,8214.9775,2.0,1519.0,0.0013166556945358788
44898946,8188.851388888889,1.0,105.0,0.009523809523809525
3325912,8140.493888888889,1.0,721.0,0.0013869625520110957
46553448,8022.583055555556,2.0,966.0,0.002070393374741201
3306538,8007.193333333334,2.0,2631.0,0.0007601672367920942
26820199,7959.108333333334,1.0,161.0,0.006211180124223602
53473638,7905.13,2.0,675.0,0.002962962962962963
35289737,7870.728055555555,1.0,229.0,0.004366812227074236
46573427,7869.960555555555,1.0,4500.0,0.00022222222222222223
50756684,7843.143055555555,1.0,177.0,0.005649717514124294
1320496,7840.906944444445,2.0,1171.0,0.0017079419299743809
40291116,7828.041944444444,1.0,949.0,0.001053740779768177
52272290,7797.5552777777775,1.0,404.0,0.0024752475247524753
39673794,7773.678055555555,2.0,4658.0,0.00042936882782310007
7367110,7724.427777777778,1.0,1078.0,0.0009276437847866419
27984398,7680.170833333334,2.0,1335.0,0.00149812734082397
30756682,7677.141388888889,4.0,27638.0,0.0001447282726680657
35659152,7672.598333333333,1.0,2248.0,0.00044483985765124553
43098712,7600.609444444444,1.0,770.0,0.0012987012987012987
5718391,7581.900277777778,4.0,5067.0,0.0007894217485691731
39226222,7577.809444444444,2.0,737.0,0.0027137042062415195
26250295,7526.56,2.0,298.0,0.006711409395973154
21310824,7486.4702777777775,1.0,520.0,0.0019230769230769232
22487290,7471.285,7.0,15120.0,0.000462962962962963
46001298,7446.719444444445,1.0,206.0,0.0048543689320388345
22162642,7429.981388888889,2.0,437.0,0.004576659038901602
19291968,7428.386111111111,1.0,2779.0,0.0003598416696653472
57450213,7396.2091666666665,1.0,137.0,0.0072992700729927005
35346734,7348.8886111111115,2.0,2816.0,0.0007102272727272727
6185533,7321.129722222222,2.0,2002.0,0.000999000999000999
25803476,7310.624444444445,1.0,75.0,0.013333333333333334
11368655,7291.031944444445,1.0,1022.0,0.0009784735812133072
23247062,7251.235833333333,1.0,721.0,0.0013869625520110957
3173739,7241.158888888889,4.0,1559.0,0.0025657472738935213
9380466,7235.462777777778,2.0,1252.0,0.001597444089456869
2692745,7222.181111111111,1.0,3266.0,0.0003061849357011635
45816835,7158.154166666666,1.0,1221.0,0.000819000819000819
17958178,7111.4783333333335,2.0,2003.0,0.000998502246630055
11206091,7104.6386111111115,1.0,2555.0,0.0003913894324853229
38380371,7077.830555555555,2.0,26591.0,7.521341807378436e-05
41855168,7074.051388888889,2.0,1133.0,0.00176522506619594
5851848,7071.143888888889,2.0,1565.0,0.0012779552715654952
5898291,7067.721111111111,3.0,1591.0,0.0018856065367693275
32764764,7062.041388888889,2.0,731.0,0.0027359781121751026
37332044,7051.970555555556,1.0,1083.0,0.0009233610341643582
18542135,7041.333055555556,1.0,1283.0,0.000779423226812159
10440357,7018.956666666667,1.0,819.0,0.001221001221001221
36166941,7010.3052777777775,2.0,1316.0,0.001519756838905775
21321601,7004.8525,1.0,168.0,0.005952380952380952
24245986,6978.966944444444,2.0,3860.0,0.0005181347150259067
5926736,6967.946666666667,1.0,4364.0,0.00022914757103574703
8746155,6923.041111111111,3.0,9130.0,0.0003285870755750274
28431772,6892.001388888889,3.0,4871.0,0.0006158899609936358
31462098,6879.856666666667,1.0,444.0,0.0022522522522522522
2273934,6857.573611111111,2.0,558.0,0.0035842293906810036
31119078,6816.774722222222,1.0,1407.0,0.0007107320540156361
9965342,6805.529166666666,4.0,15630.0,0.0002559181062060141
1554766,6801.653888888889,3.0,2452.0,0.0012234910277324632
32385888,6783.6325,2.0,628.0,0.0031847133757961785
14370670,6779.461666666667,2.0,49879.0,4.009703482427474e-05
15214713,6764.1611111111115,4.0,6095.0,0.0006562756357670221
21161586,6744.844166666667,2.0,1950.0,0.0010256410256410256
24613382,6744.078888888889,1.0,1956.0,0.0005112474437627812
8236837,6657.141666666666,2.0,5193.0,0.00038513383400731754
23148289,6630.531388888889,3.0,7682.0,0.00039052330122363966
9879371,6622.538888888889,2.0,1660.0,0.0012048192771084338
13615213,6614.300277777777,1.0,2278.0,0.0004389815627743635
30173584,6570.487777777777,1.0,110.0,0.00909090909090909
21164915,6562.041666666667,2.0,4352.0,0.00045955882352941176
2168089,6556.1322222222225,3.0,6060.0,0.0004950495049504951
51250834,6554.482777777778,1.0,184.0,0.005434782608695652
5816482,6551.924166666667,1.0,2906.0,0.00034411562284927734
39735617,6541.023611111111,1.0,2754.0,0.00036310820624546115
14317586,6451.044722222222,4.0,4064.0,0.000984251968503937
1785772,6435.805555555556,3.0,1475.0,0.002033898305084746
21721088,6413.886111111111,1.0,8999.0,0.00011112345816201801
24102253,6352.245277777778,1.0,1154.0,0.0008665511265164644
26789618,6309.815277777778,1.0,1688.0,0.0005924170616113745
210820,6307.2844444444445,3.0,274.0,0.010948905109489052
5130588,6299.202222222222,1.0,1090.0,0.0009174311926605505
12675899,6299.164722222222,1.0,254.0,0.003937007874015748
20214382,6289.846388888889,2.0,548.0,0.0036496350364963502
5027412,6243.136666666666,1.0,813.0,0.0012300123001230013
8076752,6231.209444444445,2.0,1547.0,0.001292824822236587
53526735,6216.819444444444,1.0,172.0,0.005813953488372093
17478731,6206.616666666667,3.0,183682.0,1.6332574775971517e-05
4827475,6165.488333333334,1.0,542.0,0.0018450184501845018
18088308,6154.608055555555,3.0,9430.0,0.0003181336161187699
19308006,6138.543055555556,2.0,1220.0,0.001639344262295082
19151653,6126.491388888889,2.0,508.0,0.003937007874015748
57020818,6124.989444444444,1.0,825.0,0.0012121212121212121
50817836,6121.0280555555555,1.0,390.0,0.002564102564102564
9018797,6106.1625,1.0,786.0,0.001272264631043257
14565917,6101.634166666667,1.0,422.0,0.002369668246445498
7866724,6068.876666666667,3.0,634.0,0.00473186119873817
19283794,6065.373055555556,1.0,211.0,0.004739336492890996
7706528,6062.876666666667,3.0,1408.0,0.002130681818181818
15261169,6052.683888888889,3.0,1096.0,0.002737226277372263
2557964,6027.461388888889,2.0,4067.0,0.0004917629702483403
37296422,5948.14,1.0,1627.0,0.0006146281499692685
3806455,5905.542222222222,6.0,9947.0,0.0006031969438021514
11555202,5905.1930555555555,1.0,804.0,0.0012437810945273632
8707119,5878.2461111111115,4.0,11947.0,0.00033481208671633044
18393571,5869.246944444444,4.0,992.0,0.004032258064516129
9818653,5866.111666666667,2.0,568.0,0.0035211267605633804
4397565,5838.570833333333,1.0,1736.0,0.000576036866359447
48109747,5830.343055555555,2.0,2553.0,0.0007833920877399138
39007621,5796.134722222222,1.0,1149.0,0.0008703220191470844
20615378,5751.4238888888885,3.0,896.0,0.0033482142857142855
7236011,5728.345555555556,2.0,2779.0,0.0007196833393306944
37840749,5720.188888888889,1.0,672.0,0.001488095238095238
39654806,5696.054722222222,1.0,1179.0,0.0008481764206955047
54771251,5693.315277777778,2.0,142.0,0.014084507042253521
52547673,5676.5344444444445,1.0,2215.0,0.0004514672686230248
3241616,5648.934722222222,4.0,5573.0,0.0007177462766911897
28907044,5644.077222222222,3.0,1899.0,0.001579778830963665
34467875,5610.858055555555,1.0,921.0,0.0010857763300760044
16249482,5592.840277777777,1.0,957.0,0.0010449320794148381
56513495,5574.198888888889,2.0,1630.0,0.001226993865030675
4317612,5571.221388888889,3.0,479.0,0.006263048016701462
12929555,5568.189166666667,1.0,405.0,0.0024691358024691358
33679150,5561.645555555556,2.0,3056.0,0.0006544502617801048
43741179,5541.295,3.0,11299.0,0.0002655102221435525
12926814,5524.525,1.0,197.0,0.005076142131979695
43523557,5522.269444444444,1.0,1580.0,0.0006329113924050633
26390230,5518.761944444444,1.0,798.0,0.0012531328320802004
43547881,5517.366944444444,2.0,746.0,0.002680965147453083
8012680,5515.1241666666665,1.0,9992.0,0.00010008006405124099
2951123,5495.128333333333,1.0,318.0,0.0031446540880503146
10358614,5447.810555555556,1.0,756.0,0.0013227513227513227
11383520,5433.0925,2.0,1834.0,0.0010905125408942203
3913113,5423.417777777778,2.0,732.0,0.00273224043715847
22663271,5420.536666666667,1.0,2824.0,0.0003541076487252125
3276583,5416.583055555556,1.0,880.0,0.0011363636363636363
12102840,5404.393055555555,1.0,1061.0,0.000942507068803016
198520,5380.851111111111,3.0,5051.0,0.000593941793704217
27137616,5373.435555555556,6.0,2193.0,0.0027359781121751026
22077618,5368.331388888889,1.0,6276.0,0.00015933715742511153
17758734,5304.416111111111,1.0,3940.0,0.0002538071065989848
59451935,5303.934722222222,1.0,757.0,0.001321003963011889
4724874,5274.03,2.0,2296.0,0.0008710801393728223
23150037,5265.485,1.0,338.0,0.0029585798816568047
41425207,5265.113888888889,3.0,166.0,0.018072289156626505
19365186,5233.426666666666,1.0,171.0,0.005847953216374269
1140487,5228.741944444444,1.0,150.0,0.006666666666666667
3384388,5209.605277777778,3.0,6749.0,0.00044451029782189953
3732693,5194.365,1.0,279.0,0.0035842293906810036
46095863,5174.498888888889,1.0,84.0,0.011904761904761904
20508628,5160.379722222222,2.0,2152.0,0.0009293680297397769
1347728,5158.685277777778,4.0,9417.0,0.00042476372517786983
54967447,5139.977777777778,3.0,198.0,0.015151515151515152
3843622,5111.4925,1.0,417.0,0.002398081534772182
11863710,5105.9783333333335,4.0,683.0,0.005856515373352855
51239858,5101.525833333333,2.0,37.0,0.05405405405405406
15630321,5100.176111111111,2.0,2242.0,0.0008920606601248885
48323532,5080.829722222222,1.0,99.0,0.010101010101010102
14555392,5074.098888888889,6.0,787.0,0.007623888182973317
2593178,5042.471666666666,1.0,678.0,0.0014749262536873156
12144746,5042.245833333333,2.0,6792.0,0.0002944640753828033
58664612,5030.038055555556,2.0,819.0,0.002442002442002442
47176096,5027.43,4.0,597.0,0.006700167504187605
6357783,5017.3388888888885,6.0,3228.0,0.0018587360594795538
42631273,5013.073611111111,1.0,1276.0,0.0007836990595611285
271850,4992.161388888889,6.0,5378.0,0.0011156563778356265
2835945,4981.645555555556,2.0,2220.0,0.0009009009009009009
29651779,4975.568888888889,4.0,2453.0,0.0016306563391765185
27308899,4971.98,1.0,374.0,0.00267379679144385
10358752,4953.9225,1.0,4559.0,0.00021934634788330776
44339435,4939.181666666666,2.0,200.0,0.01
18513193,4930.725833333333,1.0,168.0,0.005952380952380952
37212416,4904.628611111111,1.0,1747.0,0.0005724098454493417
8139379,4902.269444444444,3.0,15677.0,0.00019136314345856987
28214389,4900.665277777778,1.0,87.0,0.011494252873563218
53558983,4867.924166666667,1.0,4771.0,0.00020959966464053657
53613513,4866.065555555556,1.0,86.0,0.011627906976744186
23371263,4863.467777777778,1.0,2542.0,0.0003933910306845004
39379440,4839.3197222222225,1.0,4323.0,0.0002313208420078649
56837924,4834.862777777777,4.0,249.0,0.01606425702811245
50386159,4811.983055555555,3.0,364.0,0.008241758241758242
7251902,4788.861944444445,1.0,77.0,0.012987012987012988
52214242,4777.7844444444445,1.0,462.0,0.0021645021645021645
