id,owner_user_id,reputation
"4420","294","15720"
"8201","294","15720"
"11810","294","15720"
"21269","294","15720"
"10929","363","1043"
"553","377","2813"
"37457","377","2813"
"580","396","48579"
"1044","396","48579"
"1062","396","48579"
"2021","396","48579"
"2022","396","48579"
"2023","396","48579"
"2078","396","48579"
"3787","396","48579"
"3889","396","48579"
"6827","396","48579"
"7519","396","48579"
"7687","396","48579"
"8621","396","48579"
"8744","396","48579"
"8757","396","48579"
"10854","396","48579"
"10898","396","48579"
"11363","396","48579"
"11540","396","48579"
"11621","396","48579"
"11995","396","48579"
"12555","396","48579"
"12792","396","48579"
"15958","396","48579"
"15961","396","48579"
"21114","396","48579"
"23007","396","48579"
"24613","396","48579"
"24657","396","48579"
"25472","396","48579"
"25473","396","48579"
"26142","396","48579"
"30782","396","48579"
"33050","396","48579"
"41239","396","48579"
"42663","396","48579"
"52699","396","48579"
"70756","396","48579"
"79098","396","48579"
"84733","396","48579"
"90994","396","48579"
"96467","396","48579"
"107865","396","48579"
"135492","396","48579"
"83631","405","625"
"7277","408","171"
"32730","414","44401"
"44849","414","44401"
"138278","414","44401"
"847","419","211"
"978","426","1267"
"4104","453","19814"
"4859","453","19814"
"15491","453","19814"
"85764","453","19814"
"92780","453","19814"
"2517","469","2826"
"3584","485","60828"
"77230","485","60828"
"108602","485","60828"
"1166","488","4944"
"19911","493","3835"
"1577","499","533"
"10006","523","203"
"47027","537","405"
"56852","537","405"
"20045","543","17514"
"103323","543","17514"
"18007","548","765"
"60815","556","1036"
"1069","560","996"
"1344","566","1077"
"1463","566","1077"
"2342","566","1077"
"7703","618","14797"
"128884","634","1236"
"54580","660","531"
"10857","666","121"
"14709","667","1791"
"12846","719","695"
"1362","764","13367"
"10270","764","13367"
"10551","764","13367"
"12729","764","13367"
"17593","764","13367"
"22651","764","13367"
"29082","764","13367"
"131149","764","13367"
"131821","764","13367"
"139541","764","13367"
"85813","770","243"
"1225","780","443"
"1262","788","1966"
"103384","791","1252"
"3763","793","12511"
"5084","793","12511"
"5132","793","12511"
"5440","793","12511"
"6694","793","12511"
"8445","793","12511"
"86465","804","113"
"98161","826","2636"
"108625","826","2636"
"1322","831","292"
"110018","837","1050"
"110816","837","1050"
"149723","837","1050"
"162926","837","1050"
"9440","849","373"
"10071","849","373"
"6550","883","582"
"6535","931","151"
"15059","951","379"
"2703","953","26346"
"29324","953","26346"
"5107","971","94114"
"6998","971","94114"
"12684","971","94114"
"12686","971","94114"
"13570","971","94114"
"13652","971","94114"
"13658","971","94114"
"15617","971","94114"
"15744","971","94114"
"18694","971","94114"
"19565","971","94114"
"20022","971","94114"
"20406","971","94114"
"22752","971","94114"
"23438","971","94114"
"25100","971","94114"
"27849","971","94114"
"37861","971","94114"
"38112","971","94114"
"41350","971","94114"
"53867","971","94114"
"58388","971","94114"
"58950","971","94114"
"59307","971","94114"
"62212","971","94114"
"65912","971","94114"
"74656","971","94114"
"90787","971","94114"
"93191","971","94114"
"118391","971","94114"
"3949","975","45692"
"10554","975","45692"
"24444","975","45692"
"25444","975","45692"
"27885","975","45692"
"32285","975","45692"
"37380","975","45692"
"11974","984","351"
"4536","997","907"
"1621","1051","1993"
"36754","1085","411"
"30135","1092","1056"
"1707","1122","885"
"2099","1122","885"
"2525","1122","885"
"1735","1136","759"
"37169","1136","759"
"2963","1155","213"
"1906","1216","323"
"135699","1220","2751"
"135705","1220","2751"
"157327","1220","2751"
"12066","1229","717"
"71003","1229","717"
"2582","1236","461"
"30330","1261","220"
"61900","1284","525"
"67474","1297","665"
"136872","1297","665"
"146000","1297","665"
"2003","1316","31"
"2013","1320","593"
"2087","1350","449"
"2091","1350","449"
"2092","1350","449"
"6411","1351","2762"
"25855","1351","2762"
"20806","1363","2724"
"24084","1363","2724"
"2120","1394","923"
"33663","1398","594"
"2178","1411","173"
"148082","1428","188"
"2330","1431","1555"
"2243","1477","965"
"74382","1488","143"
"2592","1498","203"
"83331","1540","135"
"11737","1567","1893"
"14134","1567","1893"
"5067","1595","842"
"42383","1609","1581"
"59101","1609","1581"
"2372","1620","245"
"4841","1620","245"
"2405","1625","325"
"2403","1634","373"
"5227","1653","731"
"5244","1653","731"
"2503","1695","163"
"120160","1728","367"
"2552","1745","213"
"2581","1760","183"
"6236","1768","383"
"2631","1791","103"
"143304","1844","133"
"31204","1868","175"
"3460","1902","513"
"3606","1902","513"
"84529","1962","334"
"11985","1975","501"
"12101","1983","2698"
"7062","1985","133"
"2982","1988","253"
"2985","2004","183"
"3001","2014","963"
"70463","2031","505"
"6077","2052","2061"
"31975","2052","2061"
"3056","2053","2191"
"25884","2053","2191"
"37183","2053","2191"
"3543","2070","309"
"119988","2113","6797"
"3165","2122","5621"
"3601","2130","1091"
"4555","2130","1091"
"5883","2130","1091"
"6957","2130","1091"
"9096","2130","1091"
"9916","2130","1091"
"9967","2130","1091"
"20140","2130","1091"
"20402","2130","1091"
"20661","2130","1091"
"45776","2130","1091"
"100893","2130","1091"
"3174","2137","534"
"6666","2137","534"
"149833","2138","7442"
"7938","2147","6814"
"8456","2147","6814"
"10277","2147","6814"
"15939","2147","6814"
"42229","2147","6814"
"51614","2189","123"
"106972","2191","312"
"2715","2212","5859"
"3521","2212","5859"
"3600","2212","5859"
"3707","2212","5859"
"5310","2212","5859"
"7776","2212","5859"
"9945","2212","5859"
"12131","2212","5859"
"7961","2216","563"
"8074","2232","3327"
"13243","2232","3327"
"91783","2232","3327"
"110307","2232","3327"
"3406","2244","21"
"20481","2264","78762"
"21205","2264","78762"
"21420","2264","78762"
"29170","2264","78762"
"29460","2264","78762"
"37855","2264","78762"
"57509","2264","78762"
"146984","2279","1480"
"16980","2315","433"
"3640","2360","67"
"46849","2374","6475"
"55075","2374","6475"
"55086","2374","6475"
"58617","2374","6475"
"58937","2374","6475"
"88939","2374","6475"
"121645","2374","6475"
"3674","2379","3153"
"3848","2379","3153"
"3879","2379","3153"
"5467","2379","3153"
"8181","2379","3153"
"40849","2379","3153"
"53014","2379","3153"
"59517","2379","3153"
"69392","2379","3153"
"76535","2379","3153"
"3694","2396","410"
"14940","2405","2094"
"74341","2446","360"
"3844","2464","365"
"4667","2471","463"
"15272","2493","3212"
"45687","2493","3212"
"168470","2541","167"
"106728","2553","1036"
"55138","2568","37418"
"55270","2568","37418"
"5091","2583","1365"
"14025","2583","1365"
"51579","2630","5458"
"55249","2630","5458"
"4196","2639","367"
"79172","2663","119"
"4354","2664","83"
"4193","2666","3334"
"4253","2666","3334"
"4254","2666","3334"
"4309","2666","3334"
"4436","2666","3334"
"12164","2666","3334"
"46953","2666","3334"
"62686","2666","3334"
"63867","2666","3334"
"64161","2666","3334"
"66071","2666","3334"
"66076","2666","3334"
"82652","2666","3334"
"4217","2685","600"
"4530","2685","600"
"53791","2689","103"
"11555","2690","508"
"15595","2720","73"
"4503","2742","4912"
"4524","2742","4912"
"11662","2742","4912"
"6756","2769","1095"
"8602","2769","1095"
"8785","2769","1095"
"9272","2769","1095"
"15349","2769","1095"
"45750","2769","1095"
"4471","2800","411"
"6510","2800","411"
"4213","2804","163"
"4570","2842","1722"
"4752","2842","1722"
"6753","2858","1194"
"8663","2858","1194"
"11163","2858","1194"
"13537","2901","360"
"56886","2914","537"
"22925","2916","615"
"37036","2918","359"
"34039","2972","282"
"15262","2973","505"
"9348","2998","301"
"8610","3008","181"
"5637","3010","718"
"9095","3039","720"
"13821","3039","720"
"72589","3050","193"
"37519","3069","373"
"4758","3076","163"
"55876","3090","219"
"4796","3103","201"
"4824","3116","161"
"124956","3165","5649"
"138203","3165","5649"
"4981","3187","620"
"72117","3187","620"
"18167","3208","111"
"5020","3238","1"
"5033","3246","175"
"5119","3286","3733"
"8865","3286","3733"
"90191","3286","3733"
"90842","3286","3733"
"5182","3291","181"
"5514","3306","3548"
"14305","3339","52821"
"17095","3339","52821"
"19373","3339","52821"
"19694","3339","52821"
"19749","3339","52821"
"32568","3339","52821"
"36671","3339","52821"
"44345","3339","52821"
"5441","3341","283"
"109980","3365","64026"
"7434","3405","223"
"5414","3465","183"
"23521","3473","71"
"5505","3520","91"
"14569","3527","173"
"7697","3561","123"
"6020","3587","1311"
"49550","3595","123"
"37724","3631","309"
"5644","3634","143"
"7720","3637","1137"
"8099","3647","601"
"8798","3647","601"
"40185","3647","601"
"7802","3668","1593"
"29937","3668","1593"
"73941","3668","1593"
"29902","3677","1106"
"5763","3732","129"
"5786","3744","173"
"83222","3745","475"
"5817","3771","79"
"6478","3773","2004"
"8867","3775","2585"
"5835","3788","133"
"5847","3798","149"
"5869","3814","299"
"42171","3826","11172"
"5897","3827","123"
"38715","3839","135"
"5932","3843","33"
"17066","3905","2059"
"31404","4015","485"
"17393","4028","292"
"123413","4077","637"
"10728","4178","926"
"119612","4212","201"
"6204","4215","169"
"75956","4252","1103"
"39097","4255","133"
"6465","4262","109"
"97704","4264","955"
"6259","4266","111"
"6329","4334","412"
"86692","4334","412"
"153670","4334","412"
"53699","4386","9077"
"54099","4387","920"
"81235","4445","828"
"7911","4450","1323"
"8113","4450","1323"
"10847","4450","1323"
"11098","4450","1323"
"13731","4450","1323"
"12313","4508","1928"
"12596","4508","1928"
"15446","4508","1928"
"35144","4508","1928"
"46941","4508","1928"
"18043","4556","2968"
"18310","4556","2968"
"21073","4556","2968"
"21297","4556","2968"
"21301","4556","2968"
"21305","4556","2968"
"21413","4556","2968"
"22806","4556","2968"
"23734","4556","2968"
"85214","4556","2968"
"66000","4596","2454"
"50970","4612","316"
"71181","4623","291"
"103206","4629","1023"
"18162","4636","153"
"6842","4656","191"
"14714","4668","231"
"6904","4749","131"
"80905","4755","141"
"63097","4758","3597"
"96437","4758","3597"
"6946","4784","141"
"11860","4786","489"
"58141","4799","3707"
"141729","4799","3707"
"32334","4805","297"
"17399","4880","401"
"34241","4880","401"
"7080","4910","257"
"20216","4947","567"
"85998","4947","567"
"7204","4980","2829"
"33410","4980","2829"
"33428","4980","2829"
"58697","5002","1941"
"58838","5002","1941"
"59411","5002","1941"
"59470","5002","1941"
"61110","5002","1941"
"61966","5002","1941"
"62047","5002","1941"
"7256","5016","367"
"8155","5057","451"
"10109","5057","451"
"68245","5058","710"
"16731","5073","821"
"16733","5073","821"
"18327","5073","821"
"11384","5139","373"
"7553","5144","53"
"7849","5158","367"
"11842","5158","367"
"26561","5158","367"
"5212","5169","7835"
"39555","5169","7835"
"39762","5169","7835"
"41010","5169","7835"
"41685","5169","7835"
"42626","5169","7835"
"43529","5169","7835"
"43658","5169","7835"
"55467","5169","7835"
"56302","5169","7835"
"57556","5169","7835"
"62147","5169","7835"
"67695","5169","7835"
"69074","5169","7835"
"70900","5169","7835"
"71410","5169","7835"
"73223","5169","7835"
"20147","5191","725"
"62600","5191","725"
"7641","5202","131"
"12428","5203","2143"
"13432","5248","2586"
"26347","5248","2586"
"7705","5251","1205"
"107810","5251","1205"
"18185","5261","187"
"99503","5261","187"
"12178","5271","123"
"11768","5301","137"
"7860","5307","203"
"7870","5311","135"
"9980","5330","646"
"7920","5332","1"
"12434","5360","892"
"14982","5360","892"
"38321","5360","892"
"15934","5363","291"
"8427","5367","2163"
"55613","5367","2163"
"17551","5372","1737"
"9230","5381","173"
"8033","5388","257"
"8066","5400","120217"
"15214","5400","120217"
"17565","5400","120217"
"17847","5400","120217"
"18035","5400","120217"
"18936","5400","120217"
"19193","5400","120217"
"19302","5400","120217"
"24166","5400","120217"
"25219","5400","120217"
"27782","5400","120217"
"36618","5400","120217"
"89834","5400","120217"
"159217","5400","120217"
"13039","5460","121"
"8174","5461","363"
"9981","5501","5017"
"12857","5501","5017"
"12896","5501","5017"
"12899","5501","5017"
"14534","5501","5017"
"14763","5501","5017"
"14881","5501","5017"
"15066","5501","5017"
"15260","5501","5017"
"17187","5501","5017"
"17598","5501","5017"
"18505","5501","5017"
"18663","5501","5017"
"19864","5501","5017"
"20422","5501","5017"
"20766","5501","5017"
"23459","5501","5017"
"63219","5518","5374"
"73678","5518","5374"
"161869","5541","2277"
"8303","5546","259"
"68437","5557","731"
"72792","5557","731"
"166707","5576","193"
"45723","5583","137"
"124369","5583","137"
"18195","5585","602"
"8733","5632","405"
"8587","5694","363"
"11397","5701","3794"
"44668","5701","3794"
"71979","5701","3794"
"8857","5708","203"
"145613","5720","369"
"157541","5720","369"
"102352","5742","211"
"55104","5757","119"
"8711","5774","181"
"8749","5791","91"
"8761","5799","201"
"23683","5833","259"
"8896","5842","393"
"9237","5842","393"
"19007","5844","583"
"24908","5844","583"
"68063","5858","252"
"8895","5878","133"
"8945","5894","69"
"11632","5951","321"
"9113","5974","305"
"9133","5980","87"
"9263","5980","87"
"115794","5997","1210"
"139611","5997","1210"
"144697","5997","1210"
"9156","6000","815"
"12546","6001","1035"
"10415","6004","1440"
"10729","6004","1440"
"11840","6004","1440"
"19868","6004","1440"
"30046","6004","1440"
"40298","6004","1440"
"145109","6004","1440"
"68408","6018","185"
"9470","6024","1109"
"32640","6069","326"
"71046","6103","1021"
"106940","6103","1021"
"10011","6142","1220"
"10201","6142","1220"
"10646","6142","1220"
"15108","6142","1220"
"55712","6142","1220"
"45326","6159","1185"
"9453","6185","151"
"9461","6191","381"
"32902","6220","539"
"10615","6233","155"
"31637","6243","7450"
"10446","6249","6294"
"11917","6249","6294"
"19526","6253","103724"
"9935","6255","211"
"27939","6256","213"
"9561","6257","183"
"101601","6276","4140"
"102008","6276","4140"
"127049","6276","4140"
"142586","6276","4140"
"10000","6288","1082"
"9623","6300","233"
"9810","6315","133"
"9668","6324","295"
"33559","6324","295"
"9682","6333","133"
"42801","6341","8680"
"94606","6341","8680"
"95440","6341","8680"
"103936","6341","8680"
"157880","6341","8680"
"160849","6341","8680"
"12153","6350","1359"
"13372","6350","1359"
"95304","6350","1359"
"143007","6350","1359"
"158602","6366","1671"
"44644","6372","908"
"16486","6380","465"
"100454","6380","465"
"47400","6388","205"
"24990","6402","1391"
"57128","6427","587"
"52862","6441","207"
"10106","6450","213"
"9831","6452","143"
"9973","6457","161"
"10029","6457","161"
"13618","6472","361"
"11298","6500","591"
"16958","6522","1631"
"76060","6522","1631"
"11140","6545","225"
"10866","6550","145"
"10032","6568","161"
"10035","6571","133"
"157126","6610","168"
"10251","6680","143"
"143896","6682","241"
"101434","6704","908"
"10292","6712","135"
"19309","6735","325"
"10378","6771","71"
"10386","6778","91"
"87571","6794","103"
"10485","6821","51"
"10535","6862","2008"
"13992","6862","2008"
"14738","6862","2008"
"14890","6862","2008"
"14898","6862","2008"
"20135","6862","2008"
"34205","6862","2008"
"34207","6862","2008"
"43837","6862","2008"
"52193","6862","2008"
"10549","6869","2657"
"10722","6869","2657"
"10736","6869","2657"
"17412","6869","2657"
"10553","6872","31"
"11376","6892","636"
"58619","6937","803"
"59320","6937","803"
"67075","6937","803"
"9628","6946","598"
"26226","6948","135"
"10691","6956","155"
"10694","6958","163"
"12482","6973","143"
"108552","6990","143"
"37338","7016","205"
"24044","7030","381"
"39540","7030","381"
"10825","7042","71"
"10838","7053","11"
"12401","7066","781"
"12402","7066","781"
"19276","7066","781"
"19319","7066","781"
"35756","7066","781"
"38134","7086","155"
"55703","7090","363"
"24729","7120","3674"
"115703","7155","193"
"12133","7158","403"
"45928","7158","403"
"18018","7193","255"
"11066","7222","21"
"101872","7245","143"
"11103","7257","23"
"17562","7306","5109"
"32529","7306","5109"
"12593","7319","3437"
"11170","7325","21"
"13120","7370","221"
"11263","7414","153"
"11317","7465","121"
"39990","7484","518"
"34965","7497","8027"
"42209","7497","8027"
"47070","7497","8027"
"11355","7507","629"
"11369","7517","323"
"11398","7535","131"
"11393","7537","175"
"11447","7537","175"
"11623","7545","178"
"11427","7557","71"
"11444","7567","491"
"15621","7595","165"
"11911","7603","415"
"20108","7619","623"
"23032","7619","623"
"11756","7630","475"
"11868","7670","498"
"11893","7670","498"
"29515","7670","498"
"11606","7672","203"
"15014","7684","4414"
"126345","7684","4414"
"11658","7697","139"
"11788","7775","125"
"11794","7782","123"
"30893","7827","412"
"35735","7827","412"
"11968","7871","23"
"11972","7877","109"
"135157","7877","109"
"168602","7877","109"
"109775","7878","111"
"11986","7881","171"
"26560","7951","143"
"32532","7951","143"
"12816","7992","125"
"65021","7992","125"
"23850","8022","267"
"10974","8047","321"
"106171","8057","333"
"70982","8067","1340"
"12194","8071","165"
"12405","8197","61"
"14727","8265","61"
"12512","8266","812"
"25874","8281","6486"
"12568","8316","530"
"118146","8316","530"
"15765","8335","2090"
"42191","8335","2090"
"55083","8335","2090"
"68123","8335","2090"
"54865","8340","31538"
"74106","8340","31538"
"81501","8340","31538"
"90377","8340","31538"
"93499","8340","31538"
"101715","8340","31538"
"109874","8340","31538"
"109875","8340","31538"
"110480","8340","31538"
"12624","8371","173"
"14843","8385","857"
"13192","8390","245"
"30362","8396","1107"
"51069","8405","283"
"12699","8420","49"
"143828","8421","225"
"144066","8421","225"
"18061","8486","397"
"20004","8486","397"
"20558","8486","397"
"20995","8492","193"
"16624","8496","157"
"48092","8498","139"
"12836","8507","153"
"52574","8514","501"
"116211","8514","501"
"38504","8562","4861"
"13496","8571","746"
"14894","8571","746"
"16169","8571","746"
"12933","8578","375"
"13446","8578","375"
"13841","8578","375"
"14029","8578","375"
"14249","8578","375"
"14256","8578","375"
"16411","8578","375"
"16806","8578","375"
"15741","8617","856"
"13059","8661","61"
"91755","8676","1141"
"163614","8680","259"
"92136","8722","1508"
"167639","8722","1508"
"16676","8729","2647"
"32761","8729","2647"
"33104","8729","2647"
"34326","8729","2647"
"34961","8729","2647"
"36355","8729","2647"
"75848","8745","317"
"151613","8745","317"
"77112","8754","27589"
"84276","8754","27589"
"95909","8754","27589"
"120169","8754","27589"
"126721","8754","27589"
"131485","8754","27589"
"139256","8754","27589"
"72535","8772","877"
"13235","8774","113"
"13286","8784","235"
"29748","8799","174"
"16287","8803","305"
"13375","8841","113"
"56265","8923","1877"
"62268","8923","1877"
"13543","8976","37"
"14046","8976","37"
"62080","9032","273"
"13639","9043","31"
"15502","9084","189"
"51822","9086","3082"
"106603","9090","101"
"13760","9125","297"
"45410","9133","280"
"20187","9134","576"
"13798","9146","111"
"137662","9156","155"
"13862","9183","53"
"127594","9195","13836"
"16496","9240","153"
"13955","9251","71"
"14038","9266","201"
"16500","9275","145"
"29824","9294","755"
"93565","9308","875"
"14102","9312","5080"
"49086","9312","5080"
"58155","9312","5080"
"64562","9312","5080"
"72050","9312","5080"
"95703","9312","5080"
"14112","9315","291"
"13464","9317","2708"
"16183","9317","2708"
"18563","9317","2708"
"136551","9317","2708"
"116332","9320","131"
"14142","9339","591"
"14152","9346","173"
"15335","9346","173"
"14216","9385","41"
"14222","9388","111"
"14255","9402","119"
"37147","9433","187"
"54325","9444","123"
"33148","9446","183"
"19644","9467","41"
"14465","9472","167"
"73878","9479","143"
"14516","9497","161"
"31388","9499","1307"
"34271","9499","1307"
"34397","9499","1307"
"35571","9499","1307"
"58369","9499","1307"
"130442","9510","181"
"14635","9515","235"
"16353","9515","235"
"19471","9565","874"
"20209","9565","874"
"20871","9565","874"
"52447","9565","874"
"14820","9578","189"
"14906","9578","189"
"15102","9578","189"
"14713","9600","51"
"14717","9604","2696"
"14739","9609","121"
"30833","9611","2537"
"15694","9616","833"
"19176","9616","833"
"24227","9616","833"
"41459","9616","833"
"51860","9633","4365"
"55244","9633","4365"
"14864","9662","123"
"95946","9687","1034"
"119047","9687","1034"
"64055","9691","153"
"23612","9699","83"
"151037","9708","1081"
"17067","9724","187"
"15394","9759","1373"
"23302","9767","193"
"15116","9778","1798"
"15235","9778","1798"
"16564","9778","1798"
"19469","9778","1798"
"19718","9778","1798"
"20659","9778","1798"
"21383","9778","1798"
"25319","9778","1798"
"43615","9778","1798"
"148822","9785","213"
"93098","9792","2978"
"26242","9798","115"
"20201","9802","517"
"21005","9802","517"
"15075","9810","91"
"15207","9867","133"
"153618","9891","603"
"152792","9906","243"
"67942","9915","363"
"68671","9915","363"
"162970","10023","113"
"23801","10040","161"
"20948","10074","1245"
"73476","10074","1245"
"15202","10094","23"
"24947","10158","1128"
"26197","10158","1128"
"26531","10158","1128"
"32953","10158","1128"
"34368","10158","1128"
"34542","10158","1128"
"34674","10158","1128"
"62413","10158","1128"
"15315","10160","585"
"48438","10160","585"
"49638","10160","585"
"51979","10160","585"
"62260","10160","585"
"68972","10160","585"
"85162","10160","585"
"19714","10193","597"
"46973","10198","1891"
"56551","10198","1891"
"123733","10198","1891"
"15368","10212","327"
"33565","10233","521"
"71748","10271","143"
"15471","10276","31"
"47376","10277","143"
"15484","10284","11"
"5949","10305","721"
"15830","10325","83"
"15903","10325","83"
"16133","10325","83"
"16227","10325","83"
"16380","10325","83"
"16422","10325","83"
"16426","10325","83"
"22953","10331","1575"
"31162","10331","1575"
"36172","10331","1575"
"36267","10331","1575"
"39585","10331","1575"
"40655","10331","1575"
"60638","10361","458"
"15641","10371","11"
"15722","10418","63"
"15726","10418","63"
"15743","10430","21"
"67596","10435","3743"
"141000","10435","3743"
"144012","10435","3743"
"15813","10464","33"
"15881","10503","113"
"15943","10561","1"
"61601","10571","413"
"15968","10572","21"
"16747","10574","2080"
"32012","10574","2080"
"32288","10574","2080"
"35239","10574","2080"
"42406","10574","2080"
"64979","10574","2080"
"16187","10608","1392"
"17932","10608","1392"
"19751","10608","1392"
"22937","10608","1392"
"24662","10608","1392"
"25080","10608","1392"
"25897","10608","1392"
"31560","10608","1392"
"31826","10608","1392"
"34159","10608","1392"
"34810","10608","1392"
"46993","10608","1392"
"73718","10608","1392"
"75958","10608","1392"
"85694","10608","1392"
"118347","10608","1392"
"16158","10634","445"
"81962","10634","445"
"160178","10634","445"
"29930","10655","197"
"57754","10671","655"
"57758","10671","655"
"153497","10671","655"
"86773","10679","501"
"16164","10692","49"
"16165","10695","75"
"16204","10710","201"
"16607","10714","9727"
"16796","10714","9727"
"17172","10714","9727"
"17491","10714","9727"
"17862","10714","9727"
"18494","10714","9727"
"18533","10714","9727"
"19387","10714","9727"
"19778","10714","9727"
"23632","10714","9727"
"34707","10714","9727"
"35053","10714","9727"
"40861","10714","9727"
"41393","10714","9727"
"45892","10714","9727"
"49515","10714","9727"
"67092","10714","9727"
"79611","10714","9727"
"103018","10714","9727"
"104543","10714","9727"
"107975","10714","9727"
"108012","10714","9727"
"108102","10714","9727"
"111594","10714","9727"
"116995","10714","9727"
"147577","10714","9727"
"16236","10722","133"
"16258","10736","143"
"17632","10787","1"
"16361","10793","183"
"17234","10798","75"
"64989","10820","1811"
"38147","10833","275"
"17755","10834","1821"
"18133","10834","1821"
"19988","10834","1821"
"32236","10834","1821"
"34003","10834","1821"
"62420","10843","582"
"20839","10863","30041"
"16535","10880","31"
"112204","10885","14054"
"16546","10906","141"
"16560","10914","11"
"16692","10923","1893"
"25689","10923","1893"
"16588","10933","17"
"16651","10939","205"
"16685","10963","301"
"18086","10984","1017"
"18168","11003","495"
"20395","11003","495"
"20645","11003","495"
"20872","11003","495"
"23191","11003","495"
"23329","11012","237"
"86561","11012","237"
"66653","11051","363"
"107087","11054","175"
"16903","11083","43"
"17316","11136","269"
"39711","11137","623"
"44214","11145","431"
"17075","11189","41"
"19756","11218","4150"
"20497","11218","4150"
"20845","11218","4150"
"23598","11218","4150"
"17179","11238","153"
"17516","11249","275"
"71843","11276","141"
"145604","11287","201"
"19436","11291","3787"
"66272","11293","247"
"72855","11293","247"
"18124","11316","679"
"24139","11316","679"
"36047","11316","679"
"48117","11331","1312"
"66688","11331","1312"
"73090","11331","1312"
"89105","11331","1312"
"89334","11331","1312"
"104689","11331","1312"
"127987","11331","1312"
"136348","11331","1312"
"20371","11358","353"
"18207","11372","133"
"17407","11373","539"
"25475","11373","539"
"27862","11415","5517"
"17430","11427","379"
"17448","11452","119"
"144202","11460","323"
"134874","11471","2085"
"126493","11472","215"
"100700","11502","279"
"37820","11524","135"
"49354","11524","135"
"43807","11529","163"
"17510","11532","19"
"17524","11535","47"
"18217","11584","19"
"17698","11631","812"
"17720","11646","173"
"17721","11647","103"
"21375","11679","4915"
