tag,UpVotes,user_id,rownum
"html","372","1249","5"
"java","8241","1288","1"
"javascript","7055","1288","2"
"equality","6756","1288","3"
"operators","6625","1288","4"
"identity-operator","6571","1288","5"
"python","4967","3002","1"
"dictionary","503","3002","2"
"list-comprehension","482","3002","3"
"numpy","477","3002","4"
"image","398","3002","5"
"objective-c","683","3009","1"
"java","526","3009","2"
"iphone","350","3009","3"
"string","341","3009","4"
"cocoa","326","3009","5"
"git","5009","3146","1"
"revert","3812","3146","2"
"git-checkout","3483","3146","3"
"c++","2243","3146","4"
"boost","561","3146","5"
"android","64","3610","1"
"java","58","3610","2"
"gdata","56","3610","3"
"verifyerror","56","3610","4"
"c#","32","3610","5"
"emacs","589","3673","1"
"undo-redo","214","3673","2"
"elisp","156","3673","3"
"aquamacs","93","3673","4"
"clipboard","93","3673","5"
"ruby-on-rails","297","3736","1"
"iphone","187","3736","2"
"ios","187","3736","3"
"postgresql","157","3736","4"
"ruby","42","3736","5"
"emacs","411","3830","1"
"emacs23","140","3830","2"
"c++","53","3830","3"
"version-control","40","3830","4"
"merge","37","3830","5"
"c++","227","3886","1"
"c","162","3886","2"
"linux","115","3886","3"
"user-interface","68","3886","4"
"winapi","52","3886","5"
"c#","482","4050","1"
"equals-operator","146","4050","2"
"generics","146","4050","3"
"operators","146","4050","4"
".net","119","4050","5"
"c++","856","6345","1"
"c#","307","6345","2"
"string","260","6345","3"
"wstring","244","6345","4"
".net","152","6345","5"
"jquery","6098","6440","1"
"javascript","3205","6440","2"
"html","1127","6440","3"
"css","1095","6440","4"
"jquery-validate","412","6440","5"
"javascript","1128","7516","1"
"date","1017","7516","2"
"datetime","1016","7516","3"
"c#","578","7516","4"
"asp.net","410","7516","5"
"xslt","3584","7585","1"
"xml","2114","7585","2"
"xpath","671","7585","3"
"xslt-1.0","586","7585","4"
"xslt-2.0","336","7585","5"
"c#","1344","8976","1"
".net","1318","8976","2"
"unit-testing","1312","8976","3"
"tdd","1247","8976","4"
"c++","52","8976","5"
"python","327","9083","1"
"arrays","305","9083","2"
"c++","266","9083","3"
"c","264","9083","4"
"formatting","138","9083","5"
"c","97","9232","1"
"python","91","9232","2"
"file-io","58","9232","3"
"c++","55","9232","4"
"linux","50","9232","5"
"c++","1802","9236","1"
"string","671","9236","2"
"tolower","332","9236","3"
"c++-standard-library","332","9236","4"
"qt","191","9236","5"
"java","224","11427","1"
"sql","131","11427","2"
"jquery","92","11427","3"
"mysql","55","11427","4"
"html","52","11427","5"
"c#","411","11525","1"
".net","191","11525","2"
"visual-studio","155","11525","3"
"javascript","87","11525","4"
"html","84","11525","5"
"python","472","11530","1"
"command-line-arguments","470","11530","2"
"input","470","11530","3"
"ruby-on-rails","128","11530","4"
"ruby-on-rails-3","71","11530","5"
"redis","1194","11649","1"
"python","957","11649","2"
"floating-point","531","11649","3"
"parsing","531","11649","4"
"type-conversion","527","11649","5"
"c++","1095","13313","1"
"matlab","569","13313","2"
"computer-vision","438","13313","3"
"c","400","13313","4"
"computer-science","393","13313","5"
"c++","922","13744","1"
"visual-studio","811","13744","2"
"svn","690","13744","3"
"build-process","524","13744","4"
"c#","363","13744","5"
"mysql","312","16430","1"
"optimization","124","16430","2"
"join","85","16430","3"
"indexing","34","16430","4"
"maintenance","24","16430","5"
"c++","49","16460","1"
"c#","40","16460","2"
"opengl","30","16460","3"
"ios4","28","16460","4"
"xcode","28","16460","5"
"objective-c","438","16892","1"
"iphone","430","16892","2"
"ios","424","16892","3"
"uikit","244","16892","4"
"uibarbuttonitem","237","16892","5"
"algorithm","91","16990","1"
"geometry","89","16990","2"
"optimization","56","16990","3"
"c#","94","549","1"
"oracle","87","549","2"
"sql","84","549","3"
"synonym","74","549","4"
"domain-driven-design","36","549","5"
"java","884","572","1"
"python","795","572","2"
"php","476","572","3"
"newline","321","572","4"
"c","286","572","5"
"xss","68","633","1"
"asp.net","68","633","2"
"httponly","68","633","3"
"cookies","68","633","4"
"logging","2","633","5"
"objective-c","2073","714","1"
"pdf","1729","714","2"
"http-headers","1727","714","3"
"content-type","1727","714","4"
"mime","1727","714","5"
"vim","829","2974","1"
"vi","390","2974","2"
"c++","372","2974","3"
"editor","325","2974","4"
"keyboard-shortcuts","316","2974","5"
"ios","1976","2998","1"
"iphone","1962","2998","2"
"objective-c","1102","2998","3"
"cocoa-touch","727","2998","4"
"xcode","584","2998","5"
"java","1188","4926","1"
"directory","814","4926","2"
"version-control","813","4926","3"
"svn","808","4926","4"
"language-agnostic","699","4926","5"
"sniffing","14","5042","1"
"sysadmin","14","5042","2"
"virus","14","5042","3"
"spyware","14","5042","4"
"networking","14","5042","5"
"gcc","70","5070","1"
"gdb","70","5070","2"
"segmentation-fault","70","5070","3"
"debugging","70","5070","4"
"linux","40","5070","5"
"c","57","5109","1"
"c++","41","5109","2"
"html","37","5109","3"
"internet-explorer","37","5109","4"
"constants","28","5109","5"
"orbeon","349","5295","1"
"html-table","204","5295","2"
"xforms","195","5295","3"
"html","195","5295","4"
"position","191","5295","5"
"java","16","5541","1"
"java-me","11","5541","2"
"deadlock","9","5541","3"
"multithreading","9","5541","4"
"mobile","9","5541","5"
"c++","3705","5597","1"
"c++11","1869","5597","2"
"multithreading","1818","5597","3"
"sqlite","601","5597","4"
"database","596","5597","5"
"cocoa","1098","6443","1"
"objective-c","587","6443","2"
"iphone","437","6443","3"
"cocoa-touch","397","6443","4"
"core-graphics","274","6443","5"
"groovy","11018","6509","1"
"java","1586","6509","2"
"string","1340","6509","3"
"grails","1301","6509","4"
"gradle","629","6509","5"
"javascript","93","7988","1"
"regex","63","7988","2"
"definition","47","7988","3"
"memory-leaks","47","7988","4"
"html","46","7988","5"
"ios","885","8047","1"
"objective-c","685","8047","2"
"iphone","521","8047","3"
"swift","269","8047","4"
"xcode","243","8047","5"
"c#","977","8078","1"
"c++","423","8078","2"
"c","345","8078","3"
".net","220","8078","4"
"vim","188","8078","5"
"wpf","2144","9268","1"
".net","1256","9268","2"
"xaml","1178","9268","3"
"data-binding","1089","9268","4"
"relativesource","796","9268","5"
"c++","1535","9611","1"
"c#","1015","9611","2"
"windows","905","9611","3"
"console","794","9611","4"
"linux","599","9611","5"
"qt","785","9876","1"
"qt4","386","9876","2"
"c++","355","9876","3"
"qt-creator","202","9876","4"
"qmake","163","9876","5"
"excel","2224","11683","1"
"vba","2009","11683","2"
"c#","727","11683","3"
"sql","601","11683","4"
"padding","511","11683","5"
"go","1683","13860","1"
"javascript","1604","13860","2"
"jquery","1423","13860","3"
"postgresql","288","13860","4"
"bash","263","13860","5"
"java","1310","13940","1"
"multithreading","798","13940","2"
"keyword","747","13940","3"
"volatile","747","13940","4"
"ordinal","187","13940","5"
"sql-server","484","14048","1"
"c#","390","14048","2"
"tsql","390","14048","3"
"sql-server-2005","385","14048","4"
"foreign-keys","384","14048","5"
"c++","577","17027","1"
"c","350","17027","2"
"c#","245","17027","3"
"winapi","175","17027","4"
"vbscript","126","17027","5"
"java","2890","17041","1"
"string","940","17041","2"
"list","320","17041","3"
"synchronized","257","17041","4"
"profiling","218","17041","5"
"c#","246","17122","1"
".net","134","17122","2"
"string","53","17122","3"
"performance","52","17122","4"
"functional-programming","51","17122","5"
"python","17315","17160","1"
"filenames","2052","17160","2"
"file-extension","2052","17160","3"
"regex","1081","17160","4"
"memory-management","757","17160","5"
"c#","1180","21061","1"
".net","347","21061","2"
"javascript","316","21061","3"
"c++","838","1175","1"
"ios","608","1175","2"
"iphone","577","1175","3"
"objective-c","571","1175","4"
"cocoa","481","1175","5"
"objective-c","973","1200","1"
"ios","747","1200","2"
"php","711","1200","3"
"iphone","710","1200","4"
"c++","689","1200","5"
"wordpress","226","1714","1"
"php","105","1714","2"
"java","78","1714","3"
"final","49","1714","4"
"private","49","1714","5"
"linux","397","1891","1"
"embedded","308","1891","2"
"c++","306","1891","3"
"c","230","1891","4"
"compiler-construction","146","1891","5"
"c#","630","1954","1"
".net","503","1954","2"
"atom-editor","434","1954","3"
"optimization","293","1954","4"
"string","276","1954","5"
"sql-server","2705","2199","1"
"c#","2666","2199","2"
"sql","1644","2199","3"
"tsql","1364","2199","4"
".net","1324","2199","5"
"c++","937","5822","1"
"stl","322","5822","2"
"set","226","5822","3"
"contains","226","5822","4"
"ios","202","5822","5"
"c#","405","5862","1"
"django","380","5862","2"
"python","374","5862","3"
".net","313","5862","4"
"compiler-version","305","5862","5"
"javascript","812","5921","1"
"backbone.js","418","5921","2"
"jquery","282","5921","3"
"node.js","88","5921","4"
"reactjs","83","5921","5"
"python","179","6043","1"
"emacs","119","6043","2"
"bash","63","6043","3"
"shell","63","6043","4"
"regex","59","6043","5"
"c++","1352","8090","1"
"c","798","8090","2"
"windows","260","8090","3"
"dll","222","8090","4"
"visual-studio-2005","216","8090","5"
"c++","2971","8123","1"
"c","1198","8123","2"
"type-punning","582","8123","3"
"undefined-behavior","582","8123","4"
"strict-aliasing","582","8123","5"
"python","1030","10238","1"
"excel","939","10238","2"
"xlsxwriter","801","10238","3"
"xlsx","399","10238","4"
"pandas","376","10238","5"
"c++","198","10247","1"
"linker","121","10247","2"
"templates","120","10247","3"
"gdb","51","10247","4"
"stack","51","10247","5"
"python","2816","10293","1"
"dictionary","630","10293","2"
"urllib","360","10293","3"
"http","355","10293","4"
"django","193","10293","5"
"c++","999","11898","1"
"c#","900","11898","2"
"multithreading","865","11898","3"
"process","821","11898","4"
"operating-system","821","11898","5"
"sqlite","344","12113","1"
"android","205","12113","2"
"java","195","12113","3"
"sql","171","12113","4"
"database","149","12113","5"
"perl","1561","12195","1"
"ruby","218","12195","2"
"cpan","180","12195","3"
"format","155","12195","4"
"date","144","12195","5"
"shell","1270","12274","1"
"bash","1214","12274","2"
"ruby-on-rails","6863","15245","1"
"ruby-on-rails-3","3017","15245","2"
"ruby","2837","15245","3"
"routes","528","15245","4"
"activerecord","459","15245","5"
"ios","349","15371","1"
"objective-c","156","15371","2"
"c#","146","15371","3"
"iphone","125","15371","4"
".net","55","15371","5"
"unix","2230","15401","1"
"benchmarking","2129","15401","2"
"time","2113","15401","3"
"sql-server","1604","15401","4"
"locking","1002","15401","5"
"twisted","2755","18243","1"
"python","2584","18243","2"
"networking","354","18243","3"
"scalability","205","18243","4"
"capacity-planning","190","18243","5"
"ruby","37","18388","1"
"http","33","18388","2"
"post","33","18388","3"
"iphone","21","18388","4"
"ipod","13","18388","5"
".net","97","18471","1"
"c#","90","18471","2"
"sql-server-2005","87","18471","3"
"mars","60","18471","4"
"linq","60","18471","5"
"svn","429","18590","1"
"version-control","421","18590","2"
"directory","407","18590","3"
".net","203","18590","4"
"cocoa","146","18590","5"
"actionscript","316","18829","1"
"apache-flex","316","18829","2"
"wsdl","316","18829","3"
"coldfusion","316","18829","4"
"soap","316","18829","5"
"perl","1592","18914","1"
"language-agnostic","359","18914","2"
"testing","329","18914","3"
"unit-testing","329","18914","4"
"regex","254","18914","5"
"java","788","22704","1"
"multithreading","393","22704","2"
"synchronization","326","22704","3"
"keystore","271","22704","4"
"truststore","271","22704","5"
"ironruby","28","23418","1"
"scala","23","23418","2"
"scalatra","20","23418","3"
".net","14","23418","4"
"akka","11","23418","5"
"java","348","23637","1"
"eclipse","121","23637","2"
"sql-server","159","2","1"
"sql-server-2008","114","2","2"
"tsql","114","2","3"
"nolock","114","2","4"
"sql","114","2","5"
"jquery","1923","60","1"
"javascript","1334","60","2"
"asp.net","1002","60","3"
"ajax","981","60","4"
"json","902","60","5"
"iphone","278","143","1"
"objective-c","60","143","2"
"cocoa-touch","57","143","3"
"ios","49","143","4"
"c#","47","143","5"
"split","203","152","1"
"tsql","203","152","2"
"sql","203","152","3"
"sql-server","203","152","4"
"treeview","92","152","5"
"visual-studio","103","247","1"
"version-control","95","247","2"
"ignorelist","85","247","3"
"tortoisesvn","85","247","4"
"svn","85","247","5"
"c++","168","259","1"
"c","96","259","2"
"mercurial","93","259","3"
"dvcs","80","259","4"
"merge","80","259","5"
"c++","2628","456","1"
"vim","960","456","2"
"stl","666","456","3"
"save","528","456","4"
"save-as","528","456","5"
"c++","10022","3153","1"
"http","5840","3153","2"
"post","5279","3153","3"
"put","5216","3153","4"
"language-agnostic","4994","3153","5"
"ruby-on-rails","196","6068","1"
"ruby","192","6068","2"
"asp.net-mvc","140","6068","3"
"gem","116","6068","4"
"fork","102","6068","5"
"c++","450","6266","1"
"git-branch","410","6266","2"
"git","410","6266","3"
"branch","410","6266","4"
"visual-studio","87","6266","5"
"ruby-on-rails","215","6304","1"
"pg-search","112","6304","2"
"arrays","104","6304","3"
"hidden-field","104","6304","4"
"ruby","97","6304","5"
"git","107842","6309","1"
"github","21627","6309","2"
"eclipse","15939","6309","3"
"version-control","11895","6309","4"
"java","11116","6309","5"
"go","1730","7426","1"
"php","301","7426","2"
"url","219","7426","3"
"json","86","7426","4"
"html","81","7426","5"
"python","8586","8206","1"
"c","3077","8206","2"
"makefile","2297","8206","3"
"phony-target","2019","8206","4"
"syntax","1723","8206","5"
"c#","740","10387","1"
".net","236","10387","2"
"delphi","172","10387","3"
"linq","158","10387","4"
"optional-parameters","132","10387","5"
"c","915","10396","1"
"c++","477","10396","2"
"ruby","359","10396","3"
"windows","252","10396","4"
"algorithm","193","10396","5"
"function","1919","11694","1"
"terminology","1896","11694","2"
"language-agnostic","1895","11694","3"
"oop","1876","11694","4"
"methods","1875","11694","5"
"svn","132","11703","1"
"version-control","122","11703","2"
"netbeans","120","11703","3"
"commit","115","11703","4"
"c","65","11703","5"
"jquery","190","11820","1"
"prototypejs","109","11820","2"
"ria","105","11820","3"
"javascript","102","11820","4"
"delphi","68","11820","5"
"c++","947","11828","1"
"stl","184","11828","2"
"c","114","11828","3"
"iterator","102","11828","4"
"python","94","11828","5"
"javascript","4234","11834","1"
"datetime","2395","11834","2"
"date","2388","11834","3"
"compare","2388","11834","4"
"syntax","1669","11834","5"
"sharepoint","516","13813","1"
"moss","92","13813","2"
"sharepoint-2007","86","13813","3"
"c#","61","13813","4"
"asp.net","61","13813","5"
"git","817","13831","1"
"git-merge","815","13831","2"
"version-control","815","13831","3"
"ruby-on-rails","805","13831","4"
"ruby-on-rails-3","552","13831","5"
"ruby-on-rails","55","17232","1"
"ruby","47","17232","2"
"javascript","41","17232","3"
"jquery","17","17232","4"
"jakarta-ee","16","17232","5"
"flatbuffers","226","17419","1"
"c++","80","17419","2"
"serialization","34","17419","3"
"protocol-buffers","26","17419","4"
"json","19","17419","5"
"iphone","123","21915","1"
"cgbitmapcontextcreate","59","21915","2"
"cgimage","59","21915","3"
"png","59","21915","4"
"alpha","59","21915","5"
"qt","322","22080","1"
"c++","294","22080","2"
"qt4","82","22080","3"
"iphone","43","22080","4"
"formatting","42","22080","5"
"ios","1064","22147","1"
"avfoundation","620","22147","2"
"swift","544","22147","3"
"iphone","430","22147","4"
"objective-c","216","22147","5"
"mysql","51","24802","1"
"php","48","24802","2"
"syntax","41","24802","3"
"twitter","19","24802","4"
"facebook","19","24802","5"
"java","700","25498","1"
"file","310","25498","2"
"url","310","25498","3"
"iphone","2136","842","1"
"objective-c","1975","842","2"
"ios","1154","842","3"
"nsstring","790","842","4"
"xcode","644","842","5"
"c#","539","891","1"
"multithreading","209","891","2"
"singleton","195","891","3"
"python","150","891","4"
".net","149","891","5"
"objective-c","1838","1043","1"
"iphone","1355","1043","2"
"c++","1136","1043","3"
"ios","1116","1043","4"
"cocoa","777","1043","5"
".net","153","1529","1"
"managed-c++","70","1529","2"
"c++-cli","70","1529","3"
"c#","66","1529","4"
"node.js","54","1529","5"
"c#","235","1533","1"
"file","139","1533","2"
"validation","115","1533","3"
"filesystems","103","1533","4"
"windows","103","1533","5"
"c++","866","1674","1"
"c","395","1674","2"
"memory-leaks","354","1674","3"
"makefile","50","1674","4"
"phony-target","49","1674","5"
"c#","363","4591","1"
".net","276","4591","2"
"asp.net-mvc","250","4591","3"
"c++","187","4591","4"
"asp.net","150","4591","5"
"cmake","1266","4596","1"
"git","938","4596","2"
"svn","643","4596","3"
"android","611","4596","4"
"mercurial","559","4596","5"
"c","407","4761","1"
"c++","365","4761","2"
"gcc","293","4761","3"
"string","289","4761","4"
"comments","104","4761","5"
"bash","14455","7412","1"
"java","7948","7412","2"
"directory","6783","7412","3"
"shell","4051","7412","4"
"linux","2185","7412","5"
"perl","2576","8233","1"
"regex","360","8233","2"
"function","150","8233","3"
"prototype","125","8233","4"
"windows","119","8233","5"
"c++","973","8331","1"
"gdb","878","8331","2"
"c","841","8331","3"
"node.js","807","8331","4"
"npm","807","8331","5"
"perl","4237","8355","1"
"emacs","466","8355","2"
"regex","294","8355","3"
"cpan","256","8355","4"
"c++","231","8355","5"
"python","3204","9990","1"
"c++","3121","9990","2"
"sql","1237","9990","3"
"c#","1139","9990","4"
"git","1036","9990","5"
"javascript","441","11236","1"
"java","410","11236","2"
"c#","294","11236","3"
"javascript-objects","291","11236","4"
"data-structures","124","11236","5"
"c#","419","11241","1"
"linq-to-sql","356","11241","2"
"linq","322","11241","3"
".net","213","11241","4"
"entity-framework","193","11241","5"
"raku","683","14132","1"
"perl","562","14132","2"
"regex","297","14132","3"
"xhtml","230","14132","4"
"html","228","14132","5"
"sublimetext2","907","14253","1"
"editor","907","14253","2"
"indentation","907","14253","3"
"sublimetext","907","14253","4"
"ruby","687","14253","5"
"ember.js","170","14521","1"
"javascript","32","14521","2"
"ember-data","28","14521","3"
"bcrypt","19","14521","4"
"ruby-on-rails-3.1","19","14521","5"
"java","340","14924","1"
"rest","254","14924","2"
"soap","249","14924","3"
"centos","202","14924","4"
"rpm","202","14924","5"
"c++","59","15065","1"
".net","45","15065","2"
"msbuild","44","15065","3"
"mfc","35","15065","4"
"asp.net-mvc","28","15065","5"
"linux-kernel","165","17507","1"
"linux","81","17507","2"
"emacs","67","17507","3"
"linux-device-driver","47","17507","4"
"makefile","27","17507","5"
"bash","3702","17833","1"
"string","3580","17833","2"
"filenames","3574","17833","3"
"c++","1363","17833","4"
"c","1153","17833","5"
"javascript","3705","17964","1"
"arrays","1017","17964","2"
"contains","1013","17964","3"
"jquery","939","17964","4"
"regex","675","17964","5"
"delphi","517","20786","1"
"string","63","20786","2"
"quotes","48","20786","3"
"escaping","48","20786","4"
"ole","40","20786","5"
"passenger","1913","20816","1"
"ruby-on-rails","1703","20816","2"
"apache","1334","20816","3"
"mongrel","1277","20816","4"
"ruby","272","20816","5"
"regex","5242","20938","1"
"java","1650","20938","2"
"c#","657","20938","3"
"php","466","20938","4"
"string","457","20938","5"
"git","1220","26396","1"
"c#","1116","26396","2"
".net","699","26396","3"
"visual-studio","540","26396","4"
"git-rebase","499","26396","5"
"c#","1349","26414","1"
".net","534","26414","2"
"multithreading","173","26414","3"
"winforms","170","26414","4"
"deadlock","155","26414","5"
"bash","21760","26428","1"
"shell","8445","26428","2"
"linux","4829","26428","3"
"sed","2469","26428","4"
"awk","2091","26428","5"
"delphi","1668","29290","1"
"delphi-2010","152","29290","2"
"svn","1109","1441","1"
"c++","484","1441","2"
"tortoisesvn","460","1441","3"
"c#","195","1441","4"
"winapi","145","1441","5"
"objective-c","43","1474","1"
"iphone","37","1474","2"
"ios","16","1474","3"
"cocoa","15","1474","4"
"macos","12","1474","5"
"ruby-on-rails","165","1486","1"
"ruby","78","1486","2"
"css","58","1486","3"
"rest","58","1486","4"
"activerecord","15","1486","5"
"c#","375","1514","1"
"access-modifiers","216","1514","2"
"properties","216","1514","3"
".net","68","1514","4"
"wpf","38","1514","5"
"c++","915","1527","1"
"c","788","1527","2"
"java","774","1527","3"
"algorithm","588","1527","4"
"math","301","1527","5"
"c","261","3279","1"
"c++","216","3279","2"
"hidden-features","153","3279","3"
".net","137","3279","4"
"linux","119","3279","5"
"c#","1462","3312","1"
".net","460","3312","2"
"process","188","3312","3"
"32bit-64bit","182","3312","4"
"string","83","3312","5"
"c#","1516","3320","1"
"yield","758","3320","2"
".net","537","3320","3"
"unit-testing","384","3320","4"
"ienumerable","347","3320","5"
"python","16412","7432","1"
"tkinter","12641","7432","2"
"python-3.x","2435","7432","3"
"robotframework","2354","7432","4"
"directory","1728","7432","5"
"c#","528","8505","1"
"memory","186","8505","2"
"performancecounter","182","8505","3"
"rtti","169","8505","4"
".net","113","8505","5"
"oracle","3275","8670","1"
"sql","1521","8670","2"
"plsql","769","8670","3"
"window-functions","243","8670","4"
"oracle10g","225","8670","5"
"c#","2073","8707","1"
"asp.net","1432","8707","2"
".net","867","8707","3"
"asp.net-mvc","586","8707","4"
"validation","529","8707","5"
"c#","1355","10431","1"
"c","520","10431","2"
"unit-testing","442","10431","3"
"c++","331","10431","4"
".net","165","10431","5"
"c++","367","10755","1"
"svn","160","10755","2"
"visual-c++","130","10755","3"
"version-control","117","10755","4"
"c","110","10755","5"
"android","6191","13070","1"
"amazon-web-services","3726","13070","2"
"android-intent","2629","13070","3"
"url","2502","13070","4"
"android-browser","2499","13070","5"
"linux","1796","15809","1"
"windows","1724","15809","2"
"sockets","1722","15809","3"
"unix","1692","15809","4"
"portability","1664","15809","5"
"c#","14","15848","1"
"angular","12","15848","2"
"angular2-testing","9","15848","3"
"aop","6","15848","4"
"logging","6","15848","5"
"c#","88","16002","1"
"winforms","61","16002","2"
"memory","61","16002","3"
"weak-references","61","16002","4"
"reference","61","16002","5"
"assembly","2410","16007","1"
"arm","1687","16007","2"
"c","1007","16007","3"
"embedded","896","16007","4"
"x86","545","16007","5"
"javascript","458","19401","1"
"jquery","220","19401","2"
"bookmarklet","93","19401","3"
"load","93","19401","4"
"external","93","19401","5"
"mysql","288","19624","1"
"datetime","206","19624","2"
"sql-server-2005","202","19624","3"
"entity-framework","195","19624","4"
"sql-server-2008","190","19624","5"
"swift","3079","23649","1"
"ios","2048","23649","2"
"objective-c","1756","23649","3"
"ruby","1687","23649","4"
"iphone","1143","23649","5"
"c++","1845","23934","1"
"c","785","23934","2"
"multiplication","501","23934","3"
"division","488","23934","4"
"bit-shift","488","23934","5"
"java","1699","27198","1"
"javascript","168","27198","2"
"generics","114","27198","3"
"string","106","27198","4"
"integer","101","27198","5"
"c++","279","27302","1"
"c","79","27302","2"
"c++11","53","27302","3"
"templates","41","27302","4"
"python","38","27302","5"
"ruby","66","27449","1"
"ruby-on-rails","66","27449","2"
"java","53","27449","3"
"swing","42","27449","4"
"miglayout","35","27449","5"
"c#","270","27581","1"
"random","175","27581","2"
".net","129","27581","3"
"bash","103","27581","4"
"javascript","97","27581","5"
"c","304","27800","1"
"db2","77","27800","2"
"libc","73","27800","3"
"sql","63","27800","4"
"emacs","56","27800","5"
"c++","11","31086","1"
"batch-file","10","31086","2"
"label","10","31086","3"
"windows","10","31086","4"
"boost-date-time","5","31086","5"
"apache-flex","83","31298","1"
"coldfusion","40","31298","2"
"actionscript-3","35","31298","3"
"c++","849","2666","1"
"c","402","2666","2"
"batch-file","296","2666","3"
"windows-xp","295","2666","4"
"command-line","295","2666","5"
"ember.js","290","2701","1"
"winapi","137","2701","2"
"c++","137","2701","3"
"language-agnostic","72","2701","4"
"unit-testing","68","2701","5"
"c++","657","2971","1"
"python","314","2971","2"
"c","252","2971","3"
"control-structure","157","2971","4"
"arrays","146","2971","5"
"c#","1840","5728","1"
"system.reactive","1107","5728","2"
".net","909","5728","3"
"reactiveui","759","5728","4"
"windows","726","5728","5"
"c#","3962","7595","1"
"loops","3816","7595","2"
"dictionary","3812","7595","3"
"javascript","732","7595","4"
"java","655","7595","5"
"java","3466","7671","1"
"clojure","1497","7671","2"
"arrays","1133","7671","3"
"arraylist","934","7671","4"
"type-conversion","930","7671","5"
"blackberry","492","7740","1"
"blackberry-10","110","7740","2"
"java-me","87","7740","3"
"java","61","7740","4"
"blackberry-cascades","39","7740","5"
"python","6136","8747","1"
"c++","4357","8747","2"
